time,SplyExpFut10yr
2011-12-15,18707943.75
2011-12-16,18708681.25
2011-12-17,18709618.75
2011-12-18,18710518.75
2011-12-19,18711512.5
2011-12-20,18712350.0
2011-12-21,18713281.25
2011-12-22,18714206.25
2011-12-23,18715093.75
2011-12-24,18716000.0
2011-12-25,18717087.5
2011-12-26,18718193.75
2011-12-27,18719100.0
2011-12-28,18720068.75
2011-12-29,18720931.25
2011-12-30,18721818.75
2011-12-31,18722762.5
2012-01-01,18723718.75
2012-01-02,18724662.5
2012-01-03,18725656.25
2012-01-04,18726587.5
2012-01-05,18727506.25
2012-01-06,18728575.0
2012-01-07,18729725.0
2012-01-08,18730743.75
2012-01-09,18731768.75
2012-01-10,18732650.0
2012-01-11,18733606.25
2012-01-12,18734575.0
2012-01-13,18735450.0
2012-01-14,18736387.5
2012-01-15,18737256.25
2012-01-16,18738350.0
2012-01-17,18739331.25
2012-01-18,18740131.25
2012-01-19,18741068.75
2012-01-20,18741975.0
2012-01-21,18743000.0
2012-01-22,18743850.0
2012-01-23,18744912.5
2012-01-24,18745781.25
2012-01-25,18746706.25
2012-01-26,18747568.75
2012-01-27,18748450.0
2012-01-28,18749356.25
2012-01-29,18750400.0
2012-01-30,18751475.0
2012-01-31,18752412.5
2012-02-01,18753293.75
2012-02-02,18754287.5
2012-02-03,18755275.0
2012-02-04,18756256.25
2012-02-05,18757143.75
2012-02-06,18758056.25
2012-02-07,18758912.5
2012-02-08,18759818.75
2012-02-09,18760725.0
2012-02-10,18761587.5
2012-02-11,18762525.0
2012-02-12,18763512.5
2012-02-13,18764368.75
2012-02-14,18765231.25
2012-02-15,18766068.75
2012-02-16,18766931.25
2012-02-17,18767881.25
2012-02-18,18768950.0
2012-02-19,18769937.5
2012-02-20,18770812.5
2012-02-21,18771618.75
2012-02-22,18772612.5
2012-02-23,18773650.0
2012-02-24,18774581.25
2012-02-25,18775612.5
2012-02-26,18776550.0
2012-02-27,18777512.5
2012-02-28,18778512.5
2012-02-29,18779631.25
2012-03-01,18780575.0
2012-03-02,18781412.5
2012-03-03,18782118.75
2012-03-04,18782975.0
2012-03-05,18783881.25
2012-03-06,18784737.5
2012-03-07,18785700.0
2012-03-08,18786675.0
2012-03-09,18787725.0
2012-03-10,18788756.25
2012-03-11,18789593.75
2012-03-12,18790631.25
2012-03-13,18791631.25
2012-03-14,18792487.5
2012-03-15,18793243.75
2012-03-16,18794200.0
2012-03-17,18795262.5
2012-03-18,18796262.5
2012-03-19,18797156.25
2012-03-20,18798156.25
2012-03-21,18799143.75
2012-03-22,18800131.25
2012-03-23,18800918.75
2012-03-24,18802068.75
2012-03-25,18803050.0
2012-03-26,18803993.75
2012-03-27,18804968.75
2012-03-28,18805906.25
2012-03-29,18806787.5
2012-03-30,18807750.0
2012-03-31,18808812.5
2012-04-01,18809700.0
2012-04-02,18810425.0
2012-04-03,18811256.25
2012-04-04,18812112.5
2012-04-05,18812843.75
2012-04-06,18813693.75
2012-04-07,18814500.0
2012-04-08,18815437.5
2012-04-09,18816350.0
2012-04-10,18817268.75
2012-04-11,18818150.0
2012-04-12,18818943.75
2012-04-13,18819712.5
2012-04-14,18820581.25
2012-04-15,18821250.0
2012-04-16,18822187.5
2012-04-17,18823031.25
2012-04-18,18823843.75
2012-04-19,18824825.0
2012-04-20,18825787.5
2012-04-21,18826750.0
2012-04-22,18827625.0
2012-04-23,18828468.75
2012-04-24,18829331.25
2012-04-25,18830125.0
2012-04-26,18831093.75
2012-04-27,18831937.5
2012-04-28,18832887.5
2012-04-29,18834006.25
2012-04-30,18835125.0
2012-05-01,18836187.5
2012-05-02,18837125.0
2012-05-03,18838106.25
2012-05-04,18839112.5
2012-05-05,18840156.25
2012-05-06,18841181.25
2012-05-07,18842243.75
2012-05-08,18843343.75
2012-05-09,18844381.25
2012-05-10,18845187.5
2012-05-11,18846081.25
2012-05-12,18846881.25
2012-05-13,18847756.25
2012-05-14,18848625.0
2012-05-15,18849437.5
2012-05-16,18850193.75
2012-05-17,18850918.75
2012-05-18,18851825.0
2012-05-19,18852756.25
2012-05-20,18853618.75
2012-05-21,18854406.25
2012-05-22,18855125.0
2012-05-23,18855937.5
2012-05-24,18856718.75
2012-05-25,18857475.0
2012-05-26,18858362.5
2012-05-27,18859356.25
2012-05-28,18860243.75
2012-05-29,18861031.25
2012-05-30,18861850.0
2012-05-31,18862712.5
2012-06-01,18863662.5
2012-06-02,18864662.5
2012-06-03,18865618.75
2012-06-04,18866587.5
2012-06-05,18867506.25
2012-06-06,18868462.5
2012-06-07,18869331.25
2012-06-08,18870212.5
2012-06-09,18871281.25
2012-06-10,18872318.75
2012-06-11,18873193.75
2012-06-12,18874168.75
2012-06-13,18875106.25
2012-06-14,18876081.25
2012-06-15,18877075.0
2012-06-16,18878050.0
2012-06-17,18879075.0
2012-06-18,18880168.75
2012-06-19,18881087.5
2012-06-20,18881993.75
2012-06-21,18882843.75
2012-06-22,18883706.25
2012-06-23,18884731.25
2012-06-24,18885550.0
2012-06-25,18886512.5
2012-06-26,18887443.75
2012-06-27,18888462.5
2012-06-28,18889318.75
2012-06-29,18890231.25
2012-06-30,18891056.25
2012-07-01,18891943.75
2012-07-02,18892893.75
2012-07-03,18893893.75
2012-07-04,18894831.25
2012-07-05,18895731.25
2012-07-06,18896700.0
2012-07-07,18897737.5
2012-07-08,18898693.75
2012-07-09,18899712.5
2012-07-10,18900650.0
2012-07-11,18901487.5
2012-07-12,18902425.0
2012-07-13,18903443.75
2012-07-14,18904450.0
2012-07-15,18905325.0
2012-07-16,18906262.5
2012-07-17,18907337.5
2012-07-18,18908306.25
2012-07-19,18909150.0
2012-07-20,18910075.0
2012-07-21,18910956.25
2012-07-22,18911925.0
2012-07-23,18912806.25
2012-07-24,18913812.5
2012-07-25,18914812.5
2012-07-26,18915868.75
2012-07-27,18916981.25
2012-07-28,18917937.5
2012-07-29,18918975.0
2012-07-30,18920075.0
2012-07-31,18920887.5
2012-08-01,18921725.0
2012-08-02,18922756.25
2012-08-03,18923768.75
2012-08-04,18924743.75
2012-08-05,18925612.5
2012-08-06,18926487.5
2012-08-07,18927512.5
2012-08-08,18928550.0
2012-08-09,18929612.5
2012-08-10,18930587.5
2012-08-11,18931637.5
2012-08-12,18932631.25
2012-08-13,18933631.25
2012-08-14,18934612.5
2012-08-15,18935656.25
2012-08-16,18936618.75
2012-08-17,18937481.25
2012-08-18,18938425.0
2012-08-19,18939562.5
2012-08-20,18940650.0
2012-08-21,18941731.25
2012-08-22,18942706.25
2012-08-23,18943737.5
2012-08-24,18944662.5
2012-08-25,18945525.0
2012-08-26,18946643.75
2012-08-27,18947550.0
2012-08-28,18948493.75
2012-08-29,18949543.75
2012-08-30,18950506.25
2012-08-31,18951381.25
2012-09-01,18952387.5
2012-09-02,18953412.5
2012-09-03,18954393.75
2012-09-04,18955350.0
2012-09-05,18956475.0
2012-09-06,18957543.75
2012-09-07,18958593.75
2012-09-08,18959500.0
2012-09-09,18960493.75
2012-09-10,18961431.25
2012-09-11,18962337.5
2012-09-12,18963306.25
2012-09-13,18964118.75
2012-09-14,18965131.25
2012-09-15,18966031.25
2012-09-16,18967037.5
2012-09-17,18968087.5
2012-09-18,18969131.25
2012-09-19,18970012.5
2012-09-20,18970962.5
2012-09-21,18972018.75
2012-09-22,18973000.0
2012-09-23,18973987.5
2012-09-24,18974943.75
2012-09-25,18975812.5
2012-09-26,18976687.5
2012-09-27,18977693.75
2012-09-28,18978681.25
2012-09-29,18979731.25
2012-09-30,18980725.0
2012-10-01,18981543.75
2012-10-02,18982456.25
2012-10-03,18983287.5
2012-10-04,18984106.25
2012-10-05,18984956.25
2012-10-06,18985925.0
2012-10-07,18986706.25
2012-10-08,18987818.75
2012-10-09,18988706.25
2012-10-10,18989637.5
2012-10-11,18990500.0
2012-10-12,18991431.25
2012-10-13,18992356.25
2012-10-14,18993150.0
2012-10-15,18994206.25
2012-10-16,18995175.0
2012-10-17,18996062.5
2012-10-18,18997043.75
2012-10-19,18997887.5
2012-10-20,18998875.0
2012-10-21,18999881.25
2012-10-22,19000862.5
2012-10-23,19001675.0
2012-10-24,19002687.5
2012-10-25,19003581.25
2012-10-26,19004612.5
2012-10-27,19005706.25
2012-10-28,19006743.75
2012-10-29,19007731.25
2012-10-30,19008625.0
2012-10-31,19009525.0
2012-11-01,19010381.25
2012-11-02,19011275.0
2012-11-03,19012187.5
2012-11-04,19013168.75
2012-11-05,19014168.75
2012-11-06,19015012.5
2012-11-07,19015993.75
2012-11-08,19016956.25
2012-11-09,19017906.25
2012-11-10,19018806.25
2012-11-11,19019725.0
2012-11-12,19020550.0
2012-11-13,19021425.0
2012-11-14,19022318.75
2012-11-15,19023168.75
2012-11-16,19024075.0
2012-11-17,19024950.0
2012-11-18,19025862.5
2012-11-19,19026775.0
2012-11-20,19027693.75
2012-11-21,19028643.75
2012-11-22,19029543.75
2012-11-23,19030562.5
2012-11-24,19031506.25
2012-11-25,19032418.75
2012-11-26,19033400.0
2012-11-27,19034325.0
2012-11-28,19035400.0
2012-11-29,19036437.5
2012-11-30,19037218.75
2012-12-01,19038262.5
2012-12-02,19039156.25
2012-12-03,19040075.0
2012-12-04,19040775.0
2012-12-05,19041537.5
2012-12-06,19042393.75
2012-12-07,19043200.0
2012-12-08,19044062.5
2012-12-09,19044850.0
2012-12-10,19045743.75
2012-12-11,19046643.75
2012-12-12,19047456.25
2012-12-13,19048275.0
2012-12-14,19048937.5
2012-12-15,19049662.5
2012-12-16,19050356.25
2012-12-17,19051193.75
2012-12-18,19051975.0
2012-12-19,19052862.5
2012-12-20,19053525.0
2012-12-21,19054312.5
2012-12-22,19055268.75
2012-12-23,19056031.25
2012-12-24,19056856.25
2012-12-25,19057631.25
2012-12-26,19058593.75
2012-12-27,19059568.75
2012-12-28,19060625.0
2012-12-29,19061525.0
2012-12-30,19062562.5
2012-12-31,19063550.0
2013-01-01,19064562.5
2013-01-02,19065518.75
2013-01-03,19066531.25
2013-01-04,19067487.5
2013-01-05,19068368.75
2013-01-06,19069275.0
2013-01-07,19070325.0
2013-01-08,19071156.25
2013-01-09,19071968.75
2013-01-10,19072887.5
2013-01-11,19073618.75
2013-01-12,19074381.25
2013-01-13,19075212.5
2013-01-14,19076193.75
2013-01-15,19076950.0
2013-01-16,19077768.75
2013-01-17,19078462.5
2013-01-18,19079218.75
2013-01-19,19080181.25
2013-01-20,19080993.75
2013-01-21,19081818.75
2013-01-22,19082718.75
2013-01-23,19083506.25
2013-01-24,19084481.25
2013-01-25,19085337.5
2013-01-26,19086312.5
2013-01-27,19087256.25
2013-01-28,19088175.0
2013-01-29,19089162.5
2013-01-30,19090118.75
2013-01-31,19091325.0
2013-02-01,19092243.75
2013-02-02,19093200.0
2013-02-03,19094362.5
2013-02-04,19095387.5
2013-02-05,19096431.25
2013-02-06,19097343.75
2013-02-07,19098306.25
2013-02-08,19099250.0
2013-02-09,19100143.75
2013-02-10,19101150.0
2013-02-11,19102143.75
2013-02-12,19103012.5
2013-02-13,19104081.25
2013-02-14,19105025.0
2013-02-15,19106143.75
2013-02-16,19107325.0
2013-02-17,19108500.0
2013-02-18,19109506.25
2013-02-19,19110500.0
2013-02-20,19111706.25
2013-02-21,19112806.25
2013-02-22,19113868.75
2013-02-23,19114893.75
2013-02-24,19115868.75
2013-02-25,19117143.75
2013-02-26,19118181.25
2013-02-27,19119387.5
2013-02-28,19120437.5
2013-03-01,19121387.5
2013-03-02,19122293.75
2013-03-03,19123300.0
2013-03-04,19124418.75
2013-03-05,19125287.5
2013-03-06,19126256.25
2013-03-07,19127256.25
2013-03-08,19128256.25
2013-03-09,19129312.5
2013-03-10,19130456.25
2013-03-11,19131481.25
2013-03-12,19132325.0
2013-03-13,19133306.25
2013-03-14,19134425.0
2013-03-15,19135500.0
2013-03-16,19136593.75
2013-03-17,19137900.0
2013-03-18,19139087.5
2013-03-19,19140150.0
2013-03-20,19141468.75
2013-03-21,19142831.25
2013-03-22,19144262.5
2013-03-23,19145618.75
2013-03-24,19146800.0
2013-03-25,19147700.0
2013-03-26,19148643.75
2013-03-27,19149462.5
2013-03-28,19150606.25
2013-03-29,19151693.75
2013-03-30,19152775.0
2013-03-31,19153831.25
2013-04-01,19155068.75
2013-04-02,19156200.0
2013-04-03,19157293.75
2013-04-04,19158256.25
2013-04-05,19159243.75
2013-04-06,19160262.5
2013-04-07,19161287.5
2013-04-08,19162256.25
2013-04-09,19163356.25
2013-04-10,19164550.0
2013-04-11,19165550.0
2013-04-12,19166631.25
2013-04-13,19167675.0
2013-04-14,19168631.25
2013-04-15,19169656.25
2013-04-16,19170762.5
2013-04-17,19171831.25
2013-04-18,19172750.0
2013-04-19,19173606.25
2013-04-20,19174568.75
2013-04-21,19175668.75
2013-04-22,19176625.0
2013-04-23,19177675.0
2013-04-24,19178687.5
2013-04-25,19179762.5
2013-04-26,19180831.25
2013-04-27,19181750.0
2013-04-28,19182856.25
2013-04-29,19183943.75
2013-04-30,19184875.0
2013-05-01,19185818.75
2013-05-02,19186656.25
2013-05-03,19187512.5
2013-05-04,19188506.25
2013-05-05,19189537.5
2013-05-06,19190575.0
2013-05-07,19191625.0
2013-05-08,19192656.25
2013-05-09,19193681.25
2013-05-10,19194756.25
2013-05-11,19195893.75
2013-05-12,19196943.75
2013-05-13,19198031.25
2013-05-14,19198993.75
2013-05-15,19199875.0
2013-05-16,19200800.0
2013-05-17,19201806.25
2013-05-18,19202737.5
2013-05-19,19203712.5
2013-05-20,19204518.75
2013-05-21,19205462.5
2013-05-22,19206437.5
2013-05-23,19207525.0
2013-05-24,19208581.25
2013-05-25,19209612.5
2013-05-26,19210631.25
2013-05-27,19211731.25
2013-05-28,19212718.75
2013-05-29,19213768.75
2013-05-30,19214887.5
2013-05-31,19215981.25
2013-06-01,19217312.5
2013-06-02,19218556.25
2013-06-03,19219887.5
2013-06-04,19221218.75
2013-06-05,19222368.75
2013-06-06,19223500.0
2013-06-07,19224506.25
2013-06-08,19225637.5
2013-06-09,19226631.25
2013-06-10,19227718.75
2013-06-11,19228843.75
2013-06-12,19230112.5
2013-06-13,19231275.0
2013-06-14,19232400.0
2013-06-15,19233481.25
2013-06-16,19234637.5
2013-06-17,19235543.75
2013-06-18,19236418.75
2013-06-19,19237268.75
2013-06-20,19238231.25
2013-06-21,19239281.25
2013-06-22,19240381.25
2013-06-23,19241412.5
2013-06-24,19242350.0
2013-06-25,19243331.25
2013-06-26,19244418.75
2013-06-27,19245462.5
2013-06-28,19246518.75
2013-06-29,19247575.0
2013-06-30,19248531.25
2013-07-01,19249512.5
2013-07-02,19250468.75
2013-07-03,19251618.75
2013-07-04,19252650.0
2013-07-05,19253812.5
2013-07-06,19254981.25
2013-07-07,19256143.75
2013-07-08,19257343.75
2013-07-09,19258500.0
2013-07-10,19259718.75
2013-07-11,19260806.25
2013-07-12,19261768.75
2013-07-13,19262750.0
2013-07-14,19263825.0
2013-07-15,19264850.0
2013-07-16,19265875.0
2013-07-17,19267025.0
2013-07-18,19268031.25
2013-07-19,19269100.0
2013-07-20,19270262.5
2013-07-21,19271506.25
2013-07-22,19272537.5
2013-07-23,19273418.75
2013-07-24,19274412.5
2013-07-25,19275325.0
2013-07-26,19276350.0
2013-07-27,19277481.25
2013-07-28,19278531.25
2013-07-29,19279643.75
2013-07-30,19280875.0
2013-07-31,19282062.5
2013-08-01,19283168.75
2013-08-02,19284368.75
2013-08-03,19285431.25
2013-08-04,19286550.0
2013-08-05,19287731.25
2013-08-06,19288918.75
2013-08-07,19290081.25
2013-08-08,19291362.5
2013-08-09,19292581.25
2013-08-10,19293893.75
2013-08-11,19295243.75
2013-08-12,19296593.75
2013-08-13,19297737.5
2013-08-14,19298787.5
2013-08-15,19299850.0
2013-08-16,19300900.0
2013-08-17,19302087.5
2013-08-18,19303300.0
2013-08-19,19304406.25
2013-08-20,19305593.75
2013-08-21,19306818.75
2013-08-22,19308168.75
2013-08-23,19309393.75
2013-08-24,19310537.5
2013-08-25,19311481.25
2013-08-26,19312518.75
2013-08-27,19313575.0
2013-08-28,19314687.5
2013-08-29,19315868.75
2013-08-30,19317150.0
2013-08-31,19318543.75
2013-09-01,19319925.0
2013-09-02,19321268.75
2013-09-03,19322481.25
2013-09-04,19323500.0
2013-09-05,19324618.75
2013-09-06,19325775.0
2013-09-07,19326681.25
2013-09-08,19327662.5
2013-09-09,19328931.25
2013-09-10,19330125.0
2013-09-11,19331375.0
2013-09-12,19332706.25
2013-09-13,19333981.25
2013-09-14,19335343.75
2013-09-15,19336475.0
2013-09-16,19337437.5
2013-09-17,19338556.25
2013-09-18,19339587.5
2013-09-19,19340775.0
2013-09-20,19342025.0
2013-09-21,19343206.25
2013-09-22,19344475.0
2013-09-23,19345787.5
2013-09-24,19347112.5
2013-09-25,19348400.0
2013-09-26,19349412.5
2013-09-27,19350525.0
2013-09-28,19351631.25
2013-09-29,19352693.75
2013-09-30,19353712.5
2013-10-01,19354881.25
2013-10-02,19356075.0
2013-10-03,19357318.75
2013-10-04,19358443.75
2013-10-05,19359812.5
2013-10-06,19360968.75
2013-10-07,19361943.75
2013-10-08,19362956.25
2013-10-09,19364068.75
2013-10-10,19365268.75
2013-10-11,19366425.0
2013-10-12,19367762.5
2013-10-13,19369143.75
2013-10-14,19370706.25
2013-10-15,19372331.25
2013-10-16,19373643.75
2013-10-17,19374687.5
2013-10-18,19375887.5
2013-10-19,19377281.25
2013-10-20,19378525.0
2013-10-21,19379843.75
2013-10-22,19381375.0
2013-10-23,19382756.25
2013-10-24,19384100.0
2013-10-25,19385568.75
2013-10-26,19386706.25
2013-10-27,19387825.0
2013-10-28,19388918.75
2013-10-29,19389918.75
2013-10-30,19391137.5
2013-10-31,19392456.25
2013-11-01,19393756.25
2013-11-02,19395018.75
2013-11-03,19396218.75
2013-11-04,19397437.5
2013-11-05,19398525.0
2013-11-06,19399543.75
2013-11-07,19400443.75
2013-11-08,19401281.25
2013-11-09,19402206.25
2013-11-10,19403275.0
2013-11-11,19404443.75
2013-11-12,19405700.0
2013-11-13,19406750.0
2013-11-14,19407893.75
2013-11-15,19408931.25
2013-11-16,19410143.75
2013-11-17,19411306.25
2013-11-18,19412281.25
2013-11-19,19413287.5
2013-11-20,19414312.5
2013-11-21,19415250.0
2013-11-22,19416325.0
2013-11-23,19417387.5
2013-11-24,19418437.5
2013-11-25,19419518.75
2013-11-26,19420512.5
2013-11-27,19421593.75
2013-11-28,19422725.0
2013-11-29,19423806.25
2013-11-30,19424906.25
2013-12-01,19426125.0
2013-12-02,19427118.75
2013-12-03,19428368.75
2013-12-04,19429437.5
2013-12-05,19430500.0
2013-12-06,19431800.0
2013-12-07,19433018.75
2013-12-08,19434237.5
2013-12-09,19435337.5
2013-12-10,19436537.5
2013-12-11,19437568.75
2013-12-12,19438587.5
2013-12-13,19439675.0
2013-12-14,19440912.5
2013-12-15,19442018.75
2013-12-16,19443275.0
2013-12-17,19444543.75
2013-12-18,19445787.5
2013-12-19,19447200.0
2013-12-20,19448312.5
2013-12-21,19449318.75
2013-12-22,19450375.0
2013-12-23,19451443.75
2013-12-24,19452500.0
2013-12-25,19453512.5
2013-12-26,19454637.5
2013-12-27,19455787.5
2013-12-28,19456725.0
2013-12-29,19457775.0
2013-12-30,19458856.25
2013-12-31,19460006.25
2014-01-01,19461287.5
2014-01-02,19462125.0
2014-01-03,19463131.25
2014-01-04,19464012.5
2014-01-05,19465218.75
2014-01-06,19466381.25
2014-01-07,19467487.5
2014-01-08,19468693.75
2014-01-09,19469987.5
2014-01-10,19471156.25
2014-01-11,19472468.75
2014-01-12,19473762.5
2014-01-13,19474818.75
2014-01-14,19475831.25
2014-01-15,19476981.25
2014-01-16,19478137.5
2014-01-17,19479087.5
2014-01-18,19480175.0
2014-01-19,19481231.25
2014-01-20,19482450.0
2014-01-21,19483487.5
2014-01-22,19484687.5
2014-01-23,19485793.75
2014-01-24,19486975.0
2014-01-25,19488006.25
2014-01-26,19488956.25
2014-01-27,19490043.75
2014-01-28,19491006.25
2014-01-29,19491956.25
2014-01-30,19493056.25
2014-01-31,19494206.25
2014-02-01,19495387.5
2014-02-02,19496550.0
2014-02-03,19497681.25
2014-02-04,19498756.25
2014-02-05,19499806.25
2014-02-06,19500943.75
2014-02-07,19501912.5
2014-02-08,19503050.0
2014-02-09,19503912.5
2014-02-10,19504887.5
2014-02-11,19505912.5
2014-02-12,19507025.0
2014-02-13,19508137.5
2014-02-14,19509331.25
2014-02-15,19510500.0
2014-02-16,19511718.75
2014-02-17,19512687.5
2014-02-18,19513706.25
2014-02-19,19514956.25
2014-02-20,19516062.5
2014-02-21,19517012.5
2014-02-22,19518137.5
2014-02-23,19519187.5
2014-02-24,19520381.25
2014-02-25,19521387.5
2014-02-26,19522537.5
2014-02-27,19523712.5
2014-02-28,19524843.75
2014-03-01,19525743.75
2014-03-02,19526618.75
2014-03-03,19527543.75
2014-03-04,19528475.0
2014-03-05,19529450.0
2014-03-06,19530531.25
2014-03-07,19531568.75
2014-03-08,19532618.75
2014-03-09,19533737.5
2014-03-10,19534668.75
2014-03-11,19535718.75
2014-03-12,19536856.25
2014-03-13,19537868.75
2014-03-14,19538700.0
2014-03-15,19539731.25
2014-03-16,19540800.0
2014-03-17,19541806.25
2014-03-18,19542718.75
2014-03-19,19543718.75
2014-03-20,19544825.0
2014-03-21,19545987.5
2014-03-22,19547050.0
2014-03-23,19548387.5
2014-03-24,19549562.5
2014-03-25,19550543.75
2014-03-26,19551537.5
2014-03-27,19552618.75
2014-03-28,19553706.25
2014-03-29,19554800.0
2014-03-30,19555675.0
2014-03-31,19556800.0
2014-04-01,19557868.75
2014-04-02,19559100.0
2014-04-03,19560375.0
2014-04-04,19561593.75
2014-04-05,19562662.5
2014-04-06,19563606.25
2014-04-07,19564550.0
2014-04-08,19565387.5
2014-04-09,19566393.75
2014-04-10,19567362.5
2014-04-11,19568418.75
2014-04-12,19569425.0
2014-04-13,19570593.75
2014-04-14,19571800.0
2014-04-15,19572937.5
2014-04-16,19573931.25
2014-04-17,19574987.5
2014-04-18,19575987.5
2014-04-19,19576981.25
2014-04-20,19578093.75
2014-04-21,19579162.5
2014-04-22,19580125.0
2014-04-23,19581156.25
2014-04-24,19582100.0
2014-04-25,19583237.5
2014-04-26,19584256.25
2014-04-27,19585362.5
2014-04-28,19586312.5
2014-04-29,19587381.25
2014-04-30,19588237.5
2014-05-01,19589337.5
2014-05-02,19590343.75
2014-05-03,19591231.25
2014-05-04,19592175.0
2014-05-05,19592956.25
2014-05-06,19594168.75
2014-05-07,19595162.5
2014-05-08,19596206.25
2014-05-09,19597268.75
2014-05-10,19598387.5
2014-05-11,19599337.5
2014-05-12,19600362.5
2014-05-13,19601375.0
2014-05-14,19602312.5
2014-05-15,19603381.25
2014-05-16,19604512.5
2014-05-17,19605593.75
2014-05-18,19606668.75
2014-05-19,19607718.75
2014-05-20,19608825.0
2014-05-21,19609918.75
2014-05-22,19610993.75
2014-05-23,19612025.0
2014-05-24,19612987.5
2014-05-25,19613993.75
2014-05-26,19614981.25
2014-05-27,19615831.25
2014-05-28,19616887.5
2014-05-29,19617768.75
2014-05-30,19618812.5
2014-05-31,19619731.25
2014-06-01,19620825.0
2014-06-02,19622031.25
2014-06-03,19623143.75
2014-06-04,19624275.0
2014-06-05,19625225.0
2014-06-06,19626093.75
2014-06-07,19627062.5
2014-06-08,19627912.5
2014-06-09,19628887.5
2014-06-10,19629931.25
2014-06-11,19630843.75
2014-06-12,19631918.75
2014-06-13,19632937.5
2014-06-14,19634050.0
2014-06-15,19635237.5
2014-06-16,19636412.5
2014-06-17,19637562.5
2014-06-18,19638550.0
2014-06-19,19639593.75
2014-06-20,19640756.25
2014-06-21,19641918.75
2014-06-22,19643043.75
2014-06-23,19644143.75
2014-06-24,19645318.75
2014-06-25,19646487.5
2014-06-26,19647556.25
2014-06-27,19648787.5
2014-06-28,19649925.0
2014-06-29,19650906.25
2014-06-30,19651731.25
2014-07-01,19652562.5
2014-07-02,19653418.75
2014-07-03,19654287.5
2014-07-04,19655325.0
2014-07-05,19656275.0
2014-07-06,19657162.5
2014-07-07,19658100.0
2014-07-08,19659037.5
2014-07-09,19660075.0
2014-07-10,19661006.25
2014-07-11,19661981.25
2014-07-12,19662962.5
2014-07-13,19663962.5
2014-07-14,19664806.25
2014-07-15,19665800.0
2014-07-16,19666700.0
2014-07-17,19667775.0
2014-07-18,19668850.0
2014-07-19,19669956.25
2014-07-20,19670925.0
2014-07-21,19671893.75
2014-07-22,19672781.25
2014-07-23,19673693.75
2014-07-24,19674587.5
2014-07-25,19675606.25
2014-07-26,19676443.75
2014-07-27,19677400.0
2014-07-28,19678337.5
2014-07-29,19679268.75
2014-07-30,19680343.75
2014-07-31,19681306.25
2014-08-01,19682287.5
2014-08-02,19683306.25
2014-08-03,19684268.75
2014-08-04,19685068.75
2014-08-05,19685912.5
2014-08-06,19686937.5
2014-08-07,19687718.75
2014-08-08,19688212.5
2014-08-09,19688781.25
2014-08-10,19689334.375
2014-08-11,19689903.125
2014-08-12,19690446.875
2014-08-13,19690900.0
2014-08-14,19691462.5
2014-08-15,19691978.125
2014-08-16,19692471.875
2014-08-17,19693003.125
2014-08-18,19693621.875
2014-08-19,19694203.125
2014-08-20,19694731.25
2014-08-21,19695246.875
2014-08-22,19695737.5
2014-08-23,19696243.75
2014-08-24,19696700.0
2014-08-25,19697128.125
2014-08-26,19697668.75
2014-08-27,19698196.875
2014-08-28,19698737.5
2014-08-29,19699268.75
2014-08-30,19699837.5
2014-08-31,19700425.0
2014-09-01,19700850.0
2014-09-02,19701309.375
2014-09-03,19701837.5
2014-09-04,19702331.25
2014-09-05,19702784.375
2014-09-06,19703343.75
2014-09-07,19703828.125
2014-09-08,19704278.125
2014-09-09,19704734.375
2014-09-10,19705225.0
2014-09-11,19705756.25
2014-09-12,19706237.5
2014-09-13,19706803.125
2014-09-14,19707296.875
2014-09-15,19707790.625
2014-09-16,19708325.0
2014-09-17,19708906.25
2014-09-18,19709465.625
2014-09-19,19710000.0
2014-09-20,19710550.0
2014-09-21,19711062.5
2014-09-22,19711587.5
2014-09-23,19712056.25
2014-09-24,19712543.75
2014-09-25,19713081.25
2014-09-26,19713500.0
2014-09-27,19713918.75
2014-09-28,19714325.0
2014-09-29,19714753.125
2014-09-30,19715231.25
2014-10-01,19715715.625
2014-10-02,19716146.875
2014-10-03,19716603.125
2014-10-04,19717084.375
2014-10-05,19717612.5
2014-10-06,19718115.625
2014-10-07,19718534.375
2014-10-08,19718984.375
2014-10-09,19719446.875
2014-10-10,19719931.25
2014-10-11,19720381.25
2014-10-12,19720843.75
2014-10-13,19721328.125
2014-10-14,19721740.625
2014-10-15,19722212.5
2014-10-16,19722675.0
2014-10-17,19723118.75
2014-10-18,19723631.25
2014-10-19,19724046.875
2014-10-20,19724475.0
2014-10-21,19724953.125
2014-10-22,19725450.0
2014-10-23,19725921.875
2014-10-24,19726418.75
2014-10-25,19726903.125
2014-10-26,19727293.75
2014-10-27,19727790.625
2014-10-28,19728221.875
2014-10-29,19728706.25
2014-10-30,19729237.5
2014-10-31,19729825.0
2014-11-01,19730321.875
2014-11-02,19730806.25
2014-11-03,19731334.375
2014-11-04,19731840.625
2014-11-05,19732271.875
2014-11-06,19732753.125
2014-11-07,19733221.875
2014-11-08,19733700.0
2014-11-09,19734168.75
2014-11-10,19734628.125
2014-11-11,19735031.25
2014-11-12,19735490.625
2014-11-13,19735943.75
2014-11-14,19736425.0
2014-11-15,19736862.5
2014-11-16,19737331.25
2014-11-17,19737781.25
2014-11-18,19738262.5
2014-11-19,19738703.125
2014-11-20,19739134.375
2014-11-21,19739531.25
2014-11-22,19740012.5
2014-11-23,19740456.25
