time,HashRate
2009-05-23,1.5907286281e-06
2009-05-24,4.9710269629e-06
2009-05-25,5.4184193896e-06
2009-05-26,6.2137837037e-06
2009-05-27,5.9155220859e-06
2009-05-28,4.7224756148e-06
2009-05-29,5.2692885807e-06
2009-05-30,5.4184193896e-06
2009-05-31,4.7721858844e-06
2009-06-01,3.5294291437e-06
2009-06-02,5.5178399288e-06
2009-06-03,3.5294291437e-06
2009-06-04,3.2808777955e-06
2009-06-05,1.4913080888e-06
2009-06-06,1.3918875496e-06
2009-06-07,7.95364314e-07
2009-06-08,4.0762421096e-06
2009-06-09,4.5236345362e-06
2009-06-10,4.0762421096e-06
2009-06-11,4.424213997e-06
2009-06-12,4.2750831881e-06
2009-06-13,3.8774010311e-06
2009-06-14,3.5791394133e-06
2009-06-15,4.1756626488e-06
2009-06-16,3.5294291437e-06
2009-06-17,3.9271113007e-06
2009-06-18,3.9768215703e-06
2009-06-19,4.3247934577e-06
2009-06-20,3.8774010311e-06
2009-06-21,4.02653184e-06
2009-06-22,3.7779804918e-06
2009-06-23,3.7779804918e-06
2009-06-24,4.7224756148e-06
2009-06-25,3.3802983348e-06
2009-06-26,4.4739242666e-06
2009-06-27,4.1756626488e-06
2009-06-28,2.2866724029e-06
2009-06-29,4.1259523792e-06
2009-06-30,4.2253729185e-06
2009-07-01,3.6785599525e-06
2009-07-02,4.1259523792e-06
2009-07-03,4.0762421096e-06
2009-07-04,4.424213997e-06
2009-07-05,3.9271113007e-06
2009-07-06,4.1756626488e-06
2009-07-07,3.4300086044e-06
2009-07-08,3.6785599525e-06
2009-07-09,4.2750831881e-06
2009-07-10,4.02653184e-06
2009-07-11,4.1259523792e-06
2009-07-12,3.8276907614e-06
2009-07-13,3.8774010311e-06
2009-07-14,3.4300086044e-06
2009-07-15,2.2369621333e-06
2009-07-16,3.5294291437e-06
2009-07-17,2.3363826725e-06
2009-07-18,1.988410785e-07
2009-07-19,3.479718874e-06
2009-07-20,3.479718874e-06
2009-07-21,4.0762421096e-06
2009-07-22,2.9826161777e-06
2009-07-23,3.7779804918e-06
2009-07-24,3.6288496829e-06
2009-07-25,1.5907286281e-06
2009-07-26,1.0439156622e-06
2009-07-27,3.6785599525e-06
2009-07-28,2.0381210548e-06
2009-07-29,9.444951229e-07
2009-07-30,7.456540444e-07
2009-07-31,8.450745837e-07
2009-08-01,1.3918875496e-06
2009-08-02,1.1433362014e-06
2009-08-03,5.965232355e-07
2009-08-04,4.02653184e-06
2009-08-05,4.3247934577e-06
2009-08-06,4.4739242666e-06
2009-08-07,3.9768215703e-06
2009-08-08,3.9768215703e-06
2009-08-09,5.0207372325e-06
2009-08-10,3.7282702222e-06
2009-08-11,3.479718874e-06
2009-08-12,3.1317469866e-06
2009-08-13,4.2253729185e-06
2009-08-14,3.1317469866e-06
2009-08-15,1.2924670103e-06
2009-08-16,9.444951229e-07
2009-08-17,8.450745837e-07
2009-08-18,4.971026962e-07
2009-08-19,8.947848533e-07
2009-08-20,1.0936259318e-06
2009-08-21,6.959437748e-07
2009-08-22,3.479718874e-07
2009-08-23,7.456540444e-07
2009-08-24,7.456540444e-07
2009-08-25,2.4855134814e-06
2009-08-26,2.3860929422e-06
2009-08-27,1.4415978192e-06
2009-08-28,3.7282702222e-06
2009-08-29,3.8774010311e-06
2009-08-30,4.821896154e-06
2009-08-31,4.2750831881e-06
2009-09-01,3.8774010311e-06
2009-09-02,3.2808777955e-06
2009-09-03,3.0323264474e-06
2009-09-04,3.1814572562e-06
2009-09-05,3.7779804918e-06
2009-09-06,3.3802983348e-06
2009-09-07,3.8774010311e-06
2009-09-08,3.4300086044e-06
2009-09-09,2.68435456e-06
2009-09-10,3.3305880651e-06
2009-09-11,3.3305880651e-06
2009-09-12,3.4300086044e-06
2009-09-13,3.7282702222e-06
2009-09-14,3.6785599525e-06
2009-09-15,2.1872518637e-06
2009-09-16,3.5791394133e-06
2009-09-17,4.1756626488e-06
2009-09-18,3.8774010311e-06
2009-09-19,3.6785599525e-06
2009-09-20,3.8774010311e-06
2009-09-21,3.4300086044e-06
2009-09-22,1.2427567407e-06
2009-09-23,1.7895697066e-06
2009-09-24,4.821896154e-06
2009-09-25,4.5236345362e-06
2009-09-26,4.9710269629e-06
2009-09-27,4.3247934577e-06
2009-09-28,4.2253729185e-06
2009-09-29,4.3745037274e-06
2009-09-30,4.2253729185e-06
2009-10-01,4.0762421096e-06
2009-10-02,3.5791394133e-06
2009-10-03,2.8831956385e-06
2009-10-04,2.6346442903e-06
2009-10-05,2.7340648296e-06
2009-10-06,2.137541594e-06
2009-10-07,2.9826161777e-06
2009-10-08,3.479718874e-06
2009-10-09,3.9271113007e-06
2009-10-10,3.8276907614e-06
2009-10-11,3.6785599525e-06
2009-10-12,2.8831956385e-06
2009-10-13,2.8334853688e-06
2009-10-14,3.4300086044e-06
2009-10-15,3.5294291437e-06
2009-10-16,2.9826161777e-06
2009-10-17,2.8334853688e-06
2009-10-18,3.6785599525e-06
2009-10-19,5.5675501985e-06
2009-10-20,4.7224756148e-06
2009-10-21,3.9768215703e-06
2009-10-22,4.4739242666e-06
2009-10-23,4.424213997e-06
2009-10-24,3.082036717e-06
2009-10-25,3.7779804918e-06
2009-10-26,3.5294291437e-06
2009-10-27,3.1814572562e-06
2009-10-28,3.2808777955e-06
2009-10-29,2.2866724029e-06
2009-10-30,2.9826161777e-06
2009-10-31,2.2866724029e-06
2009-11-01,1.2427567407e-06
2009-11-02,1.6404388977e-06
2009-11-03,3.082036717e-06
2009-11-04,3.1317469866e-06
2009-11-05,2.8334853688e-06
2009-11-06,3.082036717e-06
2009-11-07,3.4300086044e-06
2009-11-08,3.6288496829e-06
2009-11-09,3.1814572562e-06
2009-11-10,3.8774010311e-06
2009-11-11,3.1814572562e-06
2009-11-12,3.2808777955e-06
2009-11-13,3.9768215703e-06
2009-11-14,3.9271113007e-06
2009-11-15,4.7721858844e-06
2009-11-16,4.821896154e-06
2009-11-17,4.5733448059e-06
2009-11-18,3.9271113007e-06
2009-11-19,3.479718874e-06
2009-11-20,4.2750831881e-06
2009-11-21,3.6288496829e-06
2009-11-22,5.2692885807e-06
2009-11-23,4.7721858844e-06
2009-11-24,4.6230550755e-06
2009-11-25,4.4739242666e-06
2009-11-26,4.1756626488e-06
2009-11-27,3.6785599525e-06
2009-11-28,3.5294291437e-06
2009-11-29,2.9826161777e-06
2009-11-30,3.7282702222e-06
2009-12-01,3.6288496829e-06
2009-12-02,4.6727653451e-06
2009-12-03,4.3745037274e-06
2009-12-04,1.7895697066e-06
2009-12-05,3.1814572562e-06
2009-12-06,5.1201577718e-06
2009-12-07,5.5675501985e-06
2009-12-08,5.2195783111e-06
2009-12-09,4.7721858844e-06
2009-12-10,5.1698680414e-06
2009-12-11,5.5675501985e-06
2009-12-12,5.4681296592e-06
2009-12-13,5.6669707377e-06
2009-12-14,5.0704475022e-06
2009-12-15,5.4681296592e-06
2009-12-16,6.7605966696e-06
2009-12-17,8.4010355674e-06
2009-12-18,1.11848106666e-05
2009-12-19,9.8426333866e-06
2009-12-20,8.6992971851e-06
2009-12-21,8.6992971851e-06
2009-12-22,8.05306368e-06
2009-12-23,7.6553815229e-06
2009-12-24,7.6553815229e-06
2009-12-25,7.4068301748e-06
2009-12-26,8.6495869155e-06
2009-12-27,8.3016150281e-06
2009-12-28,6.8103069392e-06
2009-12-29,8.5004561066e-06
2009-12-30,7.9274385195e-06
2009-12-31,8.1147111617e-06
2010-01-01,7.761897633e-06
2010-01-02,7.4090841042e-06
2010-01-03,1.09372193919e-05
2010-01-04,1.06432081179e-05
2010-01-05,1.16428464495e-05
2010-01-06,9.5847675316e-06
2010-01-07,9.0555472385e-06
2010-01-08,8.9967449837e-06
2010-01-09,8.8791404741e-06
2010-01-10,1.11724284111e-05
2010-01-11,9.4467222828e-06
2010-01-12,1.03151234807e-05
2010-01-13,1.06394984329e-05
2010-01-14,9.2771236336e-06
2010-01-15,9.1473736527e-06
2010-01-16,8.1093738056e-06
2010-01-17,8.4986237482e-06
2010-01-18,8.1093738056e-06
2010-01-19,8.0444988151e-06
2010-01-20,1.02502484902e-05
2010-01-21,1.13531233278e-05
2010-01-22,8.6283737291e-06
2010-01-23,1.03799984711e-05
2010-01-24,9.9907485285e-06
2010-01-25,1.38891428992e-05
2010-01-26,1.30302482192e-05
2010-01-27,1.09587728613e-05
2010-01-28,1.18274560759e-05
2010-01-29,1.31638917907e-05
2010-01-30,1.40325750053e-05
2010-01-31,1.1025594647e-05
2010-02-01,1.22952085761e-05
2010-02-02,9.6891589322e-06
2010-02-03,1.80418821497e-05
2010-02-04,1.58446145715e-05
2010-02-05,2.01604285278e-05
2010-02-06,1.73578577459e-05
2010-02-07,1.96179954732e-05
2010-02-08,1.80811018186e-05
2010-02-09,1.87139403823e-05
2010-02-10,1.51881255276e-05
2010-02-11,1.52785310367e-05
2010-02-12,1.6544208164e-05
2010-02-13,2.09740781096e-05
2010-02-14,1.90158401261e-05
2010-02-15,2.21152004874e-05
2010-02-16,2.45026369037e-05
2010-02-17,3.00314370256e-05
2010-02-18,2.61361460306e-05
2010-02-19,2.4125673259e-05
2010-02-20,2.61361460306e-05
2010-02-21,2.8020964254e-05
2010-02-22,3.26701825383e-05
2010-02-23,3.1413637056e-05
2010-02-24,2.84655236405e-05
2010-02-25,2.8946369781e-05
2010-02-26,3.23297117034e-05
2010-02-27,3.23297117034e-05
2010-02-28,2.93222966613e-05
2010-03-01,3.66528708266e-05
2010-03-02,3.53371267456e-05
2010-03-03,2.85704429007e-05
2010-03-04,3.47732364252e-05
2010-03-05,3.21417482633e-05
2010-03-06,3.32695289041e-05
2010-03-07,3.36454557844e-05
2010-03-08,2.80433283726e-05
2010-03-09,3.28852291444e-05
2010-03-10,3.64890898726e-05
2010-03-11,2.99570923028e-05
2010-03-12,2.72541967566e-05
2010-03-13,3.4461918213e-05
2010-03-14,2.81551619387e-05
2010-03-15,3.04075748938e-05
2010-03-16,2.83804032342e-05
2010-03-17,3.06328161893e-05
2010-03-18,3.15337813713e-05
2010-03-19,3.4461918213e-05
2010-03-20,4.32463287379e-05
2010-03-21,4.12377930986e-05
2010-03-22,4.06214507725e-05
2010-03-23,4.69756441894e-05
2010-03-24,3.88059669391e-05
2010-03-25,4.24369346059e-05
2010-03-26,4.47062893976e-05
2010-03-27,4.03945152933e-05
2010-03-28,4.22099991267e-05
2010-03-29,4.42524184393e-05
2010-03-30,4.87911280228e-05
2010-03-31,4.74295151477e-05
2010-04-01,4.47002045237e-05
2010-04-02,4.71916688602e-05
2010-04-03,4.87042223493e-05
2010-04-04,5.17293293275e-05
2010-04-05,4.62841367667e-05
2010-04-06,4.80992009537e-05
2010-04-07,5.83845646796e-05
2010-04-08,5.53594577014e-05
2010-04-09,5.71745218883e-05
2010-04-10,7.86527814337e-05
2010-04-11,6.74598856143e-05
2010-04-12,7.19277209962e-05
2010-04-13,7.34688770108e-05
2010-04-14,6.99703590579e-05
2010-04-15,8.39644308695e-05
2010-04-16,7.85222918316e-05
2010-04-17,8.59080519544e-05
2010-04-18,9.52374331622e-05
2010-04-19,9.01840183413e-05
2010-04-20,7.96884644826e-05
2010-04-21,8.78481537128e-05
2010-04-22,9.061318254e-05
2010-04-23,8.54841344716e-05
2010-04-24,9.57422306083e-05
2010-04-25,9.00432883101e-05
2010-04-26,9.3462653689e-05
2010-04-27,0.000102580961366
2010-04-28,0.000102580961366
2010-04-29,8.37744517822e-05
2010-04-30,8.20647690928e-05
2010-05-01,0.0001042906440554
2010-05-02,8.83336056207e-05
2010-05-03,9.061318254e-05
2010-05-04,8.31506698313e-05
2010-05-05,8.75068811554e-05
2010-05-06,9.5171717461e-05
2010-05-07,8.43131993614e-05
2010-05-08,9.8365399255e-05
2010-05-09,9.13392993082e-05
2010-05-10,8.17582539262e-05
2010-05-11,7.08997358266e-05
2010-05-12,8.11195175674e-05
2010-05-13,8.17582539262e-05
2010-05-14,7.85645721322e-05
2010-05-15,5.81250086506e-05
2010-05-16,7.21772085442e-05
2010-05-17,9.13392993082e-05
2010-05-18,0.0001073077082782
2010-05-19,0.0001009137612625
2010-05-20,0.0001195424766694
2010-05-21,0.0001036427383932
2010-05-22,0.0001148314431061
2010-05-23,0.0001242535102327
2010-05-24,0.0001107092887381
2010-05-25,0.0001236646310373
2010-05-26,0.0001313200605777
2010-05-27,0.0001130648055198
2010-05-28,0.0001313200605777
2010-05-29,0.0001240129115186
2010-05-30,0.0001230946939768
2010-05-31,0.0001173117217766
2010-06-01,0.0001115287495763
2010-06-02,0.0001214424162053
2010-06-03,0.0001255731106341
2010-06-04,0.0001032673607188
2010-06-05,0.0001197901384338
2010-06-06,0.0001222685550911
2010-06-07,0.0001297038050628
2010-06-08,0.0001321822217201
2010-06-09,0.0001387913328061
2010-06-10,0.0001321822217201
2010-06-11,0.000139018730269
2010-06-12,0.0001166451924922
2010-06-13,0.0001486146156197
2010-06-14,0.0001391101925277
2010-06-15,0.0001589830771745
2010-06-16,0.0001226934617325
2010-06-17,0.0001261496155841
2010-06-18,0.0001296057694358
2010-06-19,0.0001296057694358
2010-06-20,0.0001598471156374
2010-06-21,0.0001330619232874
2010-06-22,0.0001347900002132
2010-06-23,0.0001615751925633
2010-06-24,0.0001541694150006
2010-06-25,0.0001446926486387
2010-06-26,0.0001533742075571
2010-06-27,0.0001717019430513
2010-06-28,0.0001466218839539
2010-06-29,0.000163020384133
2010-06-30,0.0001755604136817
2010-07-01,0.0002035343257518
2010-07-02,0.0001610911488178
2010-07-03,0.0002044989434094
2010-07-04,0.0001601265311602
2010-07-05,0.0001726665607089
2010-07-06,0.0001953985360524
2010-07-07,0.0001822475979769
2010-07-08,0.000176406328811
2010-07-09,0.0002324825128039
2010-07-10,0.0002313142589707
2010-07-11,0.0002091174361402
2010-07-12,0.0007698792760694
2010-07-13,0.0012185652901107
2010-07-14,0.0013040497673099
2010-07-15,0.0014078322747429
2010-07-16,0.0015996042993473
2010-07-17,0.0015612498944264
2010-07-18,0.0015522253285627
2010-07-19,0.0015702744602902
2010-07-20,0.0016334464213363
2010-07-21,0.0018680851337935
2010-07-22,0.0015883235920176
2010-07-23,0.0017507657775649
2010-07-24,0.0017056429482462
2010-07-25,0.0020846747145232
2010-07-26,0.002192969504888
2010-07-27,0.0019903015433026
2010-07-28,0.0019302449215598
2010-07-29,0.0021851829300677
2010-07-30,0.0022094627404018
2010-07-31,0.0024644007489096
2010-08-01,0.0029014373349232
2010-08-02,0.0029378570504243
2010-08-03,0.0027557584729187
2010-08-04,0.0029499969555914
2010-08-05,0.0028343136485242
2010-08-06,0.0025733862124124
2010-08-07,0.0027134344416594
2010-08-08,0.0034836997025175
2010-08-09,0.0033261454446147
2010-08-10,0.0033436514732706
2010-08-11,0.004078904676817
2010-08-12,0.0037988082183231
2010-08-13,0.0037637961610114
2010-08-14,0.0049191940522987
2010-08-15,0.0040522040047167
2010-08-16,0.003739738855449
2010-08-17,0.0032818116486593
2010-08-18,0.0033835732501681
2010-08-19,0.0034344540509225
2010-08-20,0.0049099972728004
2010-08-21,0.0044011892652563
2010-08-22,0.0053933648799672
2010-08-23,0.0054188052803444
2010-08-24,0.0054696860810989
2010-08-25,0.0054951264814761
2010-08-26,0.0054201607479535
2010-08-27,0.0052990734898342
2010-08-28,0.0052680847559755
2010-08-29,0.005020174885106
2010-08-30,0.0046173213449432
2010-08-31,0.005701927029997
2010-09-01,0.0048652312158127
2010-09-02,0.004834242481954
2010-09-03,0.0050821523528234
2010-09-04,0.005608960828421
2010-09-05,0.0051131410866821
2010-09-06,0.0048962199496713
2010-09-07,0.0049581974173887
2010-09-08,0.0057359961829143
2010-09-09,0.0047840893422885
2010-09-10,0.0062724726932227
2010-09-11,0.0056700318130826
2010-09-12,0.0062724726932227
2010-09-13,0.0060598465002321
2010-09-14,0.0071938528628486
2010-09-15,0.0059889711025685
2010-09-16,0.0077608560441568
2010-09-17,0.0073710413570074
2010-09-18,0.0083987346231286
2010-09-19,0.0093319949516584
2010-09-20,0.0092619995657655
2010-09-21,0.0078476055434072
2010-09-22,0.0079388567706562
2010-09-23,0.0106763935881238
2010-09-24,0.0104026399063771
2010-09-25,0.0094445020202633
2010-09-26,0.0093532507930144
2010-09-27,0.0104482655200015
2010-09-28,0.0104098858028698
2010-09-29,0.010750436774287
2010-09-30,0.0095705107868652
2010-10-01,0.0100949223368305
2010-10-02,0.0065551443745652
2010-10-03,0.0079972761369695
2010-10-04,0.0100293708930848
2010-10-05,0.0082594819119522
2010-10-06,0.0112092968805066
2010-10-07,0.0104882309993044
2010-10-08,0.0100949223368305
2010-10-09,0.0103571281118131
2010-10-10,0.0116681569867261
2010-10-11,0.0104226795555587
2010-10-12,0.0105175094359409
2010-10-13,0.0120563786888564
2010-10-14,0.014042941086452
2010-10-15,0.0121248808404976
2010-10-16,0.0176735551234372
2010-10-17,0.018495580943132
2010-10-18,0.0170570357586661
2010-10-19,0.0175365508201548
2010-10-20,0.0180845680332846
2010-10-21,0.018337040329349
2010-10-22,0.0164515818945875
2010-10-23,0.0186949794256676
2010-10-24,0.0218998330414963
2010-10-25,0.0216861761337744
2010-10-26,0.0257456573804908
2010-10-27,0.022754460672384
2010-10-28,0.0233954313955498
2010-10-29,0.0238227452109936
2010-10-30,0.0276237096817406
2010-10-31,0.0275107023258776
2010-11-01,0.0272033201769851
2010-11-02,0.0270496291025389
2010-11-03,0.0292013041447863
2010-11-04,0.030891905963695
2010-11-05,0.0336583453037274
2010-11-06,0.0335046542292811
2010-11-07,0.0370395489415447
2010-11-08,0.042265045472717
2010-11-09,0.0399576940439629
2010-11-10,0.0457771834440332
2010-11-11,0.0493852373115432
2010-11-12,0.0381100689755745
2010-11-13,0.0502872507784207
2010-11-14,0.0577288618801601
2010-11-15,0.0451006733438751
2010-11-16,0.044424163243717
2010-11-17,0.0556993315796857
2010-11-18,0.063399410028978
2010-11-19,0.0512033075039661
2010-11-20,0.0395972244697338
2010-11-21,0.0477897536703684
2010-11-22,0.0556409274876431
2010-11-23,0.0477897536703684
2010-11-24,0.0604199028546799
2010-11-25,0.061785324388119
2010-11-26,0.066222944371796
2010-11-27,0.0614439690047592
2010-11-28,0.0587131259378811
2010-11-29,0.0713432751221925
2010-11-30,0.0722655508954609
2010-12-01,0.0754950217057436
2010-12-02,0.0754950217057436
2010-12-03,0.0758965909701358
2010-12-04,0.0919593615458261
2010-12-05,0.0959750541897487
2010-12-06,0.0967781927185332
2010-12-07,0.0959750541897487
2010-12-08,0.0955734849253564
2010-12-09,0.092247198273048
2010-12-10,0.0895303811037848
2010-12-11,0.106583787028315
2010-12-12,0.104147586181954
2010-12-13,0.0858760798342426
2010-12-14,0.104147586181954
2010-12-15,0.119373841471713
2010-12-16,0.105365686605134
2010-12-17,0.101102335124002
2010-12-18,0.09805708406605
2010-12-19,0.112065238932629
2010-12-20,0.0968389836428693
2010-12-21,0.123479413447296
2010-12-22,0.113041823764728
2010-12-23,0.104401684368698
2010-12-24,0.106561719217705
2010-12-25,0.120961951544422
2010-12-26,0.104401684368698
2010-12-27,0.119521928311751
2010-12-28,0.121681963160758
2010-12-29,0.118801916695415
2010-12-30,0.121681963160758
2010-12-31,0.116641881846407
2011-01-01,0.130322102556788
2011-01-02,0.126002032858773
2011-01-03,0.123832415934612
2011-01-04,0.114301127146323
2011-01-05,0.124839528939956
2011-01-06,0.114301127146323
2011-01-07,0.132945991858135
2011-01-08,0.137809869609042
2011-01-09,0.132135345566317
2011-01-10,0.131324699274499
2011-01-11,0.139431162192678
2011-01-12,0.135377930733588
2011-01-13,0.152401502861764
2011-01-14,0.146726978819039
2011-01-15,0.134789940555296
2011-01-16,0.159478007688148
2011-01-17,0.165893789606637
2011-01-18,0.129232178643844
2011-01-19,0.154895306317799
2011-01-20,0.170476490976986
2011-01-21,0.159478007688148
2011-01-22,0.151229145221519
2011-01-23,0.155811846591869
2011-01-24,0.172309571525125
2011-01-25,0.142980282754891
2011-01-26,0.164977249332567
2011-01-27,0.164238856456947
2011-01-28,0.1728901430173
2011-01-29,0.176172867251806
2011-01-30,0.170701660194296
2011-01-31,0.186021039955323
2011-02-01,0.179455591486312
2011-02-02,0.1728901430173
2011-02-03,0.175078625840304
2011-02-04,0.212282833831369
2011-02-05,0.19586921265884
2011-02-06,0.193680729835836
2011-02-07,0.222131006534886
2011-02-08,0.209786304584443
2011-02-09,0.248133431243539
2011-02-10,0.240379261517178
2011-02-11,0.240379261517178
2011-02-12,0.253302877727779
2011-02-13,0.255887600969899
2011-02-14,0.253302877727779
2011-02-15,0.290781364738522
2011-02-16,0.299827896085942
2011-02-17,0.298535534464882
2011-02-18,0.361872356546793
2011-02-19,0.291801360363519
2011-02-20,0.358861300322836
2011-02-21,0.351611577083991
2011-02-22,0.382422900849083
2011-02-23,0.440420686759845
2011-02-24,0.375173177610238
2011-02-25,0.407796932185041
2011-02-26,0.500230903480318
2011-02-27,0.548738299564689
2011-02-28,0.414505490200174
2011-03-01,0.359238091506817
2011-03-02,0.464246149024195
2011-03-03,0.513986807848217
2011-03-04,0.610704755561592
2011-03-05,0.765453471902993
2011-03-06,0.757163362098989
2011-03-07,0.583071056214914
2011-03-08,0.516750177782885
2011-03-09,0.503590332559942
2011-03-10,0.41663112167079
2011-03-11,0.492382234701844
2011-03-12,0.530257791217371
2011-03-13,0.443144011231659
2011-03-14,0.424206232973896
2011-03-15,0.424206232973896
2011-03-16,0.51510756861116
2011-03-17,0.534045346868923
2011-03-18,0.454506678186317
2011-03-19,0.435568899928554
2011-03-20,0.518895124262713
2011-03-21,0.560558236429792
2011-03-22,0.450719122534764
2011-03-23,0.594646237293766
2011-03-24,0.575708459036003
2011-03-25,0.59678695292035
2011-03-26,0.473188789594268
2011-03-27,0.490333310956379
2011-03-28,0.576055917766935
2011-03-29,0.558911396404824
2011-03-30,0.534909066497868
2011-03-31,0.689209758756868
2011-04-01,0.603487151946312
2011-04-02,0.617202769036001
2011-04-03,0.60005824767389
2011-04-04,0.610344960491157
2011-04-05,0.677833306935831
2011-04-06,0.605826777408803
2011-04-07,0.601733353237122
2011-04-08,0.679508412499063
2011-04-09,0.638574170782252
2011-04-10,0.708162381700831
2011-04-11,0.66722813998402
2011-04-12,0.66722813998402
2011-04-13,0.794124289306135
2011-04-14,0.654947867468977
2011-04-15,0.55670568734863
2011-04-16,0.708162381700831
2011-04-17,0.736816350902599
2011-04-18,0.660518719570172
2011-04-19,0.706956041464806
2011-04-20,0.661049805006052
2011-04-21,0.674821675943678
2011-04-22,0.807949761674064
2011-04-23,0.789587267090563
2011-04-24,0.743681030631809
2011-04-25,0.88139974000807
2011-04-26,0.895171610945696
2011-04-27,0.840084127195192
2011-04-28,0.75286227792356
2011-04-29,0.918124729175073
2011-04-30,1.01573848814116
2011-05-01,0.97586000943528
2011-05-02,1.07399118356844
2011-05-03,1.06853945167215
2011-05-04,1.07399118356844
2011-05-05,1.19392928528674
2011-05-06,1.18847755339045
2011-05-07,1.16667062580531
2011-05-08,1.19392928528674
2011-05-09,1.38366223925104
2011-05-10,1.43201375569862
2011-05-11,1.49461544993681
2011-05-12,1.32246079078179
2011-05-13,1.6198188384132
2011-05-14,1.89370125070529
2011-05-15,1.72154659155026
