time,SplyCur
2009-09-05,1114450.0
2009-09-06,1117850.0
2009-09-07,1121750.0
2009-09-08,1125200.0
2009-09-09,1127900.0
2009-09-10,1131250.0
2009-09-11,1134600.0
2009-09-12,1138050.0
2009-09-13,1141800.0
2009-09-14,1145500.0
2009-09-15,1147700.0
2009-09-16,1151300.0
2009-09-17,1155500.0
2009-09-18,1159400.0
2009-09-19,1163100.0
2009-09-20,1167000.0
2009-09-21,1170450.0
2009-09-22,1171700.0
2009-09-23,1173500.0
2009-09-24,1178350.0
2009-09-25,1182900.0
2009-09-26,1187900.0
2009-09-27,1192250.0
2009-09-28,1196500.0
2009-09-29,1200900.0
2009-09-30,1205150.0
2009-10-01,1209250.0
2009-10-02,1212850.0
2009-10-03,1215750.0
2009-10-04,1218400.0
2009-10-05,1221150.0
2009-10-06,1223300.0
2009-10-07,1226300.0
2009-10-08,1229800.0
2009-10-09,1233750.0
2009-10-10,1237600.0
2009-10-11,1241300.0
2009-10-12,1244200.0
2009-10-13,1247050.0
2009-10-14,1250500.0
2009-10-15,1254050.0
2009-10-16,1257050.0
2009-10-17,1259900.0
2009-10-18,1263600.0
2009-10-19,1269200.0
2009-10-20,1273950.0
2009-10-21,1277950.0
2009-10-22,1282450.0
2009-10-23,1286900.0
2009-10-24,1290000.0
2009-10-25,1293800.0
2009-10-26,1297350.0
2009-10-27,1300550.0
2009-10-28,1303850.0
2009-10-29,1306150.0
2009-10-30,1309150.0
2009-10-31,1311450.0
2009-11-01,1312700.0
2009-11-02,1314350.0
2009-11-03,1317450.0
2009-11-04,1320600.0
2009-11-05,1323450.0
2009-11-06,1326550.0
2009-11-07,1330000.0
2009-11-08,1333650.0
2009-11-09,1336850.0
2009-11-10,1340750.0
2009-11-11,1343950.0
2009-11-12,1347250.0
2009-11-13,1351250.0
2009-11-14,1355200.0
2009-11-15,1360000.0
2009-11-16,1364850.0
2009-11-17,1369450.0
2009-11-18,1373400.0
2009-11-19,1376900.0
2009-11-20,1381200.0
2009-11-21,1384850.0
2009-11-22,1390150.0
2009-11-23,1394950.0
2009-11-24,1399600.0
2009-11-25,1404100.0
2009-11-26,1408300.0
2009-11-27,1412000.0
2009-11-28,1415550.0
2009-11-29,1418550.0
2009-11-30,1422300.0
2009-12-01,1425950.0
2009-12-02,1430650.0
2009-12-03,1435050.0
2009-12-04,1436850.0
2009-12-05,1440050.0
2009-12-06,1445200.0
2009-12-07,1450800.0
2009-12-08,1456050.0
2009-12-09,1460850.0
2009-12-10,1466050.0
2009-12-11,1471650.0
2009-12-12,1477150.0
2009-12-13,1482850.0
2009-12-14,1487950.0
2009-12-15,1493450.0
2009-12-16,1500250.0
2009-12-17,1508700.0
2009-12-18,1519950.0
2009-12-19,1529850.0
2009-12-20,1538600.0
2009-12-21,1547350.0
2009-12-22,1555450.0
2009-12-23,1563150.0
2009-12-24,1570850.0
2009-12-25,1578300.0
2009-12-26,1587000.0
2009-12-27,1595350.0
2009-12-28,1602200.0
2009-12-29,1610750.0
2009-12-30,1617800.0
2009-12-31,1624700.0
2010-01-01,1631300.0
2010-01-02,1637600.0
2010-01-03,1646900.0
2010-01-04,1655950.0
2010-01-05,1665850.0
2010-01-06,1674000.0
2010-01-07,1681700.0
2010-01-08,1689350.0
2010-01-09,1696900.0
2010-01-10,1706400.0
2010-01-11,1714350.0
2010-01-12,1722300.0
2010-01-13,1730500.0
2010-01-14,1737650.0
2010-01-15,1744700.0
2010-01-16,1750950.0
2010-01-17,1757500.0
2010-01-18,1763750.0
2010-01-19,1769950.0
2010-01-20,1777850.0
2010-01-21,1786600.0
2010-01-22,1793250.0
2010-01-23,1801250.0
2010-01-24,1808950.0
2010-01-25,1819500.0
2010-01-26,1829250.0
2010-01-27,1837450.0
2010-01-28,1846300.0
2010-01-29,1856150.0
2010-01-30,1866650.0
2010-01-31,1874900.0
2010-02-01,1884100.0
2010-02-02,1891350.0
2010-02-03,1904850.0
2010-02-04,1916300.0
2010-02-05,1927450.0
2010-02-06,1937050.0
2010-02-07,1947900.0
2010-02-08,1957900.0
2010-02-09,1968250.0
2010-02-10,1976650.0
2010-02-11,1985100.0
2010-02-12,1994250.0
2010-02-13,2005850.0
2010-02-14,2016250.0
2010-02-15,2025050.0
2010-02-16,2034800.0
2010-02-17,2046750.0
2010-02-18,2057150.0
2010-02-19,2066750.0
2010-02-20,2077150.0
2010-02-21,2088300.0
2010-02-22,2101300.0
2010-02-23,2113800.0
2010-02-24,2122350.0
2010-02-25,2130050.0
2010-02-26,2138650.0
2010-02-27,2147250.0
2010-02-28,2155050.0
2010-03-01,2164800.0
2010-03-02,2174200.0
2010-03-03,2181800.0
2010-03-04,2191050.0
2010-03-05,2199600.0
2010-03-06,2208450.0
2010-03-07,2217400.0
2010-03-08,2223650.0
2010-03-09,2230950.0
2010-03-10,2239050.0
2010-03-11,2245700.0
2010-03-12,2251750.0
2010-03-13,2259400.0
2010-03-14,2265650.0
2010-03-15,2272400.0
2010-03-16,2278700.0
2010-03-17,2285500.0
2010-03-18,2292500.0
2010-03-19,2300150.0
2010-03-20,2309750.0
2010-03-21,2318900.0
2010-03-22,2327850.0
2010-03-23,2338200.0
2010-03-24,2346750.0
2010-03-25,2356100.0
2010-03-26,2365950.0
2010-03-27,2374850.0
2010-03-28,2384150.0
2010-03-29,2393900.0
2010-03-30,2404650.0
2010-03-31,2415100.0
2010-04-01,2423500.0
2010-04-02,2431300.0
2010-04-03,2439350.0
2010-04-04,2447900.0
2010-04-05,2455550.0
2010-04-06,2463500.0
2010-04-07,2473150.0
2010-04-08,2482300.0
2010-04-09,2491750.0
2010-04-10,2504750.0
2010-04-11,2515900.0
2010-04-12,2526050.0
2010-04-13,2535500.0
2010-04-14,2544500.0
2010-04-15,2555300.0
2010-04-16,2565400.0
2010-04-17,2576450.0
2010-04-18,2588700.0
2010-04-19,2600300.0
2010-04-20,2610550.0
2010-04-21,2621500.0
2010-04-22,2629450.0
2010-04-23,2636950.0
2010-04-24,2645350.0
2010-04-25,2653250.0
2010-04-26,2661450.0
2010-04-27,2670450.0
2010-04-28,2679450.0
2010-04-29,2686800.0
2010-04-30,2694000.0
2010-05-01,2703150.0
2010-05-02,2710900.0
2010-05-03,2718850.0
2010-05-04,2725650.0
2010-05-05,2732500.0
2010-05-06,2739950.0
2010-05-07,2746550.0
2010-05-08,2754250.0
2010-05-09,2761400.0
2010-05-10,2767800.0
2010-05-11,2773350.0
2010-05-12,2779700.0
2010-05-13,2786100.0
2010-05-14,2792250.0
2010-05-15,2796800.0
2010-05-16,2802450.0
2010-05-17,2809600.0
2010-05-18,2818000.0
2010-05-19,2826200.0
2010-05-20,2836350.0
2010-05-21,2845150.0
2010-05-22,2854900.0
2010-05-23,2865450.0
2010-05-24,2874850.0
2010-05-25,2885350.0
2010-05-26,2896500.0
2010-05-27,2906100.0
2010-05-28,2917250.0
2010-05-29,2926450.0
2010-05-30,2933900.0
2010-05-31,2941000.0
2010-06-01,2947750.0
2010-06-02,2955100.0
2010-06-03,2962700.0
2010-06-04,2968950.0
2010-06-05,2976200.0
2010-06-06,2983600.0
2010-06-07,2991450.0
2010-06-08,2999450.0
2010-06-09,3007850.0
2010-06-10,3015850.0
2010-06-11,3024250.0
2010-06-12,3031000.0
2010-06-13,3039600.0
2010-06-14,3047650.0
2010-06-15,3056850.0
2010-06-16,3063950.0
2010-06-17,3071250.0
2010-06-18,3078750.0
2010-06-19,3086250.0
2010-06-20,3095500.0
2010-06-21,3103200.0
2010-06-22,3111000.0
2010-06-23,3120350.0
2010-06-24,3128800.0
2010-06-25,3136300.0
2010-06-26,3144250.0
2010-06-27,3153150.0
2010-06-28,3160750.0
2010-06-29,3169200.0
2010-06-30,3178300.0
2010-07-01,3188850.0
2010-07-02,3197200.0
2010-07-03,3207800.0
2010-07-04,3216100.0
2010-07-05,3225050.0
2010-07-06,3233500.0
2010-07-07,3241300.0
2010-07-08,3248850.0
2010-07-09,3258800.0
2010-07-10,3268700.0
2010-07-11,3277650.0
2010-07-12,3310600.0
2010-07-13,3345200.0
2010-07-14,3374100.0
2010-07-15,3405300.0
2010-07-16,3430550.0
2010-07-17,3439200.0
2010-07-18,3447800.0
2010-07-19,3456500.0
2010-07-20,3465550.0
2010-07-21,3475900.0
2010-07-22,3484700.0
2010-07-23,3494400.0
2010-07-24,3503850.0
2010-07-25,3515400.0
2010-07-26,3527550.0
2010-07-27,3535850.0
2010-07-28,3543800.0
2010-07-29,3552800.0
2010-07-30,3561900.0
2010-07-31,3572050.0
2010-08-01,3584000.0
2010-08-02,3596100.0
2010-08-03,3607450.0
2010-08-04,3619600.0
2010-08-05,3630500.0
2010-08-06,3637850.0
2010-08-07,3645600.0
2010-08-08,3655550.0
2010-08-09,3665050.0
2010-08-10,3674600.0
2010-08-11,3686250.0
2010-08-12,3697100.0
2010-08-13,3707850.0
2010-08-14,3721900.0
2010-08-15,3732250.0
2010-08-16,3739600.0
2010-08-17,3746050.0
2010-08-18,3752700.0
2010-08-19,3759450.0
2010-08-20,3769100.0
2010-08-21,3777750.0
2010-08-22,3788350.0
2010-08-23,3799000.0
2010-08-24,3809750.0
2010-08-25,3820550.0
2010-08-26,3831050.0
2010-08-27,3839600.0
2010-08-28,3848100.0
2010-08-29,3856200.0
2010-08-30,3863650.0
2010-08-31,3872850.0
2010-09-01,3880700.0
2010-09-02,3888500.0
2010-09-03,3896700.0
2010-09-04,3905750.0
2010-09-05,3914000.0
2010-09-06,3921900.0
2010-09-07,3929900.0
2010-09-08,3938150.0
2010-09-09,3944900.0
2010-09-10,3953750.0
2010-09-11,3961750.0
2010-09-12,3970600.0
2010-09-13,3979150.0
2010-09-14,3989300.0
2010-09-15,3997750.0
2010-09-16,4008700.0
2010-09-17,4019100.0
2010-09-18,4030950.0
2010-09-19,4041400.0
2010-09-20,4051550.0
2010-09-21,4060150.0
2010-09-22,4068850.0
2010-09-23,4080550.0
2010-09-24,4091950.0
2010-09-25,4102300.0
2010-09-26,4112550.0
2010-09-27,4124000.0
2010-09-28,4134600.0
2010-09-29,4142800.0
2010-09-30,4150100.0
2010-10-01,4157800.0
2010-10-02,4162800.0
2010-10-03,4168900.0
2010-10-04,4176550.0
2010-10-05,4182850.0
2010-10-06,4191400.0
2010-10-07,4199400.0
2010-10-08,4207100.0
2010-10-09,4215000.0
2010-10-10,4223900.0
2010-10-11,4231850.0
2010-10-12,4239600.0
2010-10-13,4248400.0
2010-10-14,4258650.0
2010-10-15,4267500.0
2010-10-16,4280400.0
2010-10-17,4293900.0
2010-10-18,4306350.0
2010-10-19,4319150.0
2010-10-20,4332350.0
2010-10-21,4341650.0
2010-10-22,4349350.0
2010-10-23,4358100.0
2010-10-24,4368350.0
2010-10-25,4378500.0
2010-10-26,4390550.0
2010-10-27,4401200.0
2010-10-28,4412150.0
2010-10-29,4423300.0
2010-10-30,4435900.0
2010-10-31,4444850.0
2010-11-01,4453700.0
2010-11-02,4462500.0
2010-11-03,4472000.0
2010-11-04,4482050.0
2010-11-05,4493000.0
2010-11-06,4503900.0
2010-11-07,4515950.0
2010-11-08,4529700.0
2010-11-09,4540550.0
2010-11-10,4550700.0
2010-11-11,4561650.0
2010-11-12,4570100.0
2010-11-13,4581250.0
2010-11-14,4593950.0
2010-11-15,4603950.0
2010-11-16,4613800.0
2010-11-17,4626150.0
2010-11-18,4639000.0
2010-11-19,4646500.0
2010-11-20,4652300.0
2010-11-21,4659300.0
2010-11-22,4667450.0
2010-11-23,4674450.0
2010-11-24,4683300.0
2010-11-25,4692350.0
2010-11-26,4702050.0
2010-11-27,4711050.0
2010-11-28,4719650.0
2010-11-29,4730100.0
2010-11-30,4740200.0
2010-12-01,4749600.0
2010-12-02,4759000.0
2010-12-03,4768450.0
2010-12-04,4779900.0
2010-12-05,4791850.0
2010-12-06,4803900.0
2010-12-07,4815850.0
2010-12-08,4827750.0
2010-12-09,4838900.0
2010-12-10,4846250.0
2010-12-11,4855000.0
2010-12-12,4863550.0
2010-12-13,4870600.0
2010-12-14,4879150.0
2010-12-15,4888950.0
2010-12-16,4897600.0
2010-12-17,4905900.0
2010-12-18,4913950.0
2010-12-19,4923150.0
2010-12-20,4931100.0
2010-12-21,4940900.0
2010-12-22,4948750.0
2010-12-23,4956000.0
2010-12-24,4963400.0
2010-12-25,4971800.0
2010-12-26,4979050.0
2010-12-27,4987350.0
2010-12-28,4995800.0
2010-12-29,5004050.0
2010-12-30,5012500.0
2010-12-31,5020600.0
2011-01-01,5029650.0
2011-01-02,5038400.0
2011-01-03,5046200.0
2011-01-04,5053250.0
2011-01-05,5060950.0
2011-01-06,5068000.0
2011-01-07,5076200.0
2011-01-08,5084700.0
2011-01-09,5092850.0
2011-01-10,5100950.0
2011-01-11,5109550.0
2011-01-12,5117900.0
2011-01-13,5127300.0
2011-01-14,5136350.0
2011-01-15,5144200.0
2011-01-16,5152900.0
2011-01-17,5161950.0
2011-01-18,5169000.0
2011-01-19,5177450.0
2011-01-20,5186750.0
2011-01-21,5195450.0
2011-01-22,5203700.0
2011-01-23,5212200.0
2011-01-24,5221600.0
2011-01-25,5229400.0
2011-01-26,5238400.0
2011-01-27,5246400.0
2011-01-28,5254300.0
2011-01-29,5262350.0
2011-01-30,5270150.0
2011-01-31,5278650.0
2011-02-01,5286850.0
2011-02-02,5294750.0
2011-02-03,5302750.0
2011-02-04,5312450.0
2011-02-05,5321400.0
2011-02-06,5330250.0
2011-02-07,5340400.0
2011-02-08,5348800.0
2011-02-09,5358400.0
2011-02-10,5367700.0
2011-02-11,5377000.0
2011-02-12,5386800.0
2011-02-13,5396700.0
2011-02-14,5406500.0
2011-02-15,5417750.0
2011-02-16,5429350.0
2011-02-17,5440900.0
2011-02-18,5451500.0
2011-02-19,5459550.0
2011-02-20,5469450.0
2011-02-21,5479150.0
2011-02-22,5489700.0
2011-02-23,5501850.0
2011-02-24,5512200.0
2011-02-25,5523450.0
2011-02-26,5537250.0
2011-02-27,5549450.0
2011-02-28,5556950.0
2011-03-01,5563450.0
2011-03-02,5571850.0
2011-03-03,5581150.0
2011-03-04,5592200.0
2011-03-05,5606050.0
2011-03-06,5619750.0
2011-03-07,5630300.0
2011-03-08,5639650.0
2011-03-09,5647650.0
2011-03-10,5653150.0
2011-03-11,5659650.0
2011-03-12,5666650.0
2011-03-13,5672500.0
2011-03-14,5678100.0
2011-03-15,5683700.0
2011-03-16,5690500.0
2011-03-17,5697550.0
2011-03-18,5703550.0
2011-03-19,5709300.0
2011-03-20,5716150.0
2011-03-21,5723550.0
2011-03-22,5729500.0
2011-03-23,5737350.0
2011-03-24,5744950.0
2011-03-25,5753600.0
2011-03-26,5760500.0
2011-03-27,5767650.0
2011-03-28,5776050.0
2011-03-29,5784200.0
2011-03-30,5792000.0
2011-03-31,5802050.0
2011-04-01,5810850.0
2011-04-02,5819850.0
2011-04-03,5828600.0
2011-04-04,5837500.0
2011-04-05,5847200.0
2011-04-06,5854600.0
2011-04-07,5861950.0
2011-04-08,5870250.0
2011-04-09,5878050.0
2011-04-10,5886700.0
2011-04-11,5894850.0
2011-04-12,5903000.0
2011-04-13,5912700.0
2011-04-14,5920700.0
2011-04-15,5927500.0
2011-04-16,5936150.0
2011-04-17,5945150.0
2011-04-18,5952550.0
2011-04-19,5960250.0
2011-04-20,5967450.0
2011-04-21,5974800.0
2011-04-22,5983600.0
2011-04-23,5992200.0
2011-04-24,6000300.0
2011-04-25,6009900.0
2011-04-26,6019650.0
2011-04-27,6028800.0
2011-04-28,6037000.0
2011-04-29,6047000.0
2011-04-30,6056450.0
2011-05-01,6065400.0
2011-05-02,6075250.0
2011-05-03,6085050.0
2011-05-04,6094900.0
2011-05-05,6105850.0
2011-05-06,6116750.0
2011-05-07,6127450.0
2011-05-08,6138400.0
2011-05-09,6150350.0
2011-05-10,6159500.0
2011-05-11,6169050.0
2011-05-12,6177500.0
2011-05-13,6187850.0
2011-05-14,6199950.0
2011-05-15,6210950.0
2011-05-16,6223300.0
2011-05-17,6236149.98999999
2011-05-18,6250549.98999999
2011-05-19,6259099.98999999
2011-05-20,6270099.98999999
2011-05-21,6281099.98999999
2011-05-22,6293699.98999999
2011-05-23,6307999.98999999
2011-05-24,6322949.98999999
2011-05-25,6338299.98999999
2011-05-26,6353099.98999999
2011-05-27,6361449.98999999
2011-05-28,6369199.98999999
2011-05-29,6378199.98999999
2011-05-30,6385899.98999999
2011-05-31,6393399.98999999
2011-06-01,6402799.98999999
2011-06-02,6412299.98999999
2011-06-03,6422399.98999999
2011-06-04,6433599.98999999
2011-06-05,6443999.98999999
2011-06-06,6455649.98999999
2011-06-07,6464149.98999999
2011-06-08,6473399.98999999
2011-06-09,6484499.98999999
2011-06-10,6495649.98999999
2011-06-11,6508249.98999999
2011-06-12,6519899.98999999
2011-06-13,6531249.98999999
2011-06-14,6543599.98999999
2011-06-15,6557549.98999999
2011-06-16,6566549.98999999
2011-06-17,6575849.98999999
2011-06-18,6585699.98999999
2011-06-19,6596849.98999999
2011-06-20,6608549.98999999
2011-06-21,6621199.98999999
2011-06-22,6634199.98999999
2011-06-23,6646199.98999999
2011-06-24,6656999.98999999
2011-06-25,6664149.98999999
2011-06-26,6671599.98999999
2011-06-27,6680049.98999999
2011-06-28,6688049.98999999
2011-06-29,6696649.98999999
2011-06-30,6706199.98999999
2011-07-01,6714849.98999999
2011-07-02,6723299.98999999
2011-07-03,6731549.98999999
2011-07-04,6740049.98999999
2011-07-05,6746999.98999999
2011-07-06,6754849.98999999
2011-07-07,6761399.98999999
2011-07-08,6769649.98999999
2011-07-09,6777099.98999999
2011-07-10,6783949.98999999
2011-07-11,6791799.98999999
2011-07-12,6798849.98999999
2011-07-13,6808399.98999999
2011-07-14,6815599.98999999
2011-07-15,6823699.98999999
2011-07-16,6831549.98999999
2011-07-17,6840049.98999999
2011-07-18,6848549.98999999
2011-07-19,6855649.98999999
2011-07-20,6863099.98999999
2011-07-21,6870699.98999999
2011-07-22,6878249.98999999
2011-07-23,6885549.98999999
2011-07-24,6893849.98999999
2011-07-25,6902099.98999999
2011-07-26,6910899.98999999
2011-07-27,6919599.98999999
2011-07-28,6927349.98999999
2011-07-29,6935549.98999999
2011-07-30,6943149.98999999
2011-07-31,6951899.98999999
2011-08-01,6960149.98999999
2011-08-02,6967849.98999999
2011-08-03,6975699.98999999
2011-08-04,6982149.98999999
2011-08-05,6989149.98999999
2011-08-06,6995249.98999999
2011-08-07,7001549.98999999
2011-08-08,7008349.98999999
2011-08-09,7015649.98999999
2011-08-10,7023249.98999999
2011-08-11,7030099.98999999
2011-08-12,7036649.98999999
2011-08-13,7043149.98999999
2011-08-14,7049749.98999999
2011-08-15,7056199.98999999
2011-08-16,7063549.98999999
2011-08-17,7070349.98999999
2011-08-18,7077549.98999999
2011-08-19,7084099.98999999
2011-08-20,7091699.98999999
2011-08-21,7099699.98999999
2011-08-22,7108149.98999999
2011-08-23,7115899.98999999
2011-08-24,7122599.98999999
2011-08-25,7129349.98999999
2011-08-26,7136699.98999999
2011-08-27,7142799.98999999
2011-08-28,7148599.98999999
2011-08-29,7155499.98999999
2011-08-30,7162799.98999999
2011-08-31,7170549.98999999
2011-09-01,7176999.98999999
2011-09-02,7184799.98999999
2011-09-03,7192049.98999999
2011-09-04,7198749.98999999
2011-09-05,7206549.98999999
2011-09-06,7214099.98999999
2011-09-07,7220899.98999999
2011-09-08,7227349.98999999
2011-09-09,7235049.98999999
2011-09-10,7241699.98999999
2011-09-11,7247949.98999999
2011-09-12,7254599.98999999
2011-09-13,7261699.98999999
2011-09-14,7268999.98999999
2011-09-15,7276799.98999999
2011-09-16,7282749.98999999
2011-09-17,7289449.98999999
2011-09-18,7297349.98999999
2011-09-19,7303699.98999999
2011-09-20,7310699.98999999
2011-09-21,7317999.98999999
2011-09-22,7325399.98999999
2011-09-23,7332049.98999999
2011-09-24,7338499.98999999
2011-09-25,7345349.98999999
2011-09-26,7352049.98999999
2011-09-27,7358699.98999999
2011-09-28,7366049.98999999
2011-09-29,7372299.98999999
2011-09-30,7378399.98999999
2011-10-01,7385549.98999999
2011-10-02,7391599.98999999
2011-10-03,7398849.98999999
2011-10-04,7404449.98999999
2011-10-05,7411699.98999999
2011-10-06,7418099.98999999
2011-10-07,7424999.98999999
2011-10-08,7430949.98999999
2011-10-09,7437299.98999999
2011-10-10,7443449.98999999
2011-10-11,7448099.98999999
2011-10-12,7454099.98999999
2011-10-13,7458949.98999999
2011-10-14,7465899.98999999
2011-10-15,7472599.98999999
2011-10-16,7478549.98999999
2011-10-17,7484449.98999999
2011-10-18,7490449.98999999
2011-10-19,7497099.98999999
2011-10-20,7502849.98999999
2011-10-21,7508899.98999999
2011-10-22,7513799.98999999
2011-10-23,7519199.98999999
2011-10-24,7525549.98999999
2011-10-25,7531999.98999999
2011-10-26,7537849.98999999
2011-10-27,7542849.98999999
2011-10-28,7548099.98999999
2011-10-29,7553749.98999999
2011-10-30,7559299.98999999
2011-10-31,7565849.98999999
2011-11-01,7573349.98999999
2011-11-02,7581049.98999999
2011-11-03,7587299.98999999
2011-11-04,7594649.98999999
2011-11-05,7601949.98999999
2011-11-06,7609149.98999999
2011-11-07,7615749.98999999
2011-11-08,7623199.98999999
2011-11-09,7631249.98999999
2011-11-10,7638299.98999999
2011-11-11,7644249.98999999
2011-11-12,7651399.98999999
2011-11-13,7658599.98999999
2011-11-14,7665749.98999999
2011-11-15,7673999.98999999
2011-11-16,7680749.98999999
2011-11-17,7687699.98999999
2011-11-18,7694349.98999999
2011-11-19,7700499.98999999
2011-11-20,7707649.98999999
2011-11-21,7713549.98999999
2011-11-22,7720549.98999999
2011-11-23,7727249.98999999
2011-11-24,7732899.98999999
2011-11-25,7739649.98999999
2011-11-26,7745649.98999999
2011-11-27,7751349.98999999
2011-11-28,7757699.98999999
2011-11-29,7764599.98999999
