time,FlowInExNtv
2014-02-03,10245.07996421
2014-02-04,13397.99155943
2014-02-05,15542.69120895
2014-02-06,18449.67145169
2014-02-07,67228.24587015
2014-02-08,19699.13207179
2014-02-09,15828.46274534
2014-02-10,44685.43496285
2014-02-11,30376.18049647
2014-02-12,18063.88048757
2014-02-13,21662.53009692
2014-02-14,31714.25863217
2014-02-15,17023.05069558
2014-02-16,36453.78633475
2014-02-17,23381.86961733
2014-02-18,23994.97700683
2014-02-19,17291.78827605
2014-02-20,29944.47200224
2014-02-21,20914.67819314
2014-02-22,22141.6089797
2014-02-23,19914.44274244
2014-02-24,63246.80145304
2014-02-25,75043.16097171
2014-02-26,29068.52630275
2014-02-27,23942.7819581
2014-02-28,19934.3120927
2014-03-01,12574.12174527
2014-03-02,12120.13890943
2014-03-03,39675.46699741
2014-03-04,45837.04542721
2014-03-05,26669.05232779
2014-03-06,20344.49925898
2014-03-07,18883.59559799
2014-03-08,18908.319262
2014-03-09,10610.24529095
2014-03-10,22752.76390391
2014-03-11,14585.85927778
2014-03-12,26045.12809303
2014-03-13,18276.66503565
2014-03-14,15763.05894576
2014-03-15,12033.57327806
2014-03-16,9525.8852412
2014-03-17,18801.08292683
2014-03-18,18700.61893134
2014-03-19,20571.82665318
2014-03-20,29155.05354622
2014-03-21,23689.73770339
2014-03-22,16682.14888212
2014-03-23,8087.42640005
2014-03-24,21233.38888833
2014-03-25,18826.12619016
2014-03-26,21483.71462144
2014-03-27,57974.05579957
2014-03-28,47139.00674517
2014-03-29,15194.40866066
2014-03-30,34500.26826602
2014-03-31,27564.11158689
2014-04-01,28901.71390537
2014-04-02,32097.87575933
2014-04-03,29324.0578639
2014-04-04,23374.98059879
2014-04-05,16242.23786802
2014-04-06,17416.59879879
2014-04-07,17158.29623768
2014-04-08,14576.33960168
2014-04-09,20103.63648786
2014-04-10,57278.5018211
2014-04-11,31148.08206772
2014-04-12,13293.87598888
2014-04-13,14700.42051385
2014-04-14,25791.7782541
2014-04-15,30789.55054084
2014-04-16,38104.87332644
2014-04-17,24499.32580598
2014-04-18,17837.08604022
2014-04-19,11113.98929113
2014-04-20,9255.5101029
2014-04-21,14055.07601225
2014-04-22,16971.71262957
2014-04-23,14816.31507396
2014-04-24,16332.02822564
2014-04-25,33161.97381223
2014-04-26,16673.06740775
2014-04-27,17056.75001466
2014-04-28,25836.9502699
2014-04-29,23487.73064105
2014-04-30,18738.36082245
2014-05-01,16652.25864078
2014-05-02,12074.04114976
2014-05-03,10022.26500411
2014-05-04,15774.81058305
2014-05-05,18834.00505717
2014-05-06,17123.12100594
2014-05-07,23335.79580697
2014-05-08,15014.81960026
2014-05-09,15602.75308383
2014-05-10,11403.86579844
2014-05-11,15769.95609596
2014-05-12,15531.01109921
2014-05-13,15795.53073987
2014-05-14,18088.34112184
2014-05-15,20066.41420358
2014-05-16,18440.63413554
2014-05-17,7458.6938388
2014-05-18,11183.18561706
2014-05-19,17991.00167831
2014-05-20,34125.43819358
2014-05-21,20292.73962788
2014-05-22,32238.12084785
2014-05-23,35272.58949909
2014-05-24,11224.23507081
2014-05-25,33647.98805735
2014-05-26,24498.97122328
2014-05-27,35412.04421504
2014-05-28,25643.15869947
2014-05-29,18121.11950636
2014-05-30,28701.56091911
2014-05-31,23446.5986544
2014-06-01,34336.69983044
2014-06-02,30009.8453206
2014-06-03,25482.67038801
2014-06-04,24612.97210595
2014-06-05,25436.48061227
2014-06-06,15389.07185354
2014-06-07,13405.43662465
2014-06-08,12414.96449835
2014-06-09,14316.78637769
2014-06-10,21123.75909479
2014-06-11,15596.62610509
2014-06-12,30530.51915033
2014-06-13,30762.38325228
2014-06-14,21778.04653532
2014-06-15,10342.08956752
2014-06-16,27257.06196527
2014-06-17,15616.0269824
2014-06-18,18530.70442189
2014-06-19,23492.33357349
2014-06-20,15015.44830476
2014-06-21,12412.50155086
2014-06-22,10187.37478023
2014-06-23,20827.33291644
2014-06-24,18371.81494271
2014-06-25,24425.7338148
2014-06-26,17477.30936462
2014-06-27,17886.4269283
2014-06-28,10957.34630108
2014-06-29,12242.45990185
2014-06-30,28450.07118587
2014-07-01,42763.03904441
2014-07-02,26242.61621255
2014-07-03,20533.87546529
2014-07-04,17825.86784878
2014-07-05,12874.49603601
2014-07-06,8691.02228883
2014-07-07,20093.12295621
2014-07-08,15471.66312707
2014-07-09,14063.51363585
2014-07-10,19538.1538624
2014-07-11,13720.54974055
2014-07-12,18627.86822108
2014-07-13,19108.29448476
2014-07-14,15378.06481711
2014-07-15,17075.8462132
2014-07-16,24144.6118668
2014-07-17,16195.79424909
2014-07-18,22504.86662666
2014-07-19,9423.43273149
2014-07-20,11146.05193365
2014-07-21,19711.79868894
2014-07-22,20344.94412277
2014-07-23,18354.82407031
2014-07-24,26381.1703483
2014-07-25,21900.4701933
2014-07-26,14389.34066795
2014-07-27,12462.13524529
2014-07-28,22568.16939294
2014-07-29,16070.48760914
2014-07-30,23963.11758565
2014-07-31,19868.07017176
2014-08-01,21276.17066691
2014-08-02,15282.61403966
2014-08-03,8731.28722198
2014-08-04,22172.23955551
2014-08-05,25640.8405202
2014-08-06,21598.50800016
2014-08-07,17119.03456596
2014-08-08,17928.44754008
2014-08-09,10669.40712091
2014-08-10,14854.65759693
2014-08-11,18751.57290537
2014-08-12,27183.59890739
2014-08-13,32291.66162016
2014-08-14,39482.97783638
2014-08-15,37157.40878025
2014-08-16,18813.42777779
2014-08-17,33584.29592866
2014-08-18,58200.68227619
2014-08-19,32685.00427479
2014-08-20,27559.06661387
2014-08-21,39905.33403003
2014-08-22,25230.0159171
2014-08-23,15222.06243659
2014-08-24,15761.72495609
2014-08-25,39730.10847638
2014-08-26,30811.71372325
2014-08-27,28738.35132641
2014-08-28,24763.49385843
2014-08-29,22325.48276165
2014-08-30,22539.02139875
2014-08-31,19463.47173478
2014-09-01,22079.69350833
2014-09-02,27908.55386604
2014-09-03,19846.24624077
2014-09-04,27105.39891707
2014-09-05,20852.6456827
2014-09-06,16931.38291006
2014-09-07,14537.77779013
2014-09-08,23288.72944524
2014-09-09,36305.30082019
2014-09-10,30266.3364734
2014-09-11,23375.49601907
2014-09-12,19162.56507831
2014-09-13,14671.62877213
2014-09-14,16073.73339997
2014-09-15,23392.90285762
2014-09-16,22893.50990324
2014-09-17,25552.5226803
2014-09-18,44363.58400671
2014-09-19,53517.05144762
2014-09-20,27213.50954579
2014-09-21,29636.54211675
2014-09-22,26510.56647339
2014-09-23,42832.29782936
2014-09-24,33469.66999043
2014-09-25,26473.97592317
2014-09-26,33323.2988152
2014-09-27,18217.78242513
2014-09-28,28737.42558399
2014-09-29,36762.69421162
2014-09-30,30773.80668802
2014-10-01,29716.10832624
2014-10-02,30730.54884911
2014-10-03,55793.13781818
2014-10-04,53082.78436992
2014-10-05,142475.34274566
2014-10-06,59205.79547479
2014-10-07,36749.98280963
2014-10-08,49972.40042624
2014-10-09,61055.23366505
2014-10-10,45104.3443001
2014-10-11,33818.17300185
2014-10-12,19848.35771263
2014-10-13,41238.57609785
2014-10-14,42875.14062235
2014-10-15,30731.78595409
2014-10-16,31829.08543025
2014-10-17,27233.47907777
2014-10-18,21353.13196264
2014-10-19,23318.26460702
2014-10-20,29385.26473368
2014-10-21,27885.49214126
2014-10-22,57170.41651364
2014-10-23,34539.20740349
2014-10-24,33543.61913476
2014-10-25,22280.04343189
2014-10-26,19750.83877638
2014-10-27,27990.23984669
2014-10-28,31377.9165989
2014-10-29,32179.06347462
2014-10-30,36348.36937239
2014-10-31,27216.7375185
2014-11-01,23723.44228416
2014-11-02,18123.56858242
2014-11-03,30086.72781309
2014-11-04,59824.40700456
2014-11-05,35671.03132412
2014-11-06,41618.01899107
2014-11-07,40400.06126893
2014-11-08,23787.32681279
2014-11-09,29638.47764871
2014-11-10,47951.47117034
2014-11-11,30538.05878456
2014-11-12,79247.95661869
2014-11-13,82695.20380735
2014-11-14,57884.5313604
2014-11-15,41397.59322168
2014-11-16,36362.38917501
2014-11-17,64410.15235465
2014-11-18,56390.33975288
2014-11-19,44631.51259501
2014-11-20,39391.09796865
2014-11-21,35079.10452259
2014-11-22,22487.51197245
2014-11-23,23345.92317887
2014-11-24,44110.62630403
2014-11-25,44715.92983807
2014-11-26,35696.68929385
2014-11-27,23959.611404
2014-11-28,38145.36034751
2014-11-29,35640.64212032
2014-11-30,23997.64848024
2014-12-01,30606.01274289
2014-12-02,42775.79228881
2014-12-03,38570.58174017
2014-12-04,63637.55852276
2014-12-05,48793.47372904
2014-12-06,28044.82195014
2014-12-07,24707.8612686
2014-12-08,53818.46256205
2014-12-09,38104.52208453
2014-12-10,35803.26169889
2014-12-11,42777.14207935
2014-12-12,28703.45484976
2014-12-13,28439.04741227
2014-12-14,19895.79697701
2014-12-15,32382.56284583
2014-12-16,49469.33376567
2014-12-17,57441.86768486
2014-12-18,64225.70336969
2014-12-19,42621.36337626
2014-12-20,35498.35513517
2014-12-21,25302.87002664
2014-12-22,46859.62932756
2014-12-23,52570.47511409
2014-12-24,31484.88323042
2014-12-25,34072.14878912
2014-12-26,29527.97597159
2014-12-27,32695.25116731
2014-12-28,18156.83659182
2014-12-29,32554.40483466
2014-12-30,27116.35478684
2014-12-31,33261.97620367
2015-01-01,16655.56982292
2015-01-02,21262.64840605
2015-01-03,50493.72810347
2015-01-04,64566.61293099
2015-01-05,51721.86587131
2015-01-06,36423.21763871
2015-01-07,44836.2304695
2015-01-08,40095.35451577
2015-01-09,62296.52208263
2015-01-10,54664.42460211
2015-01-11,59401.995144
2015-01-12,71037.09622164
2015-01-13,112070.6104502
2015-01-14,152620.20715903
2015-01-15,93960.60654651
2015-01-16,72738.22267594
2015-01-17,47777.56444994
2015-01-18,49058.11809522
2015-01-19,47392.11093361
2015-01-20,54776.31337859
2015-01-21,77959.19086714
2015-01-22,64600.14951969
2015-01-23,58289.56576225
2015-01-24,41889.88462822
2015-01-25,38935.4682107
2015-01-26,104118.41560033
2015-01-27,53295.25131154
2015-01-28,58083.62427782
2015-01-29,68434.05207882
2015-01-30,53427.63662819
2015-01-31,47409.14885982
2015-02-01,32666.34846033
2015-02-02,46985.41262526
2015-02-03,55472.10391017
2015-02-04,44687.59624126
2015-02-05,46134.08486247
2015-02-06,44446.74593262
2015-02-07,38646.0314987
2015-02-08,34654.00706051
2015-02-09,45595.85513585
2015-02-10,47200.83600887
2015-02-11,53071.32298878
2015-02-12,32599.65942304
2015-02-13,72232.18901344
2015-02-14,49217.02499928
2015-02-15,46406.86830736
2015-02-16,33570.57967186
2015-02-17,37730.64500751
2015-02-18,38276.37910571
2015-02-19,31617.49802118
2015-02-20,38064.07293266
2015-02-21,23584.90611573
2015-02-22,22847.20887142
2015-02-23,42848.50902201
2015-02-24,33658.17670185
2015-02-25,40772.67143397
2015-02-26,36192.42784245
2015-02-27,70113.47046108
2015-02-28,29145.67990617
2015-03-01,27365.28375107
2015-03-02,54697.73373134
2015-03-03,56024.8526717
2015-03-04,45735.38912168
2015-03-05,48538.61846094
2015-03-06,45184.80061584
2015-03-07,31177.08154056
2015-03-08,26321.14398943
2015-03-09,54587.55941875
2015-03-10,60724.09494701
2015-03-11,42692.282532
2015-03-12,46080.20081795
2015-03-13,53187.80288851
2015-03-14,31084.15984712
2015-03-15,18779.42384244
2015-03-16,35998.38034005
2015-03-17,37360.76078059
2015-03-18,71935.76371269
2015-03-19,64008.6609378
2015-03-20,44694.50843391
2015-03-21,33619.02335281
2015-03-22,28357.91139337
2015-03-23,46461.40278737
2015-03-24,59257.85286219
2015-03-25,55576.17968587
2015-03-26,57805.63647843
2015-03-27,47107.62786489
2015-03-28,35153.27413516
2015-03-29,35787.26420642
2015-03-30,42953.62496253
2015-03-31,42543.29728452
2015-04-01,37548.8650889
2015-04-02,43518.08572802
2015-04-03,39938.55063965
2015-04-04,22391.00773573
2015-04-05,28749.3586351
2015-04-06,35176.28359695
2015-04-07,44422.73074716
2015-04-08,57768.58257725
2015-04-09,44470.94300892
2015-04-10,41556.24079472
2015-04-11,34927.68019587
2015-04-12,27614.59332014
2015-04-13,68571.32712914
2015-04-14,66245.29450733
2015-04-15,47861.34465649
2015-04-16,53745.95505268
2015-04-17,53648.76736833
2015-04-18,40074.89629081
2015-04-19,29033.18453648
2015-04-20,46306.67234854
2015-04-21,45978.61193374
2015-04-22,42946.06288166
2015-04-23,38281.80558026
2015-04-24,45598.53877514
2015-04-25,36704.39065523
2015-04-26,49641.86063971
2015-04-27,60938.66938367
2015-04-28,50316.17694462
2015-04-29,41786.51320792
2015-04-30,55148.54878534
2015-05-01,43135.38961128
2015-05-02,23145.47515368
2015-05-03,42895.100801
2015-05-04,54264.03135696
2015-05-05,40210.17321005
2015-05-06,47222.26883061
2015-05-07,42498.11016511
2015-05-08,55593.94580116
2015-05-09,37942.81654077
2015-05-10,27927.29224077
2015-05-11,54524.95656336
2015-05-12,43615.34836371
2015-05-13,60667.9455164
2015-05-14,47791.30577215
2015-05-15,36566.70685117
2015-05-16,28828.83395532
2015-05-17,22326.66640064
2015-05-18,47157.14043842
2015-05-19,48254.6680398
2015-05-20,48088.34636835
2015-05-21,48432.88336241
2015-05-22,59266.08242792
2015-05-23,34069.49718382
2015-05-24,32371.81747368
2015-05-25,41560.83026576
2015-05-26,48195.00362209
2015-05-27,56039.0601059
2015-05-28,44455.21358618
2015-05-29,50513.02311532
2015-05-30,40643.14375945
2015-05-31,33401.19859057
2015-06-01,63346.53194734
2015-06-02,58371.2143123
2015-06-03,53525.3592723
2015-06-04,48239.95593536
2015-06-05,51415.17676391
2015-06-06,35287.84106177
2015-06-07,35087.3454424
2015-06-08,64647.32397057
2015-06-09,53459.5844612
2015-06-10,49566.84395017
2015-06-11,47905.81449443
2015-06-12,50915.31432994
2015-06-13,40816.58693099
2015-06-14,42872.99296093
2015-06-15,65558.30805093
2015-06-16,96697.5869176
2015-06-17,89593.7651713
2015-06-18,64417.68348873
2015-06-19,109466.22191303
2015-06-20,41218.32481052
2015-06-21,31154.61574454
2015-06-22,46892.97433829
2015-06-23,46338.01656303
2015-06-24,53520.80390392
2015-06-25,48895.88350304
2015-06-26,59660.71648546
2015-06-27,44382.80471302
2015-06-28,36978.23307539
2015-06-29,74408.20176009
2015-06-30,79172.64279438
2015-07-01,66466.58082733
2015-07-02,60021.45851584
2015-07-03,49165.67110432
2015-07-04,35766.29085197
2015-07-05,72581.081567
2015-07-06,96549.0450114
2015-07-07,72137.98794814
2015-07-08,54352.35093017
2015-07-09,87623.62257559
2015-07-10,127377.54208301
2015-07-11,69114.83866436
2015-07-12,60936.59285366
2015-07-13,67760.70391414
2015-07-14,62949.90518001
2015-07-15,60273.82623952
2015-07-16,71880.61459887
2015-07-17,48818.36921073
2015-07-18,45762.28921818
2015-07-19,37491.9856692
2015-07-20,40462.83326165
2015-07-21,48213.5231693
2015-07-22,41969.40386597
2015-07-23,51967.49443187
2015-07-24,68279.52475626
2015-07-25,40664.17109718
2015-07-26,28306.16174279
2015-07-27,50850.02957907
2015-07-28,71747.1215548
2015-07-29,49205.02720861
2015-07-30,53417.35531717
2015-07-31,53614.38873154
2015-08-01,44458.42805728
2015-08-02,31886.965653
2015-08-03,48111.95367652
2015-08-04,65135.2982403
2015-08-05,82888.29944928
2015-08-06,68627.83746016
2015-08-07,67992.8030083
2015-08-08,87960.61378938
2015-08-09,40596.90720442
2015-08-10,61480.8606189
2015-08-11,62875.10658499
2015-08-12,73141.52179956
2015-08-13,58661.33921029
2015-08-14,100373.3942063
2015-08-15,47751.02635382
2015-08-16,78267.68273238
2015-08-17,147473.61689227
2015-08-18,134941.90633494
2015-08-19,97974.38552789
2015-08-20,93436.47575647
2015-08-21,60425.3118465
2015-08-22,55958.29325124
2015-08-23,42558.85236474
2015-08-24,124231.6400823
2015-08-25,107357.42466266
2015-08-26,85298.07963324
2015-08-27,73992.00296831
2015-08-28,88842.83482451
2015-08-29,39838.63974386
2015-08-30,28232.64811057
2015-08-31,56506.70500281
2015-09-01,61458.32659947
2015-09-02,56375.49942267
2015-09-03,78445.71854484
2015-09-04,65168.97685395
2015-09-05,51198.32164103
2015-09-06,55653.26482708
2015-09-07,47225.28510537
2015-09-08,70178.11197032
2015-09-09,77201.44466698
2015-09-10,89646.27711051
2015-09-11,64096.54153533
2015-09-12,36764.81635738
2015-09-13,48006.25600947
2015-09-14,68988.18425454
2015-09-15,75653.37144239
2015-09-16,95749.41825737
2015-09-17,71819.54315656
2015-09-18,65411.52900897
2015-09-19,40130.37003915
2015-09-20,36955.78556451
2015-09-21,82156.0064714
2015-09-22,80334.20545349
2015-09-23,51398.47345813
2015-09-24,52503.44200118
2015-09-25,68455.08555085
2015-09-26,47405.0657085
2015-09-27,29364.13539896
2015-09-28,79856.17643468
2015-09-29,86136.31337225
2015-09-30,66334.1857559
2015-10-01,91437.7142999
2015-10-02,84179.52463339
2015-10-03,56461.65389381
2015-10-04,42450.20877216
2015-10-05,62465.94022619
2015-10-06,71948.38531803
2015-10-07,62648.71270072
2015-10-08,94316.83915264
2015-10-09,57910.76469949
2015-10-10,46412.70294357
2015-10-11,42618.07583502
2015-10-12,75058.58302073
2015-10-13,92948.64392961
2015-10-14,98571.1658758
2015-10-15,86414.28677443
2015-10-16,111888.19694181
2015-10-17,120335.75886983
2015-10-18,61543.73697957
2015-10-19,90613.42338085
2015-10-20,91953.23809716
2015-10-21,79449.52757788
2015-10-22,95942.19445425
2015-10-23,83123.49969449
2015-10-24,74423.70672246
2015-10-25,96719.67203918
2015-10-26,95220.91689255
2015-10-27,108252.55734003
2015-10-28,127563.41573548
2015-10-29,148569.69429528
2015-10-30,164859.20196596
2015-10-31,116641.1155108
2015-11-01,115421.33443433
2015-11-02,174827.63692515
2015-11-03,204983.36026291
2015-11-04,207506.62166523
2015-11-05,200967.10613676
2015-11-06,131006.85679826
2015-11-07,111514.21302268
2015-11-08,91192.86509649
2015-11-09,135070.54943337
2015-11-10,136469.30581138
2015-11-11,170959.03424293
2015-11-12,148125.59185238
2015-11-13,121697.3280517
2015-11-14,101307.27151618
2015-11-15,111920.22867096
2015-11-16,115176.16517429
2015-11-17,108335.40112247
2015-11-18,98981.99559495
2015-11-19,106251.87117911
2015-11-20,94314.20927074
2015-11-21,78936.64873974
2015-11-22,60203.80942583
2015-11-23,71749.63788667
2015-11-24,81980.24742625
2015-11-25,104043.00614782
2015-11-26,145113.19180744
2015-11-27,105643.58473762
2015-11-28,81308.2396361
2015-11-29,75465.39050461
2015-11-30,115184.41477494
2015-12-01,204073.79598784
2015-12-02,114338.29257008
2015-12-03,83647.15599501
2015-12-04,80137.12129751
2015-12-05,134077.40407058
2015-12-06,127990.33443157
2015-12-07,109217.87454019
2015-12-08,105715.95318117
2015-12-09,127793.69510141
2015-12-10,106399.06292661
2015-12-11,125244.90346929
2015-12-12,102220.31082138
2015-12-13,93319.19343639
2015-12-14,113712.97718926
2015-12-15,126096.49618271
2015-12-16,118700.47385708
2015-12-17,95794.32920945
2015-12-18,112784.32449268
2015-12-19,99303.85812962
2015-12-20,98874.45758116
2015-12-21,128081.58782296
2015-12-22,113554.89867632
2015-12-23,117693.28817403
2015-12-24,131980.1268257
2015-12-25,83731.64583682
2015-12-26,110407.39292651
2015-12-27,40139.88074396
2015-12-28,51005.92025963
2015-12-29,51091.64934565
2015-12-30,50469.93047624
2015-12-31,56537.11561833
2016-01-01,32032.87430205
2016-01-02,25800.50559998
2016-01-03,38369.1069672
2016-01-04,45717.59855638
2016-01-05,52200.86984793
2016-01-06,44046.50545863
2016-01-07,96018.48916851
2016-01-08,70249.79333836
2016-01-09,36793.20324383
2016-01-10,33470.34934654
2016-01-11,54502.45661487
2016-01-12,50638.05453168
2016-01-13,73676.1001528
2016-01-14,49163.65544342
2016-01-15,123655.60288305
2016-01-16,81711.73434054
2016-01-17,44155.12032213
2016-01-18,56320.49410962
2016-01-19,60197.48953542
2016-01-20,113804.38054249
2016-01-21,85398.58315306
2016-01-22,98988.02518481
2016-01-23,62306.75490117
2016-01-24,68772.20204111
2016-01-25,105915.53452647
2016-01-26,85843.44300331
2016-01-27,94304.46477698
2016-01-28,73408.26955828
2016-01-29,108295.01935881
2016-01-30,66224.95807207
2016-01-31,56626.51469579
2016-02-01,98634.79398397
2016-02-02,91423.51826341
2016-02-03,80193.22219596
2016-02-04,101940.08709207
2016-02-05,101501.24619681
2016-02-06,69702.56019581
2016-02-07,50220.243998
2016-02-08,71407.39448651
2016-02-09,88799.46347184
2016-02-10,134073.19094824
2016-02-11,99137.81575269
2016-02-12,93842.84013521
2016-02-13,77158.30173599
2016-02-14,89020.77227446
2016-02-15,116361.6863211
2016-02-16,96901.10559663
2016-02-17,102878.61034025
2016-02-18,104708.94312434
2016-02-19,93462.58828266
2016-02-20,100339.16589961
2016-02-21,95244.75180964
2016-02-22,95005.09125732
2016-02-23,118368.95036405
2016-02-24,90941.29143094
2016-02-25,95896.77672739
2016-02-26,112991.63888955
2016-02-27,75176.29968312
2016-02-28,134980.96836282
2016-02-29,216756.2707855
2016-03-01,210598.31489526
2016-03-02,188145.55349297
2016-03-03,152163.36422123
2016-03-04,113430.87491698
2016-03-05,164131.60152457
2016-03-06,93306.33814774
2016-03-07,111415.6434079
2016-03-08,90208.520151
2016-03-09,96330.37979147
2016-03-10,87227.50576104
2016-03-11,91691.94438754
2016-03-12,79862.83527661
2016-03-13,63545.99983281
2016-03-14,79775.03112008
2016-03-15,82933.041653
2016-03-16,72380.15255454
2016-03-17,81205.1578958
2016-03-18,91771.0634793
2016-03-19,57962.64691624
2016-03-20,57666.14663282
2016-03-21,71979.73999537
2016-03-22,81081.72901868
2016-03-23,69058.01903764
2016-03-24,75480.84441371
2016-03-25,55854.9204574
2016-03-26,41395.32900232
2016-03-27,63458.23352221
2016-03-28,77382.64125704
2016-03-29,83423.64583186
2016-03-30,71303.74480803
2016-03-31,73377.81437066
2016-04-01,68956.94454641
2016-04-02,60443.8726395
2016-04-03,48205.07631419
2016-04-04,62676.73243631
2016-04-05,81400.4650048
2016-04-06,69263.15083534
2016-04-07,84762.8671115
2016-04-08,70518.33235239
2016-04-09,57734.33654025
2016-04-10,62209.83326518
2016-04-11,66006.92265166
2016-04-12,87337.34208786
2016-04-13,73657.67006558
2016-04-14,52760.56832753
2016-04-15,79668.41223815
2016-04-16,49147.93260647
2016-04-17,52721.35876434
2016-04-18,67443.49175862
2016-04-19,71492.14611197
2016-04-20,83208.82377854
2016-04-21,70088.87247326
2016-04-22,68816.50898862
2016-04-23,54975.98376347
2016-04-24,62100.36477557
2016-04-25,82223.47510787
2016-04-26,95084.04293385
2016-04-27,91951.12658999
2016-04-28,86409.04591523
2016-04-29,61279.32051792
2016-04-30,50039.1443384
2016-05-01,38306.5969821
2016-05-02,69550.12371987
2016-05-03,66868.97888602
2016-05-04,109072.17771897
2016-05-05,70731.26348942
2016-05-06,75231.00368417
2016-05-07,46913.483897
2016-05-08,36361.09819554
2016-05-09,74441.67055278
2016-05-10,85278.59921189
2016-05-11,63289.15652177
2016-05-12,69272.66943658
2016-05-13,73769.09782209
2016-05-14,53363.04876393
2016-05-15,54019.98164967
2016-05-16,70607.24281875
2016-05-17,87633.59314878
2016-05-18,88065.44077161
2016-05-19,102354.48417655
2016-05-20,90980.99559276
2016-05-21,49865.66973817
2016-05-22,46652.23010469
2016-05-23,83190.37270375
2016-05-24,88443.90255732
2016-05-25,102103.54331742
2016-05-26,99603.83805993
2016-05-27,180141.71650946
2016-05-28,147846.27625076
2016-05-29,119075.14038799
2016-05-30,99085.63256036
2016-05-31,114869.36098135
2016-06-01,95471.12274178
2016-06-02,70056.59525445
2016-06-03,73228.83945978
2016-06-04,61100.02283779
2016-06-05,51279.61267576
2016-06-06,67893.83756947
2016-06-07,85556.03781884
2016-06-08,84105.29957692
2016-06-09,84421.5340172
2016-06-10,62357.91265968
2016-06-11,75488.50776485
2016-06-12,116189.12678144
2016-06-13,169264.54532544
2016-06-14,96495.32474751
2016-06-15,93824.88621345
2016-06-16,113590.95309636
2016-06-17,106464.83406412
2016-06-18,71226.75079004
2016-06-19,46320.00226587
2016-06-20,75994.2517726
2016-06-21,164112.66123769
2016-06-22,138205.34333085
2016-06-23,118425.75758663
2016-06-24,88564.20969481
2016-06-25,65287.05991123
2016-06-26,63744.03300205
2016-06-27,72720.29384387
2016-06-28,88790.47342485
2016-06-29,60580.83382734
2016-06-30,72548.78187648
2016-07-01,68502.42031476
2016-07-02,48446.26546191
2016-07-03,57040.60517717
2016-07-04,67367.63318329
2016-07-05,71681.23325626
2016-07-06,64826.4127327
2016-07-07,70356.06953771
2016-07-08,90238.06914277
2016-07-09,46631.37514333
2016-07-10,39869.26488793
2016-07-11,51425.23832337
2016-07-12,68771.29545641
2016-07-13,73634.00816937
2016-07-14,65954.49984823
2016-07-15,55067.54774199
2016-07-16,34050.29256339
2016-07-17,53276.80536055
2016-07-18,66460.89228176
2016-07-19,49198.9875679
2016-07-20,57591.3456653
2016-07-21,41932.42335159
2016-07-22,63425.96813829
2016-07-23,40094.95767533
2016-07-24,40654.87776607
2016-07-25,51323.22079198
2016-07-26,69448.30821574
2016-07-27,62007.15251903
2016-07-28,67203.76743537
2016-07-29,54242.73891563
2016-07-30,29741.37394207
2016-07-31,64017.28823194
2016-08-01,76321.5834898
2016-08-02,112903.43070823
2016-08-03,83568.64330864
2016-08-04,72486.07210681
2016-08-05,57351.2539601
2016-08-06,39226.5463524
2016-08-07,46820.51454431
2016-08-08,47380.46640727
2016-08-09,51229.51983553
2016-08-10,50667.76742224
2016-08-11,68872.16533597
2016-08-12,53277.36731326
2016-08-13,31423.67968778
2016-08-14,38273.68039385
2016-08-15,49593.03682345
2016-08-16,62686.27534529
2016-08-17,51457.52662116
2016-08-18,44639.26800575
2016-08-19,50438.97513123
2016-08-20,30610.98868351
2016-08-21,25656.54292413
2016-08-22,55254.62415094
2016-08-23,60920.52892409
2016-08-24,49671.84990124
2016-08-25,47798.45709981
2016-08-26,40254.13275991
2016-08-27,28772.27453528
2016-08-28,30697.83561051
2016-08-29,52991.58323756
2016-08-30,52436.01571312
2016-08-31,73062.8840031
2016-09-01,58787.85906
2016-09-02,52084.48526862
2016-09-03,46219.02640736
2016-09-04,48941.65513353
2016-09-05,53205.05849283
2016-09-06,53254.7210454
2016-09-07,50235.79083034
2016-09-08,55957.17091084
2016-09-09,42799.43352087
2016-09-10,27777.30730318
2016-09-11,40016.99511133
2016-09-12,35877.63361364
2016-09-13,51872.65871266
2016-09-14,37397.08896483
2016-09-15,44746.93645114
2016-09-16,39865.23674544
2016-09-17,27344.2825946
2016-09-18,31223.29719285
2016-09-19,55330.43607437
2016-09-20,48978.1244604
2016-09-21,56504.13240673
2016-09-22,41286.80635622
2016-09-23,46043.11120311
2016-09-24,24328.07981282
2016-09-25,24723.83542249
2016-09-26,43027.29438307
2016-09-27,37358.92249395
2016-09-28,54943.40085568
2016-09-29,41557.3907283
2016-09-30,48597.00483228
2016-10-01,30283.17256192
2016-10-02,20981.53362248
2016-10-03,36952.09686325
2016-10-04,46853.15942947
2016-10-05,48380.00947689
2016-10-06,41455.65870331
2016-10-07,39072.21000498
2016-10-08,28366.30916696
2016-10-09,31685.4240372
2016-10-10,41616.79210768
2016-10-11,73487.22842923
2016-10-12,64230.71685481
2016-10-13,45442.36354494
2016-10-14,47166.39991174
2016-10-15,41667.18431607
2016-10-16,32317.80887186
2016-10-17,40284.38463424
2016-10-18,53930.20932961
2016-10-19,46765.93290346
2016-10-20,50982.37317536
2016-10-21,45277.95979227
2016-10-22,37206.148648
2016-10-23,32644.14220992
2016-10-24,64986.88404687
2016-10-25,57601.61822113
2016-10-26,53147.34044409
2016-10-27,93393.60203643
2016-10-28,45167.39956293
2016-10-29,52624.28889013
