time,FeeMeanUSD
2019-12-01,0.5849284044884581
2019-12-02,0.6040542659841579
2019-12-03,0.5559305470523319
2019-12-04,0.6359749886292497
2019-12-05,0.5454961223444407
2019-12-06,0.6071246232563341
2019-12-07,0.4697980508773299
2019-12-08,0.38904961460617876
2019-12-09,0.5223330775374022
2019-12-10,0.5245155079222324
2019-12-11,0.597129803488845
2019-12-12,0.5238031391168514
2019-12-13,0.5094578593028037
2019-12-14,0.35760842369518087
2019-12-15,0.5637372325460632
2019-12-16,0.46555297226971687
2019-12-17,0.4750499119076379
2019-12-18,0.6353362063839899
2019-12-19,0.6419819336365573
2019-12-20,0.5466184055657526
2019-12-21,0.38238335283481634
2019-12-22,0.34065593028923496
2019-12-23,0.44954750777947466
2019-12-24,0.4421115852490976
2019-12-25,0.3855537732011883
2019-12-26,0.4573590765102427
2019-12-27,0.39297998673163165
