time,FlowOutExNtv
2011-08-18,202.47407534
2011-08-19,155.37563428
2011-08-20,97.35871455
2011-08-21,196.65798708
2011-08-22,403.49642651
2011-08-23,76.91063092
2011-08-24,368.4225
2011-08-25,118.98739735
2011-08-26,274.405514
2011-08-27,292.34398418
2011-08-28,86.04265561
2011-08-29,39.65193427
2011-08-30,569.84804819
2011-08-31,490.20344462
2011-09-01,336.97666971
2011-09-02,538.302269
2011-09-03,96.7584
2011-09-04,201.4615804
2011-09-05,556.10152429
2011-09-06,631.55913098
2011-09-07,363.46881823
2011-09-08,1013.55959406
2011-09-09,651.39800419
2011-09-10,840.60605189
2011-09-11,1146.90468797
2011-09-12,750.77307805
2011-09-13,3135.94965669
2011-09-14,1705.05775928
2011-09-15,2128.76727948
2011-09-16,1577.79170021
2011-09-17,3278.99606352
2011-09-18,2934.03772836
2011-09-19,3547.12382929
2011-09-20,3836.80458245
2011-09-21,4328.83278414
2011-09-22,4493.38355751
2011-09-23,2441.20918044
2011-09-24,2363.46685813
2011-09-25,3849.4293304
2011-09-26,4810.39263242
2011-09-27,8740.96636324
2011-09-28,6117.6826
2011-09-29,919.11972771
2011-09-30,4263.06623154
2011-10-01,2209.83219841
2011-10-02,750.75184227
2011-10-03,1804.64344931
2011-10-04,1706.24493264
2011-10-05,3426.14179243
2011-10-06,5122.8236141
2011-10-07,4583.82984427
2011-10-08,865.731627
2011-10-09,1890.72109001
2011-10-10,3056.213483
2011-10-11,2726.92205512
2011-10-12,3663.1574254
2011-10-13,1886.20880443
2011-10-14,2905.65902274
2011-10-15,1943.89619863
2011-10-16,2314.45725927
2011-10-17,3050.76669522
2011-10-18,4493.97284303
2011-10-19,2150.83021646
2011-10-20,1653.48804061
2011-10-21,1816.23728591
2011-10-22,2504.08948873
2011-10-23,2227.59906167
2011-10-24,5261.08610806
2011-10-25,3576.39528747
2011-10-26,2442.58609114
2011-10-27,5753.54333675
2011-10-28,1447.97284274
2011-10-29,2530.98616321
2011-10-30,3302.42336988
2011-10-31,1527.35523552
2011-11-01,1782.23168902
2011-11-02,2285.37759269
2011-11-03,2021.77309405
2011-11-04,3948.18405362
2011-11-05,2534.57149272
2011-11-06,1127.59699025
2011-11-07,2164.1389729
2011-11-08,4372.15637263
2011-11-09,2690.81274883
2011-11-10,5177.78088018
2011-11-11,4779.72968431
2011-11-12,1738.53688394
2011-11-13,2790.05517313
2011-11-14,4375.72136348
2011-11-15,3895.71119864
2011-11-16,5365.46574455
2011-11-17,4906.38149238
2011-11-18,6448.10307285
2011-11-19,9201.69406436
2011-11-20,4143.18031598
2011-11-21,8650.62977977
2011-11-22,6580.76920078
2011-11-23,4369.25600543
2011-11-24,4881.35164073
2011-11-25,3176.95105503
2011-11-26,2203.47189215
2011-11-27,1290.47919583
2011-11-28,2897.71830756
2011-11-29,8994.62338718
2011-11-30,4332.70733276
2011-12-01,3989.92866274
2011-12-02,3342.68806913
2011-12-03,2005.56298959
2011-12-04,3829.21720659
2011-12-05,3871.80298954
2011-12-06,6059.56013924
2011-12-07,10380.17977725
2011-12-08,4927.38379288
2011-12-09,2946.95143421
2011-12-10,2343.42988891
2011-12-11,9223.31346779
2011-12-12,3933.69079158
2011-12-13,2005.46978613
2011-12-14,2380.11501463
2011-12-15,2928.5957238
2011-12-16,4876.12964236
2011-12-17,1872.0565
2011-12-18,1035.32557669
2011-12-19,9814.67726927
2011-12-20,3538.83667201
2011-12-21,4316.57534163
2011-12-22,3297.84652206
2011-12-23,1772.23785101
2011-12-24,1685.88994286
2011-12-25,2678.8012005
2011-12-26,3070.71663288
2011-12-27,3582.60744132
2011-12-28,3878.84334655
2011-12-29,5371.83514002
2011-12-30,1920.11221629
2011-12-31,2869.48140434
2012-01-01,2914.1846899
2012-01-02,5571.55342668
2012-01-03,6261.59749439
2012-01-04,5417.92019261
2012-01-05,8160.37861158
2012-01-06,8440.28280797
2012-01-07,3005.67785384
2012-01-08,3796.13466008
2012-01-09,3741.70837882
2012-01-10,2544.63575309
2012-01-11,3547.07724286
2012-01-12,4083.97173163
2012-01-13,3123.0033442
2012-01-14,12289.02958531
2012-01-15,1715.47824207
2012-01-16,5860.73199066
2012-01-17,4824.41707919
2012-01-18,5929.75933776
2012-01-19,5001.77587417
2012-01-20,4998.78588817
2012-01-21,2690.80681296
2012-01-22,768.40354277
2012-01-23,6630.73150211
2012-01-24,3926.81919073
2012-01-25,4615.5492776
2012-01-26,4655.2520405
2012-01-27,5007.34313272
2012-01-28,3794.15896727
2012-01-29,1982.2157352
2012-01-30,1749.2357361
2012-01-31,5818.01734899
2012-02-01,6024.07560213
2012-02-02,4058.0084539
2012-02-03,2975.53847022
2012-02-04,2735.30167445
2012-02-05,4182.67028739
2012-02-06,2700.31040902
2012-02-07,4991.07290054
2012-02-08,6176.4665119
2012-02-09,4010.4759804
2012-02-10,3622.20956947
2012-02-11,3499.52928797
2012-02-12,4281.30118325
2012-02-13,8459.06516498
2012-02-14,8657.42120787
2012-02-15,157006.81017764
2012-02-16,3524.80764181
2012-02-17,3950.86858033
2012-02-18,3063.46782546
2012-02-19,2597.21799469
2012-02-20,9087.73045553
2012-02-21,3772.04121248
2012-02-22,4723.96631676
2012-02-23,6596.61498508
2012-02-24,6566.38616245
2012-02-25,2972.56730139
2012-02-26,2113.45879644
2012-02-27,7773.49554866
2012-02-28,3404.99445274
2012-02-29,5235.34363558
2012-03-01,48631.51794058
2012-03-02,5419.67318305
2012-03-03,4567.64716848
2012-03-04,2722.41217253
2012-03-05,5799.4765337
2012-03-06,8376.80550519
2012-03-07,4383.54585053
2012-03-08,2160.37508511
2012-03-09,4563.32700241
2012-03-10,4149.89126087
2012-03-11,3511.14159138
2012-03-12,5842.51966164
2012-03-13,6962.57140427
2012-03-14,4733.02836391
2012-03-15,6942.48748974
2012-03-16,4747.62506003
2012-03-17,3443.87760703
2012-03-18,10937.22921634
2012-03-19,5694.86366443
2012-03-20,4848.03210187
2012-03-21,5736.92251681
2012-03-22,8141.06496617
2012-03-23,3597.56051901
2012-03-24,3260.66278898
2012-03-25,3604.37419256
2012-03-26,7013.11984719
2012-03-27,8800.77175003
2012-03-28,7799.57105703
2012-03-29,8243.64964371
2012-03-30,6823.35039877
2012-03-31,4601.1978821
2012-04-01,2788.75124774
2012-04-02,12040.09710642
2012-04-03,4762.26856827
2012-04-04,40197.23855809
2012-04-05,6230.15809467
2012-04-06,4258.47220011
2012-04-07,4130.7777583
2012-04-08,2987.48328112
2012-04-09,4875.01568151
2012-04-10,12690.85766363
2012-04-11,5774.81427916
2012-04-12,22860.44420416
2012-04-13,20048.61466233
2012-04-14,6547.70287574
2012-04-15,1763.66340085
2012-04-16,13296.89712681
2012-04-17,5851.41855423
2012-04-18,11115.64643742
2012-04-19,16034.14772281
2012-04-20,8598.70047025
2012-04-21,4633.84371983
2012-04-22,3632.99237282
2012-04-23,13694.550378
2012-04-24,6856.83181913
2012-04-25,10463.31038204
2012-04-26,11567.48500421
2012-04-27,5295.37112613
2012-04-28,14067.57782139
2012-04-29,3030.85184082
2012-04-30,3789.43104558
2012-05-01,4882.90075964
2012-05-02,17643.66963794
2012-05-03,5596.30948739
2012-05-04,8480.06930885
2012-05-05,8986.18992741
2012-05-06,2661.05501901
2012-05-07,8423.77134373
2012-05-08,11413.81181613
2012-05-09,12139.55034091
2012-05-10,15156.42995571
2012-05-11,33556.65136074
2012-05-12,4245.84248009
2012-05-13,5410.44523442
2012-05-14,7349.24003677
2012-05-15,17646.21466969
2012-05-16,7988.52122028
2012-05-17,5671.5960475
2012-05-18,7902.6170038
2012-05-19,2932.81046413
2012-05-20,4191.04405801
2012-05-21,16306.51392936
2012-05-22,6610.63630009
2012-05-23,8407.25175845
2012-05-24,3585.88610971
2012-05-25,13401.49992172
2012-05-26,5959.325278
2012-05-27,11546.39677907
2012-05-28,9708.00947497
2012-05-29,10595.266237
2012-05-30,9813.81390478
2012-05-31,8009.87741241
2012-06-01,5660.051403
2012-06-02,14774.68568096
2012-06-03,2112.53211538
2012-06-04,6603.36032926
2012-06-05,10678.7772798
2012-06-06,7825.73731641
2012-06-07,7809.68235775
2012-06-08,5360.02257491
2012-06-09,16290.65527077
2012-06-10,14283.10148119
2012-06-11,19630.55199925
2012-06-12,9211.83172406
2012-06-13,14809.58540737
2012-06-14,12397.89477648
2012-06-15,6406.48917976
2012-06-16,15996.01255673
2012-06-17,7314.51315884
2012-06-18,7365.78625796
2012-06-19,10666.30564641
2012-06-20,7608.76309755
2012-06-21,7923.24447382
2012-06-22,19238.91000875
2012-06-23,6323.83070681
2012-06-24,18098.26423408
2012-06-25,8857.71835222
2012-06-26,21125.74779415
2012-06-27,15634.00215162
2012-06-28,6346.97978936
2012-06-29,16751.30551942
2012-06-30,3818.03609965
2012-07-01,8243.67863618
2012-07-02,32571.00289899
2012-07-03,15066.18290846
2012-07-04,10851.8063778
2012-07-05,10229.60452895
2012-07-06,11798.11199221
2012-07-07,5558.0114652
2012-07-08,5510.6777011
2012-07-09,20740.73199064
2012-07-10,9992.70676777
2012-07-11,4181.64898472
2012-07-12,10887.20258536
2012-07-13,7628.06817547
2012-07-14,3925.99120848
2012-07-15,7912.92198324
2012-07-16,17421.57455216
2012-07-17,18069.24784067
2012-07-18,15686.83922447
2012-07-19,7918.04665647
2012-07-20,15084.86446156
2012-07-21,8558.52790826
2012-07-22,5132.69066927
2012-07-23,18736.82604476
2012-07-24,10293.20762286
2012-07-25,10869.36505614
2012-07-26,6124.68398283
2012-07-27,7245.75079665
2012-07-28,3496.2584777
2012-07-29,3803.42509555
2012-07-30,17931.87249726
2012-07-31,16297.3205069
2012-08-01,11053.44466026
2012-08-02,13730.33170853
2012-08-03,8855.64076952
2012-08-04,4551.27780653
2012-08-05,10111.92328718
2012-08-06,6546.54927022
2012-08-07,8045.01428638
2012-08-08,5378.96408828
2012-08-09,9132.00160994
2012-08-10,10614.16407478
2012-08-11,4225.82328897
2012-08-12,2264.27201706
2012-08-13,8822.04777248
2012-08-14,6533.20297916
2012-08-15,7048.58489853
2012-08-16,8770.03711485
2012-08-17,8288.54324068
2012-08-18,9521.61537389
2012-08-19,9633.39046122
2012-08-20,17744.30780231
2012-08-21,9350.40150535
2012-08-22,10657.11697774
2012-08-23,5546.3779519
2012-08-24,7321.90058137
2012-08-25,2966.51938826
2012-08-26,4543.56745449
2012-08-27,7079.6271906
2012-08-28,11909.40877739
2012-08-29,8936.02967762
2012-08-30,4340.67953736
2012-08-31,6303.82564041
2012-09-01,4172.80447976
2012-09-02,4646.24298265
2012-09-03,4397.55676898
2012-09-04,6525.50346984
2012-09-05,7213.62460999
2012-09-06,7711.13977477
2012-09-07,6764.72709298
2012-09-08,6962.16710418
2012-09-09,5210.95456161
2012-09-10,6218.3298116
2012-09-11,12906.76814436
2012-09-12,6302.84762051
2012-09-13,6958.79583958
2012-09-14,6635.45697639
2012-09-15,3878.29669599
2012-09-16,7813.25511218
2012-09-17,7954.73360195
2012-09-18,12212.83585975
2012-09-19,9616.69186296
2012-09-20,8361.36848759
2012-09-21,13841.63733685
2012-09-22,3477.36204531
2012-09-23,4381.78374269
2012-09-24,14342.05116565
2012-09-25,8016.31157247
2012-09-26,7158.07355329
2012-09-27,7860.53304919
2012-09-28,8336.05248298
2012-09-29,4663.06610232
2012-09-30,4451.89694129
2012-10-01,14188.38040429
2012-10-02,14681.50437341
2012-10-03,18122.473774
2012-10-04,11873.01051253
2012-10-05,9391.62630831
2012-10-06,5962.7675433
2012-10-07,7818.24107545
2012-10-08,22350.73560495
2012-10-09,10093.15454465
2012-10-10,10578.6305552
2012-10-11,9528.08361642
2012-10-12,12730.65978205
2012-10-13,12445.54988063
2012-10-14,4001.57579987
2012-10-15,6354.77651495
2012-10-16,10731.12397575
2012-10-17,17251.80816741
2012-10-18,7152.1640158
2012-10-19,10974.5954177
2012-10-20,7295.76285611
2012-10-21,7782.53366722
2012-10-22,16247.25799185
2012-10-23,10377.43721049
2012-10-24,11961.82930539
2012-10-25,21369.92943227
2012-10-26,14666.08988623
2012-10-27,4901.0205827
2012-10-28,10789.20451374
2012-10-29,10114.58205855
2012-10-30,11297.32844349
2012-10-31,7188.09098177
2012-11-01,10119.30817291
2012-11-02,11533.43363866
2012-11-03,4877.96617077
2012-11-04,10978.06464069
2012-11-05,14717.33339407
2012-11-06,9102.77926373
2012-11-07,13677.94965445
2012-11-08,19075.58600133
2012-11-09,8569.41770275
2012-11-10,9184.70823651
2012-11-11,14457.48290932
2012-11-12,10872.88962091
2012-11-13,7977.26806006
2012-11-14,6772.27265614
2012-11-15,10287.82701786
2012-11-16,13545.6937776
2012-11-17,4825.19039808
2012-11-18,6585.38812428
2012-11-19,12302.8625289
2012-11-20,8351.95606034
2012-11-21,8490.745736
2012-11-22,15119.98205852
2012-11-23,11037.73025431
2012-11-24,7554.2613873
2012-11-25,4954.31357637
2012-11-26,14255.94405109
2012-11-27,13938.28729413
2012-11-28,12136.46271387
2012-11-29,13919.3974477
2012-11-30,12562.18833268
2012-12-01,5404.14927849
2012-12-02,4546.609589
2012-12-03,11258.95879877
2012-12-04,16660.67396108
2012-12-05,14336.30814652
2012-12-06,7444.0725046
2012-12-07,18091.42254316
2012-12-08,4971.31837092
2012-12-09,4292.02449815
2012-12-10,9636.78159515
2012-12-11,7846.02359898
2012-12-12,11008.23655006
2012-12-13,9248.76731541
2012-12-14,13491.48631529
2012-12-15,7608.93015515
2012-12-16,5978.63690389
2012-12-17,11753.58256498
2012-12-18,10616.09917076
2012-12-19,26992.06841699
2012-12-20,10003.56815041
2012-12-21,10202.74447138
2012-12-22,5321.11241415
2012-12-23,4236.61182161
2012-12-24,5558.86530452
2012-12-25,3597.34397442
2012-12-26,5094.22214575
2012-12-27,8806.54901661
2012-12-28,11985.57257205
2012-12-29,3402.41847491
2012-12-30,5652.04328306
2012-12-31,4640.16647685
2013-01-01,3983.7467148
2013-01-02,7134.66597731
2013-01-03,7219.13629728
2013-01-04,6694.01150803
2013-01-05,7447.22158426
2013-01-06,9086.25627251
2013-01-07,9189.96842111
2013-01-08,13431.23535711
2013-01-09,7605.82628956
2013-01-10,7696.70696103
2013-01-11,8645.36058127
2013-01-12,4682.88332215
2013-01-13,6578.24491473
2013-01-14,11008.52432662
2013-01-15,11249.69911325
2013-01-16,14920.10833475
2013-01-17,10980.94485378
2013-01-18,14409.96187921
2013-01-19,6199.35373325
2013-01-20,7976.37462963
2013-01-21,21092.42732961
2013-01-22,12222.33813031
2013-01-23,12901.03261736
2013-01-24,20218.72968525
2013-01-25,12942.58705138
2013-01-26,8869.90523972
2013-01-27,6395.08518639
2013-01-28,8745.79650412
2013-01-29,14714.6284128
2013-01-30,9038.83285321
2013-01-31,10175.5946143
2013-02-01,13522.06767112
2013-02-02,9245.56087971
2013-02-03,10031.56986405
2013-02-04,11395.94676127
2013-02-05,8013.53957211
2013-02-06,19083.04863322
2013-02-07,8176.14289052
2013-02-08,12011.35857757
2013-02-09,4958.57867594
2013-02-10,5804.50072313
2013-02-11,17004.13223312
2013-02-12,11575.50071036
2013-02-13,10491.37055416
2013-02-14,17933.68072122
2013-02-15,11411.90780847
2013-02-16,7947.96407092
2013-02-17,7376.01111458
2013-02-18,8701.94611453
2013-02-19,13354.85916951
2013-02-20,9947.90751701
2013-02-21,14193.99583739
2013-02-22,18713.09697161
2013-02-23,8990.12689891
2013-02-24,9810.07272435
2013-02-25,9823.41293902
2013-02-26,10888.33452126
2013-02-27,12130.11654798
2013-02-28,13684.7917782
2013-03-01,6928.66451174
2013-03-02,5965.42174566
2013-03-03,4357.25393781
2013-03-04,15801.77920446
2013-03-05,18912.85572301
2013-03-06,12749.25537307
2013-03-07,21921.96126993
2013-03-08,15341.61965457
2013-03-09,7492.87945432
2013-03-10,9971.75373539
2013-03-11,16879.49372646
2013-03-12,13645.85434771
2013-03-13,20183.02394469
2013-03-14,15634.45239638
2013-03-15,11726.87777776
2013-03-16,7833.9761741
2013-03-17,6517.26277388
2013-03-18,14999.60211541
2013-03-19,25693.34804732
2013-03-20,16450.77320851
2013-03-21,23984.39271759
2013-03-22,13174.32831816
2013-03-23,14391.92404582
2013-03-24,8794.717231
2013-03-25,15823.88404039
2013-03-26,12355.40505888
2013-03-27,19619.23309295
2013-03-28,17356.95993341
2013-03-29,16329.05771324
2013-03-30,11449.28052297
2013-03-31,9429.78210148
2013-04-01,20073.13244108
2013-04-02,47796.8901282
2013-04-03,45039.98042326
2013-04-04,25705.18503533
2013-04-05,19209.18192671
2013-04-06,30580.85720359
2013-04-07,17913.21275423
2013-04-08,18442.83436488
2013-04-09,21772.39711415
2013-04-10,41053.66214658
2013-04-11,52895.21486204
2013-04-12,48427.36822998
2013-04-13,21947.20583364
2013-04-14,11272.59045364
2013-04-15,23349.16583019
2013-04-16,37613.56113038
2013-04-17,31330.919053
2013-04-18,20138.52182878
2013-04-19,20247.97614071
2013-04-20,15492.33318266
2013-04-21,18022.0591631
2013-04-22,17011.90461908
2013-04-23,12002.21620015
2013-04-24,22792.97605016
2013-04-25,22262.40051376
2013-04-26,14796.14628644
2013-04-27,13866.37156886
2013-04-28,7715.6551515
2013-04-29,16035.4702462
2013-04-30,13899.65560802
2013-05-01,18835.05473379
2013-05-02,23707.52020115
2013-05-03,26552.65300991
2013-05-04,13093.10653674
2013-05-05,11319.59897869
2013-05-06,21819.79955541
2013-05-07,12299.55760543
2013-05-08,16844.42090483
2013-05-09,9871.83166181
2013-05-10,19874.30822187
2013-05-11,8211.55790756
2013-05-12,9291.10871749
2013-05-13,9177.69051531
2013-05-14,16454.01613094
2013-05-15,15459.28847767
2013-05-16,17924.34155042
2013-05-17,13193.27511174
2013-05-18,12332.19920372
2013-05-19,9268.38269054
2013-05-20,7063.59909025
2013-05-21,10465.23950382
2013-05-22,12044.06276645
2013-05-23,15257.61613998
2013-05-24,23795.7737382
2013-05-25,7122.59437263
2013-05-26,6644.57303326
2013-05-27,9974.07813021
2013-05-28,10593.52705548
2013-05-29,7691.91574275
2013-05-30,10620.14810441
2013-05-31,13015.71717099
2013-06-01,5977.4292718
2013-06-02,13891.98390544
2013-06-03,16859.03291133
2013-06-04,13902.88951461
2013-06-05,9709.82876939
2013-06-06,14977.34507121
2013-06-07,15460.17790903
2013-06-08,9945.76027399
2013-06-09,21593.5025522
2013-06-10,12855.75163203
2013-06-11,10569.31925417
2013-06-12,13585.55232503
2013-06-13,14184.72812219
2013-06-14,11427.06134239
2013-06-15,9075.54546319
2013-06-16,8108.46940506
2013-06-17,9753.95044682
2013-06-18,11506.26958347
2013-06-19,9206.74511906
2013-06-20,11845.65985511
2013-06-21,19003.74036283
2013-06-22,18851.01370343
