time,NVTAdj90
2017-07-08,64.67622959412772
2017-07-12,64.7118495569867
2017-07-16,64.6319930139913
2017-07-20,64.58324428829154
2017-07-24,64.72690098258083
2017-07-28,64.81877922850664
2017-08-01,64.2654708501759
2017-08-05,64.27835064748056
2017-08-09,64.18413157465876
2017-08-13,64.27337209061095
2017-08-17,64.14038381065576
2017-08-21,64.23286873223904
2017-08-25,64.61953320244136
2017-08-29,64.34781725463742
2017-09-02,64.4763705555518
2017-09-06,64.09340404178838
2017-09-10,64.144720164296
2017-09-14,63.93797656823428
2017-09-18,64.13796508536439
2017-09-22,64.33150339847447
2017-09-26,64.20092021959404
2017-09-30,64.69154974377389
2017-10-04,65.05122654815969
2017-10-08,65.65551917336286
2017-10-12,65.88589802949751
2017-10-16,66.09815908530643
2017-10-20,66.4568116060809
2017-10-24,66.16159537803851
2017-10-28,67.01458494315283
2017-11-01,66.55530366464285
2017-11-05,66.8947470093744
2017-11-09,66.7031387690677
2017-11-13,66.60583442588054
2017-11-17,66.50783597623494
2017-11-21,66.36140014253002
2017-11-25,66.42762047550103
2017-11-29,65.49123713098507
2017-12-03,65.91529177022443
2017-12-07,65.86395258114997
2017-12-11,66.01563560887934
2017-12-15,66.21136940249993
2017-12-19,66.26779771648086
2017-12-23,66.9029694867318
2017-12-27,66.43491512425611
2017-12-31,66.9472420498632
2018-01-04,67.06405828515693
2018-01-08,67.14539170038982
2018-01-12,67.39362190733351
2018-01-16,67.2572291153752
2018-01-20,67.576081856203
2018-01-24,67.3757693000658
2018-01-28,67.64117900427657
2018-02-01,67.44963644095445
2018-02-05,67.48830066635574
2018-02-09,67.70912801348624
2018-02-13,67.91121371153984
2018-02-17,69.39853114141263
2018-02-21,69.57352192895807
2018-02-25,71.4974573411228
2018-03-01,71.72524082984255
2018-03-05,72.50218157011997
2018-03-09,72.80015567174016
2018-03-13,73.56374595414798
2018-03-17,75.17147272342037
2018-03-21,76.03012255225147
2018-03-25,77.25107159103904
2018-03-29,77.8674144717283
2018-04-02,79.0685361831038
2018-04-06,80.1691793565585
2018-04-10,80.97748089390069
2018-04-14,83.18239910799838
2018-04-18,83.97825520625169
2018-04-22,85.83182115718633
2018-04-26,86.53938214431413
2018-04-30,87.7479268574896
2018-05-04,88.62485113614872
2018-05-08,89.20312719642223
2018-05-12,90.61137844641692
2018-05-16,91.09228856494965
2018-05-20,93.96210162257867
2018-05-24,94.67015947378006
2018-05-28,95.35427223343132
2018-06-01,96.42339924986759
2018-06-05,97.56079716752207
2018-06-09,99.81699261781539
2018-06-13,100.1047591214316
2018-06-17,102.22841444542121
2018-06-21,103.37266504754193
2018-06-25,104.53062764100974
2018-06-29,105.50752783020452
2018-07-03,106.08178708560068
2018-07-07,108.76786367406154
2018-07-11,109.73438281804346
2018-07-15,112.342679110766
2018-07-19,112.88901894129461
2018-07-23,114.07142075926137
2018-07-27,115.47319639184968
2018-07-31,116.47721244964654
2018-08-04,118.51229532357152
2018-08-08,119.24704738009274
2018-08-12,122.28443755068032
2018-08-16,123.13838291642303
2018-08-20,123.947276339788
2018-08-24,125.1293513611116
2018-08-28,125.62524656877079
2018-09-01,127.58437293684051
2018-09-05,128.0389851611827
2018-09-09,130.00536130299074
2018-09-13,130.07480674969526
2018-09-17,131.24564216948332
2018-09-21,131.644496479249
2018-09-25,131.87052427527573
2018-09-29,133.32841307936798
2018-10-03,133.75717099527157
2018-10-07,137.87145279877194
2018-10-11,138.28165623925685
2018-10-15,138.1498305179138
2018-10-19,139.15452425932602
2018-10-23,139.1985103243429
2018-10-27,141.80123043844023
2018-10-31,142.30040650975525
2018-11-04,144.09780881190625
2018-11-08,145.11296267526038
2018-11-12,146.23129649977136
2018-11-16,146.64191998122425
2018-11-20,146.501077236374
2018-11-24,147.92171156968647
2018-11-28,147.92103657394003
2018-12-02,149.59683223586242
2018-12-06,149.33873620462072
2018-12-10,149.8117060278115
2018-12-14,150.15380788252048
2018-12-18,149.97595016110668
2018-12-22,151.90393409920267
2018-12-26,152.8233826892588
2018-12-30,154.88973582201444
2019-01-03,155.46158148024202
2019-01-07,155.9044794574647
2019-01-11,155.90478784473714
2019-01-15,155.53190194522847
2019-01-19,156.81585469000552
2019-01-23,156.98107404198578
2019-01-27,159.41248055088025
2019-01-31,159.90994737321108
2019-02-04,160.79333468208995
2019-02-08,160.80501769782379
2019-02-12,159.8095749429549
2019-02-16,160.48944814641047
2019-02-20,159.13963318214823
2019-02-24,159.80109793241698
2019-02-28,159.2139998906301
2019-03-04,159.68349172388483
2019-03-08,159.68479400279645
2019-03-12,158.78450904750918
2019-03-16,159.34776674103753
2019-03-20,158.7989106546414
2019-03-24,160.29577234682048
2019-03-28,159.82723613178612
