time,FeeTotUSD
2011-12-01,13.991609674851603
2011-12-02,14.072583230564163
2011-12-03,13.033220811161035
2011-12-04,8.038535850362155
2011-12-05,9.077686838665812
2011-12-06,12.441463458770249
2011-12-07,11.597758804264185
2011-12-08,8.356388728582967
2011-12-09,8.808402663702541
2011-12-10,8.843911816299423
2011-12-11,715.7129356931816
2011-12-12,564.9580746005478
2011-12-13,13.924719730192395
2011-12-14,11.382652087839068
2011-12-15,25.27506111317121
2011-12-16,8.624826638119085
2011-12-17,11.165447414119116
2011-12-18,10.258394622415093
2011-12-19,14.611419760243605
2011-12-20,23.247264922366128
2011-12-21,16.65454266101677
2011-12-22,13.595577628839223
2011-12-23,10.006355514564422
2011-12-24,8.912697893805824
2011-12-25,12.520512770171086
2011-12-26,12.834748198869864
2011-12-27,12.72067708135609
2011-12-28,15.1194025795272
2011-12-29,15.30013927258353
2011-12-30,14.031702903958688
2011-12-31,19.361097363412416
2012-01-01,18.23389179562899
2012-01-02,28.87358458753846
2012-01-03,26.617335327424975
2012-01-04,79.27864826442213
2012-01-05,40.92355927729302
2012-01-06,40.998513265500904
2012-01-07,31.728771949149372
2012-01-08,25.49540659916273
2012-01-09,41.04315832424493
2012-01-10,31.083264222694332
2012-01-11,39.18970820462658
2012-01-12,279.89881588891734
2012-01-13,81.5742548128406
2012-01-14,68.82087366563303
2012-01-15,162.2792139527142
2012-01-16,195.24474058288104
2012-01-17,43.70469380226129
2012-01-18,63.05755028302234
2012-01-19,173.95357416607004
2012-01-20,160.32696420116588
2012-01-21,30.135368381571112
2012-01-22,19.1830730650483
2012-01-23,32.52227172746328
2012-01-24,67.79921439597419
2012-01-25,58.80395152660133
2012-01-26,28.842339317848655
2012-01-27,121.25855610838617
2012-01-28,51.67377244119668
2012-01-29,1190.4992047866772
2012-01-30,158.05310679052332
2012-01-31,45.85208148880667
2012-02-01,23.239719175696397
2012-02-02,69.57834387553166
2012-02-03,43.44190706546678
2012-02-04,49.79526315979781
2012-02-05,24.030899988299172
2012-02-06,24.422649476233232
2012-02-07,36.22934560384594
2012-02-08,28.846543995723966
2012-02-09,42.95847027380937
2012-02-10,25.278277038919942
2012-02-11,22.25260770232155
2012-02-12,20.950940178215397
2012-02-13,29.394527456017983
2012-02-14,70.68197223530366
2012-02-15,29.118414037241802
2012-02-16,37.67428636436537
2012-02-17,16.266220936822542
2012-02-18,13.733513376750878
2012-02-19,11.609445181118001
2012-02-20,19.000704403282352
2012-02-21,13.801968797572549
2012-02-22,15.173830032305178
2012-02-23,26.241004222178372
2012-02-24,21.639024814138562
2012-02-25,14.550166168763585
2012-02-26,16.672397461585483
2012-02-27,29.94967302180175
2012-02-28,16.997899318135268
2012-02-29,17.791209856782086
2012-03-01,31.773839152862386
2012-03-02,22.022387454978276
2012-03-03,15.47117549965679
2012-03-04,18.285961027447964
2012-03-05,27.045929279232695
2012-03-06,23.21220350411926
2012-03-07,19.901047574718095
2012-03-08,20.1419817645931
2012-03-09,20.375516450789167
2012-03-10,21.25512713808225
2012-03-11,13.5427964771303
2012-03-12,19.298341585808572
2012-03-13,60.64685487480486
2012-03-14,27.689893740410373
2012-03-15,18.59249652975085
2012-03-16,46.61860586196113
2012-03-17,19.099052548176186
2012-03-18,17.219015064325845
2012-03-19,19.961905850184447
2012-03-20,22.566102940749587
2012-03-21,16.157966976384163
2012-03-22,15.978638586087738
2012-03-23,20.088416569383345
2012-03-24,69.26046987425761
2012-03-25,31.774858039978255
2012-03-26,16.340772722995116
2012-03-27,20.660330474591532
2012-03-28,22.539737363358494
2012-03-29,22.41092847443448
2012-03-30,20.67386618015841
2012-03-31,22.837449644612942
2012-04-01,18.16765617588947
2012-04-02,21.11839310036112
2012-04-03,24.65972050780821
2012-04-04,24.210010979110713
2012-04-05,25.034485325107113
2012-04-06,22.529822110057015
2012-04-07,18.04760129881913
2012-04-08,17.895124429932935
2012-04-09,20.008848294656673
2012-04-10,32.7433681361925
2012-04-11,29.45534914389448
2012-04-12,27.095879708344377
2012-04-13,22.616801254300732
2012-04-14,29.259612794072627
2012-04-15,17.029870329753074
2012-04-16,29.180864894177674
2012-04-17,33.85102303015669
2012-04-18,31.53816955013052
2012-04-19,30.47166007125758
2012-04-20,38.496445187724476
2012-04-21,25.85963946192035
2012-04-22,25.154141613525987
2012-04-23,22.564535641250394
2012-04-24,32.96322501657325
2012-04-25,28.737228570551565
2012-04-26,68.43244616926651
2012-04-27,29.389612361413334
2012-04-28,35.208763862082755
2012-04-29,19.318757246113268
2012-04-30,24.8884695648795
2012-05-01,35.50904404164152
2012-05-02,35.33017272752845
2012-05-03,55.5299920101312
2012-05-04,54.626143481574694
2012-05-05,38.93161159647094
2012-05-06,37.392439777304574
2012-05-07,71.66861592563835
2012-05-08,63.000349547262594
2012-05-09,67.81261782397355
2012-05-10,48.57269044077307
2012-05-11,54.751761881166146
2012-05-12,54.71233292169864
2012-05-13,61.271066571357636
2012-05-14,138.00316009780363
2012-05-15,107.63502042698627
2012-05-16,60.75806648811075
2012-05-17,61.04697451456108
2012-05-18,87.45355753376003
2012-05-19,167.50703183235595
2012-05-20,95.64162839523658
2012-05-21,100.09753266178592
2012-05-22,66.76403970880556
2012-05-23,96.31252052134629
2012-05-24,99.93053793200102
2012-05-25,102.16277511160138
2012-05-26,74.7018278663279
2012-05-27,90.95177814032668
2012-05-28,105.39725131642331
2012-05-29,83.51216923533389
2012-05-30,97.7745750118141
2012-05-31,62.784828439857336
2012-06-01,85.57982072773905
