time,CapFutExp10yrUSD
2011-04-03,14373402.03125
2011-04-04,12547500.25
2011-04-05,13206961.119823063
2011-04-06,13656214.375
2011-04-07,13911576.8725
2011-04-08,13842040.437
2011-04-09,13548756.833366374
2011-04-10,13532869.781249424
2011-04-11,14215821.888844246
2011-04-12,15901443.649580842
2011-04-13,17175202.605495095
2011-04-14,18437308.163223304
2011-04-15,18162005.9249078
2011-04-16,19325591.65486308
2011-04-17,20277552.043538943
2011-04-18,21226110.822483055
2011-04-19,21887042.573014677
2011-04-20,21093296.64405731
2011-04-21,22298786.833263487
2011-04-22,25941867.223036967
2011-04-23,33781725.290090896
2011-04-24,30146920.298527915
2011-04-25,28901889.335664388
2011-04-26,32716241.17399537
2011-04-27,35163305.01146128
2011-04-28,42234029.07052854
2011-04-29,52674603.27888229
2011-04-30,64678512.5
2011-05-01,57183471.80862942
2011-05-02,59142160.0
2011-05-03,62114209.64901107
2011-05-04,63007212.163645536
2011-05-05,61811480.41355654
2011-05-06,63874371.02579585
2011-05-07,67321308.50173576
2011-05-08,71161180.71907875
2011-05-09,70342609.2408962
2011-05-10,104513204.78030059
2011-05-11,100600851.89180103
2011-05-12,117161720.58103168
2011-05-13,150539588.9061181
2011-05-14,129616580.32375656
2011-05-15,128103405.64501461
2011-05-16,145878504.25274417
2011-05-17,134272978.04552513
2011-05-18,125144475.84308508
2011-05-19,127501461.96620286
2011-05-20,103970068.71070696
2011-05-21,112615399.10286002
2011-05-22,124233146.47943442
2011-05-23,130785100.79760149
2011-05-24,137044622.557393
2011-05-25,158658737.33019432
2011-05-26,162616153.31005782
2011-05-27,157931138.91561088
2011-05-28,154617349.13442063
2011-05-29,155583925.60920262
2011-05-30,162600061.82288206
2011-05-31,161538367.50505006
2011-06-01,178259962.5480939
2011-06-02,198258532.49256593
2011-06-03,264257128.3411098
2011-06-04,339274959.9168215
2011-06-05,306515358.10556597
2011-06-06,340981226.77278817
2011-06-07,430610378.2769736
2011-06-08,537973611.6131741
2011-06-09,533577491.5194842
2011-06-10,445742988.7660473
2011-06-11,273402040.97843605
2011-06-12,349434675.76712364
2011-06-13,362293773.7800126
2011-06-14,357047443.3364579
2011-06-15,360908268.6681573
2011-06-16,332470220.78307873
2011-06-17,286259743.3055782
2011-06-18,312966717.24780655
2011-06-19,324773453.1687692
2011-06-20,324799062.59207654
2011-06-21,324826751.41300285
2011-06-22,324855206.32778883
2011-06-23,324881472.40297586
2011-06-24,324905111.87064415
2011-06-25,324920762.0737764
2011-06-26,303608731.8238873
2011-06-27,310880962.78684956
2011-06-28,314786644.59326035
2011-06-29,312814046.1536893
2011-06-30,300411324.2645352
2011-07-01,286230746.49893767
2011-07-02,285550676.89252687
2011-07-03,286953388.946807
2011-07-04,257177519.14194807
2011-07-05,240703428.18084767
2011-07-06,273207547.44289726
2011-07-07,274751533.47738355
2011-07-08,265514898.75949845
2011-07-09,267059523.79702994
2011-07-10,271555444.5801592
2011-07-11,265760962.18697563
2011-07-12,260408333.1049624
2011-07-13,259499771.11118
2011-07-14,260004940.79830453
2011-07-15,256460346.10960332
2011-07-16,254740503.36186185
2011-07-17,246303340.19217184
2011-07-18,253235831.72187737
2011-07-19,256857430.08558473
2011-07-20,254148939.22211805
2011-07-21,252925861.86471465
2011-07-22,254550516.0705676
2011-07-23,254250279.32363573
2011-07-24,260040400.16896304
2011-07-25,260815157.56450862
2011-07-26,257942399.75887048
2011-07-27,257961068.94115788
2011-07-28,250787597.48595998
2011-07-29,251186698.82232133
2011-07-30,251719403.09311235
2011-07-31,248622467.3811906
2011-08-01,242058362.41475922
2011-08-02,227103917.74714455
2011-08-03,172674989.5089
2011-08-04,200243423.14075637
2011-08-05,180943524.18409216
2011-08-06,129512142.26444453
2011-08-07,158113907.38326195
2011-08-08,144610103.01766282
2011-08-09,182321344.0344703
2011-08-10,186957579.9524219
2011-08-11,175566574.66881204
2011-08-12,175845526.39086688
2011-08-13,186103996.9715133
2011-08-14,201047256.74971572
2011-08-15,207081530.9319058
2011-08-16,204510603.15661943
2011-08-17,203998941.46670368
2011-08-18,202045885.8046282
2011-08-19,217164527.09107116
2011-08-20,213253933.0672907
2011-08-21,211306684.85457927
2011-08-22,203249201.72641325
2011-08-23,203191833.18442196
2011-08-24,202329881.06078368
2011-08-25,177688004.48579538
2011-08-26,151279418.86059496
2011-08-27,160026972.90651992
2011-08-28,168119455.54177293
2011-08-29,166829472.85616666
2011-08-30,164022469.30138054
2011-08-31,152658674.34041637
2011-09-01,153319391.1414702
2011-09-02,160536257.53738198
2011-09-03,157345432.78692064
2011-09-04,152768003.31373978
2011-09-05,141487687.71525115
2011-09-06,127511700.84537134
2011-09-07,133411261.48423773
2011-09-08,124387363.29919305
2011-09-09,92888197.2796889
2011-09-10,88348472.85251327
2011-09-11,109030894.81358744
2011-09-12,113464430.09221135
2011-09-13,108102350.48459497
2011-09-14,104286571.59100547
2011-09-15,90696592.64702234
2011-09-16,90018490.93148732
2011-09-17,88981239.94250824
2011-09-18,97584869.52541782
2011-09-19,102874876.33657238
2011-09-20,114551448.97153386
2011-09-21,104314051.17126642
2011-09-22,102045019.89155732
2011-09-23,103696750.92616147
2011-09-24,101734142.75271086
2011-09-25,99562799.03245547
2011-09-26,90855550.7390696
2011-09-27,91555553.1681026
2011-09-28,88805661.7769955
2011-09-29,89074980.02425763
2011-09-30,95903091.49876992
2011-10-01,93863832.08139391
2011-10-02,93364036.23916498
2011-10-03,93662871.6771278
2011-10-04,92434882.97504233
2011-10-05,91101525.32947344
2011-10-06,88216566.69155239
2011-10-07,79750819.56359419
2011-10-08,74255892.32952872
2011-10-09,76690954.60403039
2011-10-10,76010071.46457602
2011-10-11,74780598.36332585
2011-10-12,77718125.83249424
2011-10-13,75309428.07368632
2011-10-14,74367084.54293546
2011-10-15,71591666.60428926
2011-10-16,67348169.49331668
2011-10-17,48161094.92885077
2011-10-18,45196800.441338204
2011-10-19,41373210.763893954
2011-10-20,43966148.21445134
2011-10-21,47960829.82980157
2011-10-22,58886873.72365308
2011-10-23,58744645.973853335
2011-10-24,47086090.64826896
2011-10-25,52295158.91959028
2011-10-26,51841440.91039984
2011-10-27,56843679.129831955
2011-10-28,59351249.08706142
2011-10-29,66625113.5672111
2011-10-30,60807360.052018225
2011-10-31,60953669.71000385
2011-11-01,59200138.11503996
2011-11-02,60786284.949024156
2011-11-03,59155417.40547528
2011-11-04,58258378.48667166
2011-11-05,55604080.77383195
2011-11-06,55324844.134007536
2011-11-07,56355078.209836945
2011-11-08,57082670.736264974
2011-11-09,54527078.288612425
2011-11-10,53355499.71272615
2011-11-11,57301674.851197764
2011-11-12,56513573.85491252
2011-11-13,55784986.68540172
2011-11-14,41550153.35956926
2011-11-15,43386242.99858791
2011-11-16,47580521.251446985
2011-11-17,42581444.31453497
2011-11-18,39331711.037185535
2011-11-19,41171767.87769389
2011-11-20,41146320.92746033
2011-11-21,42603446.49857629
2011-11-22,43401148.23054219
2011-11-23,43550077.21703804
2011-11-24,45580529.73933027
2011-11-25,46653186.74059215
2011-11-26,46199733.47603536
2011-11-27,46309250.4375104
2011-11-28,47501450.45577558
2011-11-29,51549916.272439644
2011-11-30,55447495.80058749
2011-12-01,57629761.14947472
2011-12-02,57965606.45822233
2011-12-03,52423997.00574597
2011-12-04,52722514.60233604
2011-12-05,53755652.947975114
2011-12-06,56574278.25987537
2011-12-07,55831507.58916546
2011-12-08,55953849.60596869
2011-12-09,55281641.14236386
2011-12-10,57401250.24645606
2011-12-11,60776497.46592318
2011-12-12,59620581.98624651
2011-12-13,60628731.58293612
2011-12-14,59022972.289835714
2011-12-15,59924135.64136707
2011-12-16,60038735.76327323
2011-12-17,59731238.13030165
2011-12-18,59761599.127320945
2011-12-19,65972562.76400563
2011-12-20,73961514.4731145
2011-12-21,72775824.48027292
2011-12-22,73042677.7157167
2011-12-23,73699385.58117211
2011-12-24,73730168.22454241
2011-12-25,79245656.81605548
2011-12-26,74856339.75308281
2011-12-27,76664421.21217483
2011-12-28,78760868.0521058
2011-12-29,78129040.11935759
2011-12-30,80702928.85247926
2011-12-31,88264837.79477046
2012-01-01,99139146.98806846
2012-01-02,97459581.87909146
2012-01-03,91203474.08985831
2012-01-04,104601217.16005795
2012-01-05,128732894.39148128
2012-01-06,125168996.94055012
2012-01-07,127291481.11606036
2012-01-08,132925543.24132225
2012-01-09,117795446.00702667
2012-01-10,122295628.87704536
2012-01-11,129058206.13521394
2012-01-12,126899846.44337879
2012-01-13,120925505.6224499
2012-01-14,126690339.91314615
2012-01-15,132039993.74602053
2012-01-16,125839406.91885808
2012-01-17,104933170.6018447
2012-01-18,110571108.7450177
2012-01-19,118363086.75298192
2012-01-20,121850800.30762373
2012-01-21,115842392.12560785
2012-01-22,118141872.25345482
2012-01-23,119496494.26448007
2012-01-24,117619963.47259007
2012-01-25,108927081.88952205
2012-01-26,100622456.32470371
2012-01-27,99425602.58036046
2012-01-28,106117546.03680216
2012-01-29,101091458.89681213
2012-01-30,103198403.9852166
2012-01-31,103854991.5014664
2012-02-01,113930622.52723865
2012-02-02,114393144.03604701
2012-02-03,111624099.63878821
2012-02-04,110575881.41110487
2012-02-05,106505232.73523839
2012-02-06,102844120.80817115
2012-02-07,106213482.20016544
2012-02-08,105402570.4851788
2012-02-09,109481960.14678931
2012-02-10,111403195.06823844
2012-02-11,105297782.96340312
2012-02-12,103557648.72846875
2012-02-13,100358497.15686232
2012-02-14,84136805.87687029
2012-02-15,81173011.74281031
2012-02-16,79857778.60988545
2012-02-17,82419870.68705559
2012-02-18,80144941.99550013
2012-02-19,82391606.52366503
2012-02-20,81937148.2465653
2012-02-21,81001704.94267933
2012-02-22,82961999.54546112
2012-02-23,94610092.99615979
2012-02-24,94353699.97492228
2012-02-25,89607875.77699205
2012-02-26,92501187.44014862
2012-02-27,92995926.52004854
2012-02-28,91212075.85426043
2012-02-29,91508424.80591266
2012-03-01,92439344.67290293
2012-03-02,88551046.65374638
2012-03-03,86927275.26610191
2012-03-04,90799614.94408748
2012-03-05,93588676.64689988
2012-03-06,93695290.49695763
2012-03-07,92972549.91567472
2012-03-08,92711855.90483293
2012-03-09,91539392.0761259
2012-03-10,90964331.77119425
2012-03-11,91919232.8560197
2012-03-12,92277771.90459967
2012-03-13,99424271.18681252
2012-03-14,101301717.43738042
2012-03-15,100371348.97792523
2012-03-16,100353036.54359187
2012-03-17,98412061.24952729
2012-03-18,99059103.74347392
2012-03-19,87945739.01931706
2012-03-20,90810701.22224762
2012-03-21,90559790.31419782
2012-03-22,88917260.65451185
2012-03-23,88207202.16546184
2012-03-24,87466965.5960032
2012-03-25,85596565.3577896
2012-03-26,87113682.2978698
2012-03-27,90477112.17183818
2012-03-28,90091374.9803708
2012-03-29,90160991.28384286
2012-03-30,91432171.82502621
2012-03-31,91970896.37435815
2012-04-01,90161017.99384561
2012-04-02,93733203.24806318
2012-04-03,93232972.62582703
2012-04-04,92515000.30364582
2012-04-05,92575167.96134637
2012-04-06,93110991.56532347
2012-04-07,88610874.73608309
2012-04-08,89915567.3811513
2012-04-09,91307229.91367814
2012-04-10,91102255.99360307
2012-04-11,92495925.28245622
2012-04-12,92234619.48355964
2012-04-13,92864116.08233069
2012-04-14,93281663.80729821
2012-04-15,93383520.36908464
2012-04-16,93184218.99092592
2012-04-17,93526833.13978113
2012-04-18,96460480.30335356
2012-04-19,96588417.16840602
2012-04-20,101028889.23169747
2012-04-21,99453254.59444913
2012-04-22,97820977.79959019
2012-04-23,96230198.60218178
2012-04-24,95801138.04013008
2012-04-25,96952853.50423981
2012-04-26,95989980.45391603
2012-04-27,95965431.8912797
2012-04-28,93613324.17496058
2012-04-29,92335715.39159827
2012-04-30,93085387.88194197
2012-05-01,93938651.90264049
2012-05-02,95192231.1148315
2012-05-03,96429873.05789629
2012-05-04,95806440.1551359
2012-05-05,95267879.49665911
2012-05-06,95106529.27684887
2012-05-07,95484122.86345035
2012-05-08,94658904.62238555
2012-05-09,95000296.7004197
2012-05-10,92859448.82790907
2012-05-11,93546481.53737316
2012-05-12,93226705.63140579
2012-05-13,93198291.87965752
2012-05-14,94458676.40484452
2012-05-15,94881290.12388493
2012-05-16,95905723.75401133
2012-05-17,95944798.91608123
2012-05-18,96489323.85020603
2012-05-19,96385579.99591765
2012-05-20,96044122.8948393
2012-05-21,96048518.10713892
2012-05-22,95956355.54681702
2012-05-23,96709442.86031061
2012-05-24,96530518.10221155
2012-05-25,96876068.94751877
2012-05-26,96252682.49309409
2012-05-27,96835554.8971285
2012-05-28,96872349.38266386
2012-05-29,97105466.72162277
2012-05-30,96917175.5656541
2012-05-31,97739780.33987115
2012-06-01,99353849.4580773
2012-06-02,98919481.14246584
2012-06-03,98340904.89954077
2012-06-04,99214966.19052397
2012-06-05,102375358.62080021
2012-06-06,102760843.50719047
2012-06-07,105426157.89036791
2012-06-08,106098318.93641725
2012-06-09,104867753.97968067
2012-06-10,103003107.14260727
2012-06-11,105444476.51420778
2012-06-12,108101637.28498526
2012-06-13,111538690.34975019
2012-06-14,112539633.99889675
2012-06-15,123142347.08932754
2012-06-16,121653142.26100475
2012-06-17,117049632.32479164
2012-06-18,119149812.2984862
2012-06-19,122629391.52129495
2012-06-20,126387589.1956929
2012-06-21,125991290.31821935
2012-06-22,123948147.79696499
2012-06-23,121760092.0212716
2012-06-24,119932572.69018988
2012-06-25,119315044.68218802
2012-06-26,121500297.05469051
2012-06-27,124960654.49535002
2012-06-28,124481831.43514326
2012-06-29,125785832.7848692
2012-06-30,126200334.00066574
2012-07-01,125194268.10367623
2012-07-02,127403814.32011816
2012-07-03,121865471.15574609
2012-07-04,123096714.24118987
2012-07-05,125512978.88269953
2012-07-06,126082206.28103486
2012-07-07,128660969.43496425
2012-07-08,128441526.6113644
2012-07-09,132910260.43217926
2012-07-10,135679828.75083974
2012-07-11,135809981.11966807
2012-07-12,142825506.93281794
2012-07-13,144250690.7232986
2012-07-14,143298173.0439257
2012-07-15,144195353.8745468
2012-07-16,160578557.2555678
2012-07-17,165476731.44942328
2012-07-18,171974688.712455
2012-07-19,167904429.24589998
2012-07-20,161349282.27624398
2012-07-21,167846950.19018704
2012-07-22,160875472.84232464
2012-07-23,161349145.81660438
2012-07-24,162178096.18315187
2012-07-25,165870559.41504264
2012-07-26,167892806.66922402
2012-07-27,168199580.1039715
2012-07-28,167283014.3366829
2012-07-29,165497151.7005914
2012-07-30,171951643.97444248
2012-07-31,176361562.1538901
2012-08-01,181043460.33704096
2012-08-02,199654752.35307539
2012-08-03,206569300.17168134
2012-08-04,206652805.94166243
2012-08-05,204493464.50465998
2012-08-06,205720443.34735444
2012-08-07,207091203.3683627
2012-08-08,209546460.85822877
2012-08-09,210189206.71075964
2012-08-10,216709202.9158633
2012-08-11,218519098.43138823
2012-08-12,219477519.6429671
2012-08-13,226918869.80430728
2012-08-14,230757968.30256146
2012-08-15,249384057.55910623
2012-08-16,254712497.73265836
2012-08-17,228708066.01483288
2012-08-18,219259751.12782857
2012-08-19,148308551.78863093
2012-08-20,189025350.64702225
2012-08-21,187579623.96077493
2012-08-22,185118630.69468284
2012-08-23,191116878.00683132
2012-08-24,200700561.46132776
2012-08-25,200513310.9725229
2012-08-26,199802414.1281975
2012-08-27,206535496.59720707
2012-08-28,207163096.44304436
2012-08-29,205939546.5129284
2012-08-30,203296271.4105029
2012-08-31,191454620.05341923
2012-09-01,189647689.76232153
2012-09-02,193819798.64254978
2012-09-03,198966816.94275424
2012-09-04,196453283.30548742
2012-09-05,209005048.80695647
2012-09-06,211580766.90029758
2012-09-07,209987703.70575708
2012-09-08,209374878.1966149
2012-09-09,209742792.46221587
2012-09-10,210951398.80846766
2012-09-11,213669381.5995681
2012-09-12,214575231.98427966
2012-09-13,215817347.12182662
2012-09-14,222463030.63625696
2012-09-15,222251415.71904916
2012-09-16,225459490.9418523
2012-09-17,225878001.8158623
2012-09-18,232554925.83829835
2012-09-19,237217238.5533064
2012-09-20,234617244.44527525
2012-09-21,233994387.7162863
2012-09-22,231731054.2305119
2012-09-23,230827343.392736
2012-09-24,229854664.5069812
2012-09-25,231171040.56513628
2012-09-26,233789314.6043503
2012-09-27,233781491.48596755
2012-09-28,234983733.2009589
2012-09-29,235438849.79841554
2012-09-30,235201978.46047145
2012-10-01,235169846.26824135
2012-10-02,243112836.83781353
2012-10-03,245936661.76236784
2012-10-04,244180898.2362887
2012-10-05,242100327.76112542
2012-10-06,237421454.85801902
2012-10-07,225448094.6725207
2012-10-08,222790338.59091544
2012-10-09,224611015.30526635
2012-10-10,229949099.61797288
2012-10-11,229168842.61550596
2012-10-12,228430229.62241486
2012-10-13,226518107.25068188
2012-10-14,221281174.79695863
2012-10-15,226188887.2424917
2012-10-16,225055176.62316173
2012-10-17,226421442.46288645
2012-10-18,226557468.00720093
2012-10-19,223367392.4579508
2012-10-20,222180017.30801222
2012-10-21,221489432.39455256
2012-10-22,223090607.02511147
2012-10-23,222467463.40406522
2012-10-24,221083962.67329562
2012-10-25,204357478.02212337
2012-10-26,192528497.8602631
2012-10-27,198765216.64448652
2012-10-28,203561504.90031597
2012-10-29,202066229.44541907
2012-10-30,206420799.77184168
2012-10-31,211881531.25827956
2012-11-01,201767361.0374485
2012-11-02,200198300.56587386
2012-11-03,202493999.34575054
2012-11-04,205282956.4083396
2012-11-05,204227777.97339994
2012-11-06,206658911.29829827
2012-11-07,208303077.06505433
2012-11-08,207145987.3851437
2012-11-09,205695148.76439515
2012-11-10,206606245.60900667
2012-11-11,206208827.44394678
2012-11-12,209822200.7379529
2012-11-13,209197685.01199713
2012-11-14,208464686.070195
2012-11-15,212586000.63921738
2012-11-16,222677650.72283643
2012-11-17,223543969.14231378
2012-11-18,221948691.99332193
2012-11-19,223574678.08613414
2012-11-20,222608229.91666237
2012-11-21,223189534.7581848
2012-11-22,233911112.69826007
2012-11-23,233700781.06126487
2012-11-24,236241977.1166779
2012-11-25,238470297.17681643
2012-11-26,231914865.07485908
2012-11-27,231443599.43441296
2012-11-28,234738077.47091007
2012-11-29,237910954.96145934
2012-11-30,239605079.98123714
2012-12-01,239737166.7373977
2012-12-02,237950323.02430153
2012-12-03,240989426.48712778
2012-12-04,254567347.06428164
2012-12-05,253495232.58210385
2012-12-06,256651946.0297002
2012-12-07,256650585.1412672
2012-12-08,257094546.83625925
2012-12-09,254182297.93688503
2012-12-10,256970061.44996387
2012-12-11,259327971.7037469
2012-12-12,260344701.37320426
2012-12-13,262013813.66137803
2012-12-14,259083117.93549305
2012-12-15,257759998.20507047
2012-12-16,253995753.3402913
2012-12-17,253763271.5117842
2012-12-18,252858457.47291115
2012-12-19,257948001.65907568
2012-12-20,258556849.1962903
2012-12-21,255879752.86904517
2012-12-22,255859169.6743611
2012-12-23,253790239.49366817
2012-12-24,255869980.4487235
2012-12-25,254716047.42227462
2012-12-26,256427642.603697
2012-12-27,255384940.18380535
2012-12-28,256470377.33395404
2012-12-29,254928908.93350232
2012-12-30,256296415.8558087
2012-12-31,258226316.28619462
2013-01-01,254156763.68496582
2013-01-02,253201658.2041507
2013-01-03,255188001.4694807
2013-01-04,256490524.8738669
2013-01-05,256648931.38564485
2013-01-06,257520957.64549598
2013-01-07,258518501.53433245
2013-01-08,262807220.0675882
2013-01-09,263592826.74854854
2013-01-10,269369687.01867545
2013-01-11,271372221.0144982
2013-01-12,271128703.7998869
2013-01-13,270120045.3623496
2013-01-14,273132375.9364204
2013-01-15,273060551.70552295
2013-01-16,280592275.2243184
2013-01-17,297597300.1849644
2013-01-18,299845016.6822766
2013-01-19,297424277.05544907
2013-01-20,299945439.3252596
2013-01-21,320212372.9351271
2013-01-22,330134447.1034382
2013-01-23,334655911.65446943
2013-01-24,322548460.24915534
2013-01-25,332222325.65840006
2013-01-26,335034051.96341395
2013-01-27,340986732.7298306
2013-01-28,358748216.91780263
2013-01-29,372519550.24044204
2013-01-30,376790201.06594694
2013-01-31,391594443.3827694
2013-02-01,390304494.6307856
2013-02-02,374912198.4422192
2013-02-03,392941734.1771562
2013-02-04,390319038.31251645
2013-02-05,394519756.2615151
2013-02-06,405027266.40619254
2013-02-07,422411852.95268804
2013-02-08,435221581.92987365
2013-02-09,453320140.678283
2013-02-10,456523012.0533917
2013-02-11,467950424.50122195
2013-02-12,477188216.8365815
2013-02-13,470756101.5923036
2013-02-14,521230739.5766516
2013-02-15,519138175.7612471
2013-02-16,522512034.6813764
2013-02-17,514539382.925712
2013-02-18,514597364.4157138
2013-02-19,562109068.7287338
2013-02-20,569907396.1663724
2013-02-21,569906973.9375726
2013-02-22,582450357.4248347
2013-02-23,569747211.708693
2013-02-24,571236609.656894
2013-02-25,580244179.7813696
2013-02-26,595637210.011294
2013-02-27,597294657.2469014
2013-02-28,638150221.7586368
2013-03-01,661719650.6740168
2013-03-02,652902341.1569322
2013-03-03,658830968.8074683
2013-03-04,695674929.2160457
2013-03-05,777881938.5382758
2013-03-06,827879928.818662
2013-03-07,802339447.6035303
2013-03-08,839786474.4109275
2013-03-09,896946425.9901676
2013-03-10,881264333.3510633
2013-03-11,923573684.1163979
2013-03-12,849734382.2823132
2013-03-13,899575178.2717457
2013-03-14,897893657.263621
2013-03-15,897503118.7957036
2013-03-16,902424651.9054431
2013-03-17,905863785.5114713
2013-03-18,983087581.5679673
2013-03-19,1138812150.0628393
2013-03-20,1219072013.42968
2013-03-21,1357562213.8445246
2013-03-22,1337151777.0651894
2013-03-23,1232654599.9673097
2013-03-24,1372642214.1965508
2013-03-25,1422943886.7238326
2013-03-26,1505355260.3177013
2013-03-27,1701469572.3567433
2013-03-28,1678994433.2118304
2013-03-29,1729315581.0516586
2013-03-30,1765693560.9151213
2013-03-31,1798530167.260424
2013-04-01,1984088666.2321775
2013-04-02,2235144347.8727584
2013-04-03,2516977387.5450506
2013-04-04,2548184497.148945
2013-04-05,2732607553.788419
2013-04-06,2741485286.9866447
2013-04-07,3120458103.518829
2013-04-08,3570908715.8174047
2013-04-09,4420660446.487824
2013-04-10,3089189193.5530434
2013-04-11,1588854473.1248398
2013-04-12,2136626538.0975301
2013-04-13,1870938966.660619
2013-04-14,1703353160.9671664
2013-04-15,1550340067.3161528
2013-04-16,1309039835.2910235
2013-04-17,1780373644.89941
2013-04-18,2082704103.3692386
2013-04-19,2281894657.738866
2013-04-20,2458338649.6995525
2013-04-21,2271995434.6959887
2013-04-22,2422281421.685583
2013-04-23,2725669596.4781146
2013-04-24,2956073968.3631916
2013-04-25,2704512595.4048977
2013-04-26,2631794191.529006
2013-04-27,2459611919.6995835
2013-04-28,2582464582.7631993
2013-04-29,2758850205.912624
2013-04-30,2669184896.9505415
2013-05-01,2227738341.1332755
2013-05-02,2040327918.6727037
2013-05-03,1848080576.719964
2013-05-04,2158661598.578357
2013-05-05,2235364580.6890984
2013-05-06,2151620329.1788344
2013-05-07,2141962160.012732
2013-05-08,2171381544.6572037
2013-05-09,2149203488.9667974
2013-05-10,2259050765.792266
2013-05-11,2217121460.163156
2013-05-12,2205453851.3986597
2013-05-13,2253934427.5813475
2013-05-14,2070910338.4033933
2013-05-15,2092533943.212701
2013-05-16,2168113516.0642896
2013-05-17,2252076472.8069935
2013-05-18,2269185122.299249
2013-05-19,2247484987.871074
2013-05-20,2262650213.1856475
2013-05-21,2251879674.779042
2013-05-22,2285146854.7802787
2013-05-23,2376473235.466874
2013-05-24,2477351481.653957
2013-05-25,2475060894.629232
2013-05-26,2500428889.948926
2013-05-27,2428226540.1146097
2013-05-28,2418969578.176818
2013-05-29,2489428343.4065685
2013-05-30,2430934376.221952
2013-05-31,2456119254.054513
2013-06-01,2475019797.562883
2013-06-02,2356708303.5568767
2013-06-03,2363069559.6891875
2013-06-04,2310197680.548358
2013-06-05,2323406246.9465404
2013-06-06,2288634101.2880926
2013-06-07,2118496976.8733099
2013-06-08,2099027135.5095513
2013-06-09,1920809744.0462291
2013-06-10,2006557940.5518591
2013-06-11,2067245312.79593
2013-06-12,2045663144.107349
2013-06-13,1948587741.137328
2013-06-14,1908108799.7056706
2013-06-15,1920944659.272622
2013-06-16,1904966785.0178914
2013-06-17,1925983921.983479
2013-06-18,2006150267.9812438
2013-06-19,2008700791.8374984
2013-06-20,2006999612.1874442
2013-06-21,1951187442.8815525
2013-06-22,1924798283.1134481
2013-06-23,1930197380.561547
2013-06-24,1905871702.627352
2013-06-25,1882628760.4511242
2013-06-26,1898494639.8210843
2013-06-27,1863036781.8606935
2013-06-28,1721110445.319379
2013-06-29,1709132519.433007
2013-06-30,1722376047.3014498
2013-07-01,1595160327.1472273
2013-07-02,1690508147.677116
2013-07-03,1495683880.7552354
2013-07-04,1523555970.9962602
2013-07-05,1298623903.2307541
2013-07-06,1277407821.599036
2013-07-07,1388551328.5560453
2013-07-08,1424823013.5089583
2013-07-09,1442305865.5059912
2013-07-10,1637339550.0430129
2013-07-11,1685273346.0797892
2013-07-12,1734458687.333885
2013-07-13,1764325315.1205442
2013-07-14,1731668944.1830823
2013-07-15,1806968809.3059325
2013-07-16,1768241960.235535
2013-07-17,1753903320.444214
2013-07-18,1637045251.689547
2013-07-19,1661743957.0201023
2013-07-20,1636254544.8573925
2013-07-21,1650881061.4731462
2013-07-22,1650674116.2687325
2013-07-23,1676345235.2672708
2013-07-24,1699072817.5356748
2013-07-25,1737980731.6509268
2013-07-26,1734562808.0128572
2013-07-27,1699604452.3321126
2013-07-28,1788003617.1129458
2013-07-29,1798765645.3782623
2013-07-30,1863680756.8866892
2013-07-31,1890112991.6139143
2013-08-01,1862137383.588544
2013-08-02,1852736677.189793
2013-08-03,1841888080.4888217
2013-08-04,1858557690.2261844
2013-08-05,1881077147.0859964
2013-08-06,1883971968.4052863
2013-08-07,1872183536.6887927
2013-08-08,1818351197.9933372
2013-08-09,1784038558.645431
2013-08-10,1799995897.0784154
2013-08-11,1818987951.2054527
2013-08-12,1841791771.4612525
2013-08-13,1886528969.2282147
2013-08-14,1912920665.1758404
2013-08-15,1893437513.6233783
2013-08-16,1897103994.8274117
2013-08-17,1923076713.2775493
2013-08-18,1914463454.567973
2013-08-19,1984184328.9330933
2013-08-20,2017438620.1183245
2013-08-21,2139226480.6272135
2013-08-22,2114692752.640155
2013-08-23,2079574815.8574452
2013-08-24,2102582979.5342705
2013-08-25,2183791803.056122
2013-08-26,2165283195.1610336
2013-08-27,2274362550.9363794
2013-08-28,2285263884.5105205
2013-08-29,2295413590.742993
2013-08-30,2412429610.5898237
2013-08-31,2480075603.069022
2013-09-01,2521952916.90244
2013-09-02,2503367367.549875
2013-09-03,2496132300.8396745
2013-09-04,2367693744.9714994
2013-09-05,2364755239.764217
2013-09-06,2277757996.676897
2013-09-07,2315626110.648894
2013-09-08,2281773318.498271
2013-09-09,2343812144.4299827
2013-09-10,2362441475.5016603
2013-09-11,2456790175.3858547
2013-09-12,2451014486.621846
2013-09-13,2463298956.381218
2013-09-14,2404320557.2233915
2013-09-15,2418537027.5088944
2013-09-16,2440474840.689523
2013-09-17,2454009609.920927
2013-09-18,2454267519.4450903
2013-09-19,2401755955.098746
2013-09-20,2377553354.337213
2013-09-21,2389045686.1627235
2013-09-22,2381787229.414913
2013-09-23,2376933704.0173364
2013-09-24,2395121406.3453465
2013-09-25,2391734638.558395
2013-09-26,2412594547.955258
2013-09-27,2449879946.767244
2013-09-28,2453720112.73707
2013-09-29,2459894344.920821
2013-09-30,2440314676.6078734
2013-10-01,2469207188.0016456
2013-10-02,2015065986.5985055
2013-10-03,2275946334.5262723
2013-10-04,2360381778.3334875
2013-10-05,2350153514.786085
2013-10-06,2371239705.723489
2013-10-07,2399077897.3091326
2013-10-08,2415848841.1446624
2013-10-09,2438585345.264315
2013-10-10,2453669608.745063
2013-10-11,2464480208.5880837
2013-10-12,2476192897.188271
2013-10-13,2564777927.707101
