time,value
2011-04-25,0.0
2011-04-29,0.0
2011-05-03,0.0
2011-05-07,0.0
2011-05-11,0.0006425850078694061
2011-05-15,0.000527976096611129
2011-05-19,0.0015821930685898595
2011-05-23,0.0015121908528330826
2011-05-27,0.0010483575076495012
2011-05-31,0.0042301664085837645
2011-06-04,0.0015431529076816177
2011-06-08,0.0031659464757039426
2011-06-12,0.0005847386342684817
2011-06-16,0.0016672306731977157
2011-06-20,0.0016050729359310466
2011-06-24,0.016745500731198664
2011-06-28,0.0030751017540054117
2011-07-02,0.0010697042241215994
2011-07-06,0.0036236514784626687
2011-07-10,0.00865670079405068
2011-07-14,0.010919049643045612
2011-07-18,0.0020280581629308395
2011-07-22,0.005392806521940494
2011-07-26,0.011359361302053606
2011-07-30,0.003886491307327545
2011-08-03,0.005658505076477877
2011-08-07,0.005087115966223224
2011-08-11,0.005783683418988936
2011-08-29,0.00332388804075035
2011-09-02,0.01831595674446512
2011-09-06,0.013739896444560522
2011-09-10,0.02526139085628136
2011-09-14,0.028518926587977108
2011-09-18,0.11147700902049368
2011-09-22,0.10726287092426304
2011-09-26,0.15815097353714583
2011-09-30,0.11848605799100143
2011-10-04,0.05886737588304573
2011-10-08,0.026898418594994884
2011-10-12,0.07646436697934048
2011-10-16,0.058298969902629755
2011-10-20,0.039258024441193036
2011-10-24,0.07059681946078863
2011-10-28,0.028051929954904343
2011-11-01,0.037662790756068175
2011-11-05,0.04651444235336813
2011-11-09,0.01970193954017077
2011-11-13,0.061290102922281584
2011-11-17,0.0035360815608878686
2011-11-21,0.0028926935968509263
2011-11-25,0.029191484598009843
2011-11-29,0.00500134761809072
2011-12-03,0.0011701837466162185
2011-12-07,0.0030548073861916586
2011-12-11,0.04764921088910916
2011-12-15,0.041958775823413216
2011-12-19,0.08450054377086554
2011-12-23,0.034313482162193036
2011-12-27,0.06692228030812838
2011-12-31,0.13806205392366092
2012-01-04,0.0690741785101936
2012-01-08,0.08868270693342716
2012-01-12,0.0594169181657372
2012-01-16,0.06888010268728781
2012-01-20,0.06660745489894754
2012-01-24,0.04656956200160587
2012-01-28,0.09951433880550947
2012-02-01,0.06868772819433869
2012-02-05,0.06742016746486248
2012-02-09,0.08997604750200684
2012-02-13,0.059535876813014754
2012-02-17,0.03798848211303561
2012-02-21,0.11031652615130456
2012-02-25,0.0346493975559712
2012-02-29,0.08328237769430233
2012-03-04,0.10253658722615916
2012-03-08,0.04044150839501659
2012-03-12,0.09403786448272568
2012-03-16,0.06431477208855907
2012-03-20,0.05369091214410551
2012-03-24,0.06683423905253834
2012-03-28,0.09643902210008513
2012-04-01,0.0689938938503089
2012-04-05,0.08985235776130193
2012-04-09,0.048914614140889
2012-04-13,0.18074489584740852
2012-04-17,0.06957203923940362
2012-04-21,0.0518518337070821
2012-04-25,0.08826743256844224
2012-04-29,0.04593571764540178
2012-05-03,0.07046948065487006
2012-05-07,0.07516622947376134
2012-05-11,0.16549364482930415
2012-05-15,0.1275094404350544
2012-05-19,0.035237487428758034
2012-05-23,0.06203005906439832
2012-05-27,0.11748354461983952
2012-05-31,0.03596071570516926
2012-06-04,0.028583676540693166
2012-06-08,0.061272159528065806
2012-06-12,0.1085915569606536
2012-06-16,0.1234988870001296
2012-06-20,0.053323726268219
2012-06-24,0.11184005697599479
2012-06-28,0.0733452744261925
2012-07-02,0.22103017766432387
2012-07-06,0.107737181826915
2012-07-10,0.07128322375201289
2012-07-14,0.03511883375779924
2012-07-18,0.106769271436823
2012-07-22,0.08542579149813598
2012-07-26,0.040931182166736
2012-07-30,0.10086815398784608
2012-08-03,0.06276341279187422
2012-08-07,0.06376787853878457
2012-08-11,0.04999062900518105
2012-08-15,0.0605888979691757
2012-08-19,0.013931005997878143
2012-08-23,0.032739183507383224
2012-08-27,0.041829648383453454
2012-08-31,0.02570333952129219
2012-09-04,0.03806269864117772
2012-09-08,0.04925202183696076
2012-09-12,0.04650297697770256
2012-09-16,0.0411184605541221
2012-09-20,0.0386632066973811
2012-09-24,0.07284697031168023
2012-09-28,0.0461357420483167
2012-10-02,0.07834827657623687
2012-10-06,0.06228693643312141
2012-10-10,0.09948662365897856
2012-10-14,0.05155419042367734
2012-10-18,0.06418622451546098
2012-10-22,0.11100063995472356
2012-10-26,0.047193638291959016
2012-10-30,0.03909595679825221
2012-11-03,0.048423838432236715
2012-11-07,0.08947207276437151
2012-11-11,0.17017741042349116
2012-11-15,0.05881982131963918
2012-11-19,0.07306352202632738
2012-11-23,0.09887126668665233
2012-11-27,0.08702567486286328
2012-12-01,0.03998951695723414
2012-12-05,0.07816548510097351
2012-12-09,0.038608217456603346
2012-12-13,0.04856528740189923
2012-12-17,0.09647479762588902
2012-12-21,0.08046927833988832
2012-12-25,0.051480904849503184
2012-12-29,0.03679695691645154
2013-01-02,0.039447263823114906
2013-01-06,0.07613432072835556
2013-01-10,0.06298709988459705
2013-01-14,0.08672726776809817
2013-01-18,0.12520181780258322
2013-01-22,0.06958403774922683
2013-01-26,0.04451814916655677
2013-01-30,0.040089774531631886
2013-02-03,0.057165960259836196
2013-02-07,0.05543318961625034
2013-02-11,0.1197544987769841
2013-02-15,0.06958275274201148
2013-02-19,0.09641582038601343
2013-02-23,0.05984134344292769
2013-02-27,0.0777394769030023
2013-03-03,0.05823864350514566
2013-03-07,0.11575098623687896
2013-03-11,0.1371069145465488
2013-03-15,0.08381362863469431
2013-03-19,0.1650943129771211
2013-03-23,0.12435708973349575
2013-03-27,0.13388827991390612
2013-03-31,0.11716997783968464
2013-04-04,0.15998717378613328
2013-04-08,0.12946348919384262
2013-04-12,0.1742715807005075
2013-04-16,0.1380027569951414
2013-04-20,0.1508600498190893
