time,MVRV_Z
2010-10-11,8.342371842836902
2010-10-12,7.649894975504487
2010-10-13,7.731436786731624
2010-10-14,6.885142660129364
2010-10-15,6.582280503337723
2010-10-16,5.906422770221194
2010-10-17,5.697687401434903
2010-10-18,5.476290010900131
2010-10-19,4.981644109538015
2010-10-20,4.927596016762702
2010-10-21,5.204322321767941
2010-10-22,4.769334145830371
2010-10-23,4.744032931982924
2010-10-24,5.121515806653058
2010-10-25,5.9661193213884625
2010-10-26,5.975212352799427
2010-10-27,6.63339776670493
2010-10-28,5.4467951258070135
2010-10-29,5.524131739166348
2010-10-30,5.290219209482632
2010-10-31,4.773814855610081
2010-11-01,4.549811256786934
2010-11-02,4.291921265988335
2010-11-03,4.081345601457682
2010-11-04,4.639416201919659
2010-11-05,4.929680919461565
2010-11-06,6.569828087056976
2010-11-07,4.936430434744441
2010-11-08,3.161201185925801
2010-11-09,2.6800749344904538
2010-11-10,2.822104664072696
2010-11-11,2.6715237186150835
2010-11-12,3.2806619796377703
2010-11-13,3.2887833006314975
2010-11-14,3.2298332000647227
2010-11-15,2.976006908857169
2010-11-16,2.331216352628094
2010-11-17,2.5326857499322504
2010-11-18,2.849121017560231
2010-11-19,2.9052506332435484
2010-11-20,2.8990754510488124
2010-11-21,2.764365547122262
2010-11-22,2.8149142570885286
2010-11-23,2.737279858466995
2010-11-24,2.6885001675586344
2010-11-25,2.6075438673427644
2010-11-26,2.614777331370337
2010-11-27,2.56062585930876
2010-11-28,2.3950972988380785
2010-11-29,1.9080038014064744
2010-11-30,1.6434752108410564
2010-12-01,1.8654232151296544
2010-12-02,2.162135305377423
2010-12-03,2.1027918407194397
2010-12-04,1.5668198053476443
2010-12-05,1.540866175567005
2010-12-06,1.5432027498630703
2010-12-07,1.8728645617245578
2010-12-08,1.9264689987508432
2010-12-09,1.4740053082032338
2010-12-10,1.521216028847715
2010-12-11,1.7953261703257393
2010-12-12,1.6965966366682563
2010-12-13,1.7786251076384763
2010-12-14,1.9910229137669324
2010-12-15,1.9019112954018351
2010-12-16,2.006429892818977
2010-12-17,1.914512129896207
2010-12-18,1.8873590317802424
2010-12-19,1.8712095218202376
2010-12-20,2.1591769565467667
2010-12-21,1.8456976303389827
2010-12-22,1.935541401949011
2010-12-23,1.9270245548747438
2010-12-24,1.8972408092918198
2010-12-25,1.9108632791758824
2010-12-26,2.069602801457506
2010-12-27,2.056344496810341
2010-12-28,2.2219522109519074
2010-12-29,2.4000066856087914
2010-12-30,2.3771388104408873
2010-12-31,2.357002101573038
2011-01-01,2.3378802100740805
2011-01-02,2.3157850292243793
2011-01-03,2.2445521266184416
2011-01-04,2.270654242148267
2011-01-05,2.253816755919599
2011-01-06,2.228564144593809
2011-01-07,2.4381184398933495
2011-01-08,2.4445895950874936
2011-01-09,2.423464477996581
2011-01-10,2.429405713343149
2011-01-11,2.388192538297856
2011-01-12,2.2912201489699964
2011-01-13,2.2537988345882884
2011-01-14,3.0290549322801876
2011-01-15,2.8460006489389125
2011-01-16,2.8074048527136086
2011-01-17,2.417798363594677
2011-01-18,2.053249624767144
2011-01-19,2.0351884561599594
2011-01-20,2.737577726428955
2011-01-21,2.9702146748958653
2011-01-22,3.097767202546066
2011-01-23,3.0528876234867326
2011-01-24,2.8019474331228285
2011-01-25,2.6789910475727985
2011-01-26,2.54852958788345
2011-01-27,2.5645082342241894
2011-01-28,2.723534556088326
2011-01-29,2.6306427332313436
2011-01-30,2.9037402320137784
2011-01-31,3.214713749434234
2011-02-01,4.462061018681447
2011-02-02,4.364874414962829
2011-02-03,3.9744034711049934
2011-02-04,4.577733170440258
2011-02-05,4.939091873800302
2011-02-06,4.5982561654622245
2011-02-07,4.304391600851406
2011-02-08,4.280139590405458
2011-02-09,4.574100620774707
2011-02-10,4.186362883958065
2011-02-11,4.3551178193780276
2011-02-12,4.283410100093959
2011-02-13,3.9894306466059315
2011-02-14,3.9134472548797063
2011-02-15,3.704125933401837
2011-02-16,3.5238991230274976
2011-02-17,3.465182031870841
2011-02-18,2.8277583214046773
2011-02-19,2.957801799880884
2011-02-20,2.599973104827139
2011-02-21,2.4546772583097205
2011-02-22,2.581544905383111
2011-02-23,2.6349974694058007
2011-02-24,2.9243073087938423
2011-02-25,2.606637775539431
2011-02-26,2.71994542779146
2011-02-27,2.4486352069910455
2011-02-28,2.2912565361089214
2011-03-01,2.374000514526962
2011-03-02,2.409451322741269
2011-03-03,2.378117998895972
2011-03-04,2.22062644101109
2011-03-05,2.2203331092342404
2011-03-06,2.12222570829735
2011-03-07,2.082162530430196
2011-03-08,2.0254974396454584
2011-03-09,1.9910833391506575
2011-03-10,2.178086742076251
2011-03-11,2.0251686598308605
2011-03-12,2.128154718840344
2011-03-13,2.025779217820774
2011-03-14,2.009377151504421
2011-03-15,1.92289701677781
2011-03-16,1.835444140674402
2011-03-17,1.740078628301002
2011-03-18,1.657601335492509
2011-03-19,1.5322026234673993
2011-03-20,1.4524760366928304
2011-03-21,1.5043456506216037
2011-03-22,1.6586711001859984
2011-03-23,1.7810464946669953
2011-03-24,1.8359535060234484
2011-03-25,1.8620868506243926
2011-03-26,1.7561151765232204
2011-03-27,1.6433560996477914
2011-03-28,1.5518976544487784
2011-03-29,1.540605805475578
2011-03-30,1.52795056290312
2011-03-31,1.508066511439512
2011-04-01,1.47118285252501
2011-04-02,1.4935035123151166
2011-04-03,1.48059327891567
2011-04-04,1.1620191517080352
2011-04-05,1.2732133641826924
2011-04-06,1.3481987413286505
2011-04-07,1.3891962304064736
2011-04-08,1.3744665664671987
2011-04-09,1.3223661644231122
2011-04-10,1.318217759010038
2011-04-11,1.4317162256563476
2011-04-12,1.7110510324238792
2011-04-13,1.9150808683449414
2011-04-14,2.109117653507516
2011-04-15,2.0408982862711125
2011-04-16,2.2145835747938594
2011-04-17,2.345799728582629
2011-04-18,2.466858519560544
2011-04-19,2.5361783592443503
2011-04-20,2.38277370414681
2011-04-21,2.5449487415083443
2011-04-22,3.0606645995213233
2011-04-23,4.131039030205814
2011-04-24,3.484638415324685
2011-04-25,3.2326618824451816
2011-04-26,3.694470459683506
2011-04-27,3.9266260485813667
2011-04-28,4.700858203209698
2011-04-29,5.459585896128767
2011-04-30,6.280070691657241
2011-05-01,5.088322036390418
2011-05-02,5.020213498958142
2011-05-03,5.026842032404709
2011-05-04,4.792276268629092
2011-05-05,4.472381739161857
2011-05-06,4.429998269270338
2011-05-07,4.524253680424428
2011-05-08,4.610463067566733
2011-05-09,4.354983206931695
2011-05-10,6.32772863650726
2011-05-11,5.610935522089141
2011-05-12,6.133292438578057
2011-05-13,7.162511762951997
2011-05-14,5.58333284719814
2011-05-15,5.152629896010157
2011-05-16,5.554695690169342
2011-05-17,4.754440634403412
2011-05-18,4.172500557649468
2011-05-19,4.107954452718053
2011-05-20,3.0628085962186513
2011-05-21,3.3492262169723386
2011-05-22,3.671653654969786
2011-05-23,3.792198928076369
2011-05-24,3.8861290542771325
2011-05-25,4.4659752620874205
2011-05-26,4.407169012637793
2011-05-27,4.05256304371488
2011-05-28,3.8236817619327605
2011-05-29,3.7402694985955796
2011-05-30,3.826290802434
2011-05-31,3.680078144658774
2011-06-01,4.021319400766794
2011-06-02,4.384262761620004
2011-06-03,5.705612166077607
2011-06-04,6.890491644875794
2011-06-05,5.696386989763733
2011-06-06,5.823497031758377
2011-06-07,6.905736019678799
2011-06-08,7.664755652052222
2011-06-09,6.787543179530723
2011-06-10,5.096036951205226
2011-06-11,2.620355978381745
2011-06-12,3.439248041715365
2011-06-13,3.472059388829554
2011-06-14,3.221780821713303
2011-06-15,3.1053943130414376
2011-06-16,2.670707269057452
2011-06-17,2.0626235751055266
2011-06-18,2.34337105995992
2011-06-19,2.428975463460826
2011-06-20,2.384265240528475
2011-06-21,2.335342955828259
2011-06-22,2.2997743931610697
2011-06-23,2.2645439107036127
2011-06-24,2.2279919789979625
2011-06-25,2.1966146108175097
2011-06-26,1.9344364268298722
2011-06-27,1.9695271950251916
2011-06-28,1.97694494085102
2011-06-29,1.928352901844734
2011-06-30,1.7722751526699723
2011-07-01,1.6147329194228104
2011-07-02,1.5979961015461692
2011-07-03,1.5989585892576015
2011-07-04,1.2915272887087004
2011-07-05,1.115106369686523
2011-07-06,1.4369702257989296
2011-07-07,1.4422126909679975
2011-07-08,1.3425336565543136
2011-07-09,1.3513996314332195
2011-07-10,1.3826028876311116
2011-07-11,1.3169258572274116
2011-07-12,1.2572470939402438
2011-07-13,1.241803999108962
2011-07-14,1.2406349931945315
2011-07-15,1.2004210917544595
2011-07-16,1.1790562126946302
2011-07-17,1.0925364060573663
2011-07-18,1.1965491443769674
2011-07-19,1.224607916937627
2011-07-20,1.2074570120273591
2011-07-21,1.1915334645261677
2011-07-22,1.2031292970640926
2011-07-23,1.195682611463748
2011-07-24,1.2454642437886432
2011-07-25,1.2471991152517143
2011-07-26,1.2149642158018097
2011-07-27,1.2099827368382612
2011-07-28,1.140186973792656
2011-07-29,1.139808144802177
2011-07-30,1.1399205555299112
2011-07-31,1.1086329261785066
2011-08-01,1.0456991553677621
2011-08-02,0.9046428922696195
2011-08-03,0.40704803272905876
2011-08-04,0.6649687284457378
2011-08-05,0.4877179402082316
2011-08-06,0.021462628233501806
2011-08-07,0.2924911383544074
2011-08-08,0.1846109061526016
2011-08-09,0.5389885008863914
2011-08-10,0.5822943484987837
2011-08-11,0.47667016927983
2011-08-12,0.47958166450978884
2011-08-13,0.5760494376745684
2011-08-14,0.7159065978445179
2011-08-15,0.7710389649371172
2011-08-16,0.7444229575235038
2011-08-17,0.7374091553468717
2011-08-18,0.7176567669429995
2011-08-19,0.8584335826402197
2011-08-20,0.8196426863273286
2011-08-21,0.8003869639305645
2011-08-22,0.7234209030683388
2011-08-23,0.7230059085772683
2011-08-24,0.7140987200359333
2011-08-25,0.47165316556406434
2011-08-26,0.22070232174061108
2011-08-27,0.3717636594655245
2011-08-28,0.4483444364071501
2011-08-29,0.43512725203645575
2011-08-30,0.4091356072032175
2011-08-31,0.3019248505425613
2011-09-01,0.30995212608614997
2011-09-02,0.37862555815081644
2011-09-03,0.3483884224190568
2011-09-04,0.30548586158322283
2011-09-05,0.19927715986330594
2011-09-06,0.06822773882486605
2011-09-07,0.12662319790883403
2011-09-08,0.04329869386732826
2011-09-09,-0.2572485021265166
2011-09-10,-0.2995826029167384
2011-09-11,-0.0535967273786446
2011-09-12,-0.0080864431583626
2011-09-13,-0.05722772596666978
2011-09-14,-0.09333118696220932
2011-09-15,-0.2240884534720007
2011-09-16,-0.2286977825626544
2011-09-17,-0.23823133391649517
2011-09-18,-0.15367039828081436
2011-09-19,-0.10051127462299136
2011-09-20,0.01512311165601602
2011-09-21,-0.08527837498154393
2011-09-22,-0.10590714727342108
2011-09-23,-0.08888736616017909
2011-09-24,-0.10805793986763666
2011-09-25,-0.12309825974495274
2011-09-26,-0.20914635631238038
2011-09-27,-0.20158828688794844
2011-09-28,-0.22847495545509813
2011-09-29,-0.22548652586554807
2011-09-30,-0.15704683546892356
2011-10-01,-0.1760368333191968
2011-10-02,-0.179790915270341
2011-10-03,-0.17600322146529152
2011-10-04,-0.18791926033933704
2011-10-05,-0.20080394187858897
2011-10-06,-0.22970617775756857
2011-10-07,-0.3135411876671946
2011-10-08,-0.3688019279364225
2011-10-09,-0.34255910063908845
2011-10-10,-0.3480614868643038
2011-10-11,-0.35899369031275713
2011-10-12,-0.3271624718082529
2011-10-13,-0.35152274825955876
2011-10-14,-0.35996350639838837
2011-10-15,-0.3882655028511118
2011-10-16,-0.4317124156609525
2011-10-17,-0.6240527425151896
2011-10-18,-0.6521429698880461
2011-10-19,-0.6862901710102676
2011-10-20,-0.6583626162980329
2011-10-21,-0.6166025674769671
2011-10-22,-0.5011639624416186
2011-10-23,-0.5027476851887055
2011-10-24,-0.6242118775316348
2011-10-25,-0.5693583253133999
2011-10-26,-0.5707643116517287
2011-10-27,-0.5184787290958236
2011-10-28,-0.49280822946760267
2011-10-29,-0.4159578361986019
2011-10-30,-0.47817221007492783
2011-10-31,-0.4765521156399203
2011-11-01,-0.49506941549748296
2011-11-02,-0.4762161611493478
2011-11-03,-0.49389028942044083
2011-11-04,-0.5031637207279183
2011-11-05,-0.5316584225801393
2011-11-06,-0.5349615323090575
2011-11-07,-0.5239617952938024
2011-11-08,-0.515116135435294
2011-11-09,-0.5092100474953976
2011-11-10,-0.5219799503065347
2011-11-11,-0.47862060871978795
2011-11-12,-0.48770227113491904
2011-11-13,-0.4958991201888055
2011-11-14,-0.6496646543743657
2011-11-15,-0.6293243089524571
2011-11-16,-0.5158037276274682
2011-11-17,-0.5660263972327861
2011-11-18,-0.592558349608687
2011-11-19,-0.5732729614473334
2011-11-20,-0.5727809670195129
2011-11-21,-0.5573691885700407
2011-11-22,-0.5484254160744424
2011-11-23,-0.5465520990487133
2011-11-24,-0.5258650209241927
2011-11-25,-0.5145730161492897
2011-11-26,-0.5159284149223017
2011-11-27,-0.5149280455191326
2011-11-28,-0.4910598258566301
2011-11-29,-0.4494956943438756
2011-11-30,-0.40963524536456336
2011-12-01,-0.3868968868159759
2011-12-02,-0.38370502605828183
2011-12-03,-0.4423182282146722
2011-12-04,-0.43951558109140804
2011-12-05,-0.42797546075749127
2011-12-06,-0.3979207230417853
2011-12-07,-0.40075903364231985
2011-12-08,-0.4002082908427299
2011-12-09,-0.40783263350067206
2011-12-10,-0.3844201269300189
2011-12-11,-0.3481914721156747
2011-12-12,-0.3622891553119919
2011-12-13,-0.35118084129916183
2011-12-14,-0.36853651976565677
2011-12-15,-0.35871594979385374
2011-12-16,-0.35792496422573417
2011-12-17,-0.361704048894893
2011-12-18,-0.3615734553657618
2011-12-19,-0.29148168359451404
2011-12-20,-0.20200593596040642
2011-12-21,-0.2172614757392572
2011-12-22,-0.2155321798257534
2011-12-23,-0.20908701333807822
2011-12-24,-0.20884586775469818
2011-12-25,-0.14396820185928874
2011-12-26,-0.1966083198769354
2011-12-27,-0.17617050523277783
2011-12-28,-0.15252283659128701
2011-12-29,-0.16042828545399943
2011-12-30,-0.1309375701927388
2011-12-31,-0.04273483273339737
2012-01-01,0.08416720468210748
2012-01-02,0.06549796277697495
2012-01-03,-0.010355253256339096
2012-01-04,0.1460538988333666
2012-01-05,0.4236081556553414
2012-01-06,0.3749947133207171
2012-01-07,0.3976430877685962
2012-01-08,0.4614359832413469
2012-01-09,0.2751662434331867
2012-01-10,0.32959845542633825
2012-01-11,0.40845470293911657
2012-01-12,0.37650409140470686
2012-01-13,0.3026232431540281
2012-01-14,0.3704824267024458
2012-01-15,0.4343336989540133
2012-01-16,0.3571904847629322
2012-01-17,0.10443918348443738
2012-01-18,0.17417750109069285
2012-01-19,0.2661152478275514
2012-01-20,0.30820693568204127
2012-01-21,0.23437708290827797
2012-01-22,0.2623974710329086
2012-01-23,0.2784127121179215
2012-01-24,0.25478163025461764
2012-01-25,0.14853520617378466
2012-01-26,0.04908906590903
2012-01-27,0.03630052389540819
2012-01-28,0.11959260589402076
2012-01-29,0.05841227190777035
2012-01-30,0.0852792357900802
2012-01-31,0.0948415583789779
2012-02-01,0.21848891346938346
2012-02-02,0.22349631697104566
2012-02-03,0.18874780572414354
2012-02-04,0.17574547456846226
2012-02-05,0.12512505049251615
2012-02-06,0.08131601691818562
2012-02-07,0.12389641401897586
2012-02-08,0.11403550347598401
2012-02-09,0.16537427939074528
2012-02-10,0.1901795715746758
2012-02-11,0.11059145050929241
2012-02-12,0.08884276657863407
2012-02-13,0.058827457679743386
2012-02-14,-0.13776593530702863
2012-02-15,-0.1705595379659672
2012-02-16,-0.18423437010416346
2012-02-17,-0.15031874855103428
2012-02-18,-0.17576567651669664
2012-02-19,-0.14599995329740356
2012-02-20,-0.15102985407824868
2012-02-21,-0.16185943248928872
2012-02-22,-0.13569692692550742
2012-02-23,0.012506389986295751
2012-02-24,0.008464384059820708
2012-02-25,-0.053272518631990104
2012-02-26,-0.01570601926443444
2012-02-27,-0.00969562720302184
2012-02-28,-0.033335669778349154
2012-02-29,-0.02065658190369897
2012-03-01,-0.008931752086657713
2012-03-02,-0.05763965400538862
2012-03-03,-0.07847443733571814
2012-03-04,-0.02803723496181508
2012-03-05,0.008038004461972751
2012-03-06,0.008964601972420022
2012-03-07,-0.0009337120190148545
2012-03-08,-0.004128124188313267
2012-03-09,-0.019463846644820915
2012-03-10,-0.026130167629427745
2012-03-11,-0.013000212767471304
2012-03-12,-0.008073026565372728
2012-03-13,0.0854168827596513
2012-03-14,0.10855122135055557
2012-03-15,0.09504235617492461
2012-03-16,0.09348118973502778
2012-03-17,0.06836935765459534
2012-03-18,0.07719208183365628
2012-03-19,-0.06943523979654925
2012-03-20,-0.030315332895665858
2012-03-21,-0.03107216191063045
2012-03-22,-0.0518120651667572
2012-03-23,-0.061456776003367235
2012-03-24,-0.0700162569835679
2012-03-25,-0.09411307193848822
2012-03-26,-0.07289610765785745
2012-03-27,-0.02727593884299782
2012-03-28,-0.03263830963080525
2012-03-29,-0.030988763239971403
2012-03-30,0.004749611159928724
2012-03-31,0.011838355868069405
2012-04-01,-0.012727537572388235
2012-04-02,0.0357773756894321
2012-04-03,0.032744326718142466
2012-04-04,0.022793024641233915
2012-04-05,0.0232819290673118
2012-04-06,0.02997111948056978
2012-04-07,-0.031580307557156156
2012-04-08,-0.013449998932405303
2012-04-09,0.004619650591223152
2012-04-10,0.0020223865907760268
2012-04-11,0.020811300428278886
2012-04-12,0.016300828794748635
2012-04-13,0.024587546152476256
2012-04-14,0.029982318453128806
2012-04-15,0.030645595725622966
2012-04-16,0.02722806475834532
2012-04-17,0.031748608762020486
2012-04-18,0.07164698145785678
2012-04-19,0.07254009075726962
2012-04-20,0.1324760868118728
2012-04-21,0.11017082788791603
2012-04-22,0.08618590263641289
2012-04-23,0.06534627938328692
2012-04-24,0.0592657406025462
2012-04-25,0.0689532410499616
2012-04-26,0.05706976257092262
2012-04-27,0.05672079864123791
2012-04-28,0.023934653968614883
2012-04-29,0.008700078047108581
2012-04-30,0.020299320745162237
2012-05-01,0.032427027344277416
2012-05-02,0.05019120412000482
2012-05-03,0.06749040250045983
2012-05-04,0.058506581160540985
2012-05-05,0.0507460475593722
2012-05-06,0.051619592563697254
2012-05-07,0.05706747227246756
2012-05-08,0.045514363134929306
2012-05-09,0.05023890801793184
2012-05-10,0.019670967298673073
2012-05-11,0.030250595356819635
2012-05-12,0.022026333760724878
2012-05-13,0.0230020041092726
2012-05-14,0.04185061616090766
2012-05-15,0.04803104819863483
2012-05-16,0.06400374150186476
2012-05-17,0.06630450285111882
2012-05-18,0.07655503048981949
2012-05-19,0.07501142946773665
2012-05-20,0.07524036840226314
2012-05-21,0.07908947157904248
2012-05-22,0.07838826963835156
2012-05-23,0.08902339765723137
2012-05-24,0.09012490941951395
2012-05-25,0.09504739042456216
2012-05-26,0.08971671503780133
2012-05-27,0.09793645328890148
2012-05-28,0.09850821187935681
2012-05-29,0.1019613462747056
2012-05-30,0.0992846994210572
2012-05-31,0.11778882752280515
2012-06-01,0.14088616063999818
2012-06-02,0.13413736494543574
2012-06-03,0.12550828513039908
2012-06-04,0.13823173271677203
2012-06-05,0.184100786797501
2012-06-06,0.18892945703469854
2012-06-07,0.22720250283570526
2012-06-08,0.23583893076291418
2012-06-09,0.21689042718744958
2012-06-10,0.188815955450206
2012-06-11,0.22395541100476268
2012-06-12,0.2619537029094902
2012-06-13,0.31169819125271486
2012-06-14,0.3261078348415297
2012-06-15,0.4797502671637285
2012-06-16,0.45478944578349306
2012-06-17,0.3836510761696527
2012-06-18,0.4144776357175175
2012-06-19,0.46572730052831635
2012-06-20,0.521956352570842
2012-06-21,0.5141295229366244
2012-06-22,0.4811066767935999
2012-06-23,0.4468136840521385
2012-06-24,0.4190155618354357
2012-06-25,0.40982740758451247
2012-06-26,0.4412012102273368
2012-06-27,0.4921917810962772
2012-06-28,0.483799026112064
2012-06-29,0.5026371347073156
2012-06-30,0.5081987575447003
2012-07-01,0.492277216578089
2012-07-02,0.5243282683700359
2012-07-03,0.439957498807477
2012-07-04,0.45764889699781236
2012-07-05,0.49382336432199986
2012-07-06,0.5014149480973422
2012-07-07,0.5424020051818941
2012-07-08,0.5373321998793703
2012-07-09,0.603746323970802
2012-07-10,0.6598072107703791
2012-07-11,0.6587368076509258
2012-07-12,0.763326141747294
2012-07-13,0.7803364915954004
2012-07-14,0.7755529652747969
2012-07-15,0.7878370615247127
2012-07-16,1.0302224499275314
2012-07-17,1.0874793962636327
2012-07-18,1.1788376732199746
2012-07-19,1.1080767225217159
2012-07-20,1.0048304083918684
2012-07-21,1.0991887427468576
2012-07-22,0.9895723978557983
2012-07-23,0.9945855389651846
2012-07-24,1.0043584119613416
2012-07-25,1.0573031675727838
2012-07-26,1.0819799886770747
2012-07-27,1.0826145082347325
2012-07-28,1.0648233990859335
2012-07-29,1.0333786442434088
2012-07-30,1.1284103326760215
2012-07-31,1.1878568620097896
2012-08-01,1.2525799141373477
2012-08-02,1.5200221242277292
2012-08-03,1.6131677418106394
2012-08-04,1.6031671083172074
2012-08-05,1.5600361723815601
2012-08-06,1.5696830343819528
2012-08-07,1.5836270404025021
2012-08-08,1.608594394507448
2012-08-09,1.609877225334652
2012-08-10,1.6992386092078566
2012-08-11,1.717859650927555
2012-08-12,1.7244363824540672
2012-08-13,1.823199254240858
2012-08-14,1.8669801081865653
2012-08-15,2.126683410261783
2012-08-16,2.183526334598418
2012-08-17,1.7804048090369693
2012-08-18,1.6158595434980398
2012-08-19,0.5944547219721423
2012-08-20,1.1796621471748392
2012-08-21,1.1562179527362724
2012-08-22,1.1163945449784811
2012-08-23,1.2012509446240072
2012-08-24,1.334641855459972
2012-08-25,1.3256633783212215
2012-08-26,1.3111005826998046
2012-08-27,1.3909071944902347
2012-08-28,1.391939446647148
2012-08-29,1.3697859169509519
2012-08-30,1.3283328130452603
2012-08-31,1.1392262968523743
2012-09-01,1.1135767567673889
2012-09-02,1.172096035130461
2012-09-03,1.2438760364764654
2012-09-04,1.2027555211954142
2012-09-05,1.3777275476373583
2012-09-06,1.4087969070038207
2012-09-07,1.3815276170073831
2012-09-08,1.3679235854187408
2012-09-09,1.3669719785426206
2012-09-10,1.3566415702892467
2012-09-11,1.390803763300042
2012-09-12,1.397953129168784
2012-09-13,1.4107402584129667
2012-09-14,1.4994609380792847
2012-09-15,1.488239125275909
2012-09-16,1.526292735734509
2012-09-17,1.5248158087278207
2012-09-18,1.6104820917672074
2012-09-19,1.6639087938599744
2012-09-20,1.6123625128503931
2012-09-21,1.5940966296447754
2012-09-22,1.5550996763668836
2012-09-23,1.5367231400817047
2012-09-24,1.5163878300586766
2012-09-25,1.5275407049091714
2012-09-26,1.5567360167097464
2012-09-27,1.5487512958812968
2012-09-28,1.5550072147122604
2012-09-29,1.5538252162012385
2012-09-30,1.5442297053937224
2012-10-01,1.5377781279470066
2012-10-02,1.6378216618567063
2012-10-03,1.6656691193344122
2012-10-04,1.6321647031345092
2012-10-05,1.5977708973804778
2012-10-06,1.5286857880417555
2012-10-07,1.3614367177024114
2012-10-08,1.3200234637359516
2012-10-09,1.343787978305403
2012-10-10,1.412836798409129
2012-10-11,1.3983647297258777
2012-10-12,1.3845813888137504
2012-10-13,1.3557115439686003
2012-10-14,1.2812688791548388
2012-10-15,1.3444468505395029
2012-10-16,1.3250619186154247
2012-10-17,1.336776166592327
2012-10-18,1.3344947190360137
2012-10-19,1.2882053979249117
2012-10-20,1.2700992281329817
2012-10-21,1.2540221411776233
2012-10-22,1.2730747327793315
2012-10-23,1.2618565651610498
2012-10-24,1.2396424297059665
2012-10-25,1.0139480810032795
2012-10-26,0.857219044021287
2012-10-27,0.9430581343311283
2012-10-28,1.006986387211855
2012-10-29,0.9857482958889453
2012-10-30,1.043000472098201
2012-10-31,1.11256204323711
2012-11-01,0.97745460490432
2012-11-02,0.9575659668218763
2012-11-03,0.9875318113847881
2012-11-04,1.0217376150482527
2012-11-05,1.0062508135606147
2012-11-06,1.0371739765745056
2012-11-07,1.0563797563059694
2012-11-08,1.0391062492124044
2012-11-09,1.0183307348458066
2012-11-10,1.0291583530051587
2012-11-11,1.0218782688060744
2012-11-12,1.0666038029153502
2012-11-13,1.0552928364111445
2012-11-14,1.0435405713189079
2012-11-15,1.0953769212638333
2012-11-16,1.2225186465547684
2012-11-17,1.2299917843314745
2012-11-18,1.2046467614824643
2012-11-19,1.2222460033825173
2012-11-20,1.2063500276223609
2012-11-21,1.210404780266649
2012-11-22,1.346918481050908
2012-11-23,1.3377972681875387
2012-11-24,1.3670036521116349
2012-11-25,1.3902437277767254
2012-11-26,1.2979935274711443
2012-11-27,1.2882270981079247
2012-11-28,1.3268394782329833
2012-11-29,1.3638827693855071
2012-11-30,1.3798993033534326
2012-12-01,1.3774070711280177
2012-12-02,1.350454676340126
2012-12-03,1.3848012385796657
2012-12-04,1.5446923834342339
2012-12-05,1.5206297796552366
2012-12-06,1.5541809752887077
2012-12-07,1.5442477363726184
2012-12-08,1.5443910799634928
2012-12-09,1.5002205458071867
2012-12-10,1.5295930680515908
2012-12-11,1.5525846617877652
2012-12-12,1.5568157440603063
2012-12-13,1.5673157077012736
2012-12-14,1.523787145298381
2012-12-15,1.5026413175148519
