time,TxMeanByte
2019-06-28,502.662896038753
2019-06-29,560.3055158376369
2019-06-30,461.15790778608607
2019-07-01,536.1302254335601
2019-07-02,524.6384661323106
2019-07-03,513.4857126327493
2019-07-04,513.3854611765721
2019-07-05,513.2529851791376
2019-07-06,457.9742481515687
2019-07-07,467.25657174413385
2019-07-08,500.09461534807866
2019-07-09,486.6069318467785
2019-07-10,519.0641124740227
2019-07-11,496.1370051814742
2019-07-12,560.0006899437236
2019-07-13,485.4404111050911
2019-07-14,455.53169440167227
2019-07-15,475.0897479598178
2019-07-16,489.915299019918
2019-07-17,472.2627149945212
2019-07-18,483.22254034109807
2019-07-19,496.89027680057075
2019-07-20,574.0067182246552
2019-07-21,465.5271682855874
2019-07-22,496.856896859414
2019-07-23,492.6660267455796
2019-07-24,520.6632317170122
2019-07-25,505.10843416454713
2019-07-26,497.02546838041076
2019-07-27,459.3933432432053
2019-07-28,451.0453559679678
2019-07-29,483.5265347597107
2019-07-30,505.19741758660075
2019-07-31,476.68883895089607
2019-08-01,486.4189401178176
2019-08-02,499.489280687501
2019-08-03,447.5401785169179
2019-08-04,461.04962099027796
2019-08-05,497.31413061426684
2019-08-06,500.5569787266388
2019-08-07,467.9017144366948
2019-08-08,523.4587707217245
2019-08-09,498.36576914620747
2019-08-10,452.03298173855296
2019-08-11,443.03676083138174
2019-08-12,463.1995925310811
2019-08-13,503.710864821563
2019-08-14,481.1810348419568
2019-08-15,470.6166447346224
2019-08-16,470.53709076863646
2019-08-17,442.57879454373887
2019-08-18,432.8612559477505
2019-08-19,463.0578141028165
2019-08-20,494.4463192760964
2019-08-21,523.3446801896324
2019-08-22,543.0070707979146
2019-08-23,492.62829345717455
2019-08-24,513.4215369760343
2019-08-25,431.3734243806547
2019-08-26,503.85227783381885
2019-08-27,480.2493772700503
2019-08-28,459.5428341148886
2019-08-29,473.69653971055584
2019-08-30,460.6315406643756
2019-08-31,424.09849647131006
2019-09-01,443.59391245253414
2019-09-02,480.66461521537155
2019-09-03,481.45914400036696
2019-09-04,493.30370356684267
2019-09-05,477.8963111148947
2019-09-06,471.7362166273175
2019-09-07,441.25325272159984
2019-09-08,433.8016269969186
2019-09-09,502.1530525292566
2019-09-10,512.6839091620615
2019-09-11,518.5702828459599
2019-09-12,460.90846403944425
2019-09-13,519.4339627528683
2019-09-14,467.0138615644195
2019-09-15,465.3061653279639
2019-09-16,495.02243040700654
2019-09-17,498.37149846703403
2019-09-18,512.5462835744869
2019-09-19,472.2129005229551
2019-09-20,460.70308773967605
2019-09-21,437.0430042885246
2019-09-22,443.08929663992376
2019-09-23,492.01825444474923
2019-09-24,517.1077016273998
2019-09-25,495.4591096400544
2019-09-26,466.5362209261466
2019-09-27,475.7601932195469
2019-09-28,448.6083648980865
2019-09-29,428.1688928423838
