time,value
2011-04-24,228.4777907656342
2011-04-25,0.0
2011-04-26,0.0
2011-04-27,0.0
2011-04-28,0.0
2011-04-29,0.0
2011-04-30,0.0
2011-05-01,0.0
2011-05-02,0.0
2011-05-03,0.0
2011-05-04,0.0
2011-05-05,0.0
2011-05-06,0.0
2011-05-07,0.0
2011-05-08,38.4866837697253
2011-05-09,155.96767286674452
2011-05-10,129.00495099536283
2011-05-11,229.7206865811106
2011-05-12,8.678783811233195
2011-05-13,-191.9998325202923
2011-05-14,57.24918208570429
2011-05-15,-699.0019138073992
2011-05-16,-7.963992152630034
2011-05-17,224.97318575920514
2011-05-18,100.90639736642896
2011-05-19,-55.1900504953536
2011-05-20,236.24094599152522
2011-05-21,358.2122152925425
2011-05-22,-43.49347513753355
2011-05-23,-270.59933481770884
2011-05-24,-13.69492207691411
2011-05-25,-337.5443188035712
2011-05-26,-1690.828385755956
2011-05-27,2574.375558610256
2011-05-28,-510.72479205896
2011-05-29,-1135.640890377195
2011-05-30,27.65492876361779
2011-05-31,-66.19676504279369
2011-06-01,-975.1773469214025
2011-06-02,22.36876887638809
2011-06-03,13.551414435125707
2011-06-04,-55.41434738454723
2011-06-05,12816.789088078083
2011-06-06,-463.1808228711865
2011-06-07,4568.102148234366
2011-06-08,1094.1377348036822
2011-06-09,3737.602186024227
2011-06-10,4896.217188934652
2011-06-11,1955.141760779985
2011-06-12,2039.9447894749728
2011-06-13,1279.411658714088
2011-06-14,4950.176161660547
2011-06-15,1021.2876205974744
2011-06-16,2855.5348640558905
2011-06-17,880.1903158072375
2011-06-18,-2047.4928322751555
2011-06-19,-158.1701547363864
2011-06-20,198.5069038878412
2011-06-21,-420.09785792110165
2011-06-22,3686.836700324472
2011-06-23,1992.3343350862315
2011-06-24,-17948.104514423416
2011-06-25,-2952.590524633647
2011-06-26,-1910.6120752347483
2011-06-27,7275.230511264199
2011-06-28,810.275353539268
2011-06-29,1803.2449824842122
2011-06-30,802.0831394275448
2011-07-01,573.9534125762463
2011-07-02,-9.755799708908626
2011-07-03,734.7618930097558
2011-07-04,1323.180938579524
2011-07-05,450.22925460047827
2011-07-06,1448.5979172547477
2011-07-07,295.3084567313348
2011-07-08,4018.8777405529613
2011-07-09,497.2071492906525
2011-07-10,-3378.616323362984
2011-07-11,1103.063436531159
2011-07-12,485.0288190450933
2011-07-13,1230.8475227762187
2011-07-14,3591.2684635084875
2011-07-15,72.78994435887171
2011-07-16,-648.7044633387059
